Week,ITM,MLN,MUB,MUNI,PVI,PZA,SHM,SMB,SMMU,SUB,TFI
2018-40,-0.00219587,-0.00795756,-0.00152062,-0.00311891,0.0024321,-0.00165631,-0.00021222,0.00118064,-0.0034595,-0.0004837,-0.00215378
2018-39,-0.00545019,-0.00948367,-0.00519701,-0.001168,-0.00080906,-0.00740741,-0.0021173,-0.00235571,-0.000611,-0.00096674,-0.00557461
2018-38,0.00043592,0.00158311,0.00151372,0.00194666,-0.00040469,0.00247117,0.00042391,0.00058893,0.00163566,0.00106434,-0.00064226
2018-37,-0.00391134,-0.00471451,-0.00169891,-0.00407292,-0.00121261,-0.0020517,-0.00105753,0.0,0.00142741,-9.676e-05,-0.00128287
2018-36,-0.00259853,-0.00417537,-0.00169555,-0.00116144,0.0012131,-0.00286416,-0.00042248,-0.00117302,-0.00345108,0.00086965,-0.0034057
2018-35,-0.00453074,-0.00416017,-0.00263108,0.00155009,0.00040486,-0.00448248,-0.00105485,-0.00117096,-0.00263959,-0.00106075,-0.00297303
2018-34,0.00043085,-0.00259067,-0.00065629,-0.00038685,0.00040535,0.00040667,-0.00021066,-0.00233918,-0.00142161,-0.00038532,0.00084926
2018-33,-0.00129088,0.0,-0.00018741,-0.00019298,-0.00403877,-0.00121803,-0.00042123,-0.00175439,-0.00325071,-0.0001926,0.00084926
2018-32,0.00302637,0.00312012,0.00122043,0.00329457,0.00283745,0.00162933,0.00084317,0.0005848,0.00203583,0.00106106,0.00042463
2018-31,0.00086543,-0.00155763,0.00084555,-0.0003876,0.00040552,0.00081466,0.0002107,0.00117028,0.00162999,-0.00019281,0.00127632
2018-30,0.00064837,0.0,0.00037605,-0.0009688,0.00081004,-0.0012215,0.00084335,0.0,-0.00020383,0.00019279,0.00085124
2018-29,0.00086524,-0.00620476,-0.00046953,0.00310378,0.00040519,-0.000407,-0.00126396,-0.00117096,-0.00040683,-0.00028905,-0.00084962
2018-28,-0.00086263,-0.00258264,0.00037509,-0.00251353,0.0016247,-0.00162404,0.0,0.00352113,0.00245198,0.00057848,0.00021204
2018-27,0.00172898,0.00206612,0.0030078,0.00096974,0.00040568,0.002849,0.0010553,0.0,0.00040825,0.00115897,0.00297556
2018-26,0.00347298,0.00206825,0.00207098,0.0,-0.00364372,0.0040833,0.0004223,0.00117096,0.00286709,0.00029,0.00170321
2018-25,0.00086768,0.00207684,0.00084762,0.0,0.0,-0.00203915,-0.00042221,0.00117716,0.00040816,0.000387,-0.00042626
2018-24,-0.00043422,0.00364773,0.00084866,-0.00038888,-0.00080972,0.00081633,0.00021137,0.0,-0.00142712,-0.00058027,0.00170794
2018-23,0.0004344,0.0,0.00037739,-0.00116686,-0.00040535,0.00040883,0.00148054,0.0,-0.00122674,0.00125835,0.00042708
2018-22,0.00130492,-0.00051894,0.00160544,-0.00019474,-0.00202265,0.00081867,0.002331,0.00176887,0.00246154,0.00174588,-0.00042699
2018-21,-0.00303162,-0.00310398,-0.00338696,-0.00349176,0.00121704,-0.00529101,-0.00042391,-0.00117855,0.00349363,-0.0010662,-0.00340281
2018-20,0.00723367,0.00682415,0.00522218,0.00332746,0.00121704,0.00576606,0.00170467,0.0,0.00308515,0.00194496,0.00731183
2018-19,-0.00631121,-0.00521105,-0.00198996,-0.00234192,0.00244002,-0.00328677,-0.00148936,0.00177515,-0.0036961,-0.00029163,-0.00278552
2018-18,0.00130862,0.0041841,0.00246914,-0.00039124,-0.00121852,0.00082271,0.00085215,0.00415677,0.0016444,0.00107056,-0.00107043
2018-17,0.00527125,0.01057641,0.0044843,0.00215602,-0.00081235,0.00371901,0.00149381,0.00416667,0.00432722,0.00126755,0.00538445
2018-16,-0.00219443,-0.0089192,-0.00152512,-0.00215813,0.0,-0.00577082,-0.00106678,-0.00178253,0.0,-0.00136253,-0.0038693
2018-15,-0.00327797,-0.00469974,-0.00218569,-0.00371602,-0.00324544,-0.00328542,-0.0014919,-0.00414201,-0.00185033,-0.0006816,-0.00171784
2018-14,0.00262582,0.0,-0.00028485,0.0,0.001628,0.00370981,-0.00021317,-0.00118133,0.00102817,0.0,0.00236254
2018-13,-0.00262009,0.0015715,-0.00104295,-0.00136826,0.00040717,-0.00287356,-0.00085088,0.0029656,-0.00164069,-0.00097163,-0.00214316
2018-12,0.00482774,0.01427061,0.00399543,0.00117578,-0.00244002,0.00413052,0.00106496,0.00118413,-0.00348646,0.00243356,0.00516685
2018-11,0.00219154,0.00371353,0.00095147,0.00137363,-0.00040667,0.00041322,-0.00106338,-0.0017762,-0.00082152,0.00058377,0.00150797
2018-10,0.00175708,0.0,0.00257486,0.00019589,-0.00122001,0.00331263,0.00042535,-0.00236128,0.00082254,-0.00029174,0.00150797
2018-09,-0.00043889,0.00531067,-0.00066648,-0.00176436,0.002035,-0.00082781,-0.00148525,0.00295858,0.00143974,-0.00029135,-0.00215332
2018-08,0.00043869,0.00212314,0.00076241,-0.00058812,0.00081466,0.0,0.00021231,-0.00294985,-0.0012333,9.72e-05,0.00129255
2018-07,0.00462963,0.00476948,0.00085763,0.00314465,0.00244898,0.00165769,0.00106225,0.0017741,0.00185452,-0.00019451,0.00172451
2018-06,0.0,-0.00368615,-0.00019037,0.0,-0.000407,-0.00123813,0.00063721,-0.00059102,-0.00123533,0.00029183,-0.00064572
2018-05,-0.00262985,0.00316957,0.00038099,0.00039239,0.00081466,-0.00123609,-0.0019088,-0.00176783,-0.00082372,-0.00126312,-0.00085855
2018-04,-0.00870511,-0.00527148,-0.00482909,-0.00331966,0.00040717,-0.00369762,-0.00063694,-0.00176783,-0.0032834,-0.00097087,-0.0057717
2018-03,-0.00496224,-0.00208442,-0.00244844,-0.00136002,-0.00203252,-0.00163132,0.00021204,0.00117925,0.00082068,0.00019425,-0.00444915
2018-02,-0.00086263,0.0,-0.00037647,-0.00155189,0.000815,-0.00203169,0.00021218,0.00117925,0.00266831,-9.714e-05,-0.00254291
2018-01,-0.0055782,-0.01132853,-0.00393848,-0.00483933,0.0,-0.00646987,0.0,0.00117855,0.00020488,0.00077829,-0.00485027
2018-00,-0.00171563,-0.00307692,-0.00103054,0.00058173,0.00040766,-0.00040469,-0.00106225,0.00118203,0.00329015,0.00038929,-0.00105485
2017-52,0.0064711,0.00670449,0.00507805,0.00329841,-0.00040766,0.00773616,-0.00148715,-0.00118203,-0.0043024,0.00116879,0.00444727
2017-51,-0.00322858,-0.00258264,-0.00328546,-0.00484496,0.0,-0.00406339,-0.00276008,-0.00294291,-0.00184313,-0.00281663,-0.00296234
2017-50,0.00301464,0.00051573,0.0030078,0.00135843,0.0,0.00529747,0.00042454,0.00353565,0.00472376,0.00087404,0.00359712
2017-49,0.00625809,0.00103466,0.00348563,0.00311345,-0.00040783,0.0044953,0.00298253,0.00294985,0.00287592,0.00106931,0.00339775
2017-48,0.00216357,0.00521921,0.00217227,0.00097276,0.00081633,0.0045156,-0.00233546,-0.00235433,0.00123052,-0.00019429,0.00298063
2017-47,-0.00365827,-0.0025974,-0.00366886,-0.00194288,-0.00081599,-0.00326797,-0.0025413,-0.00117509,0.00061576,-0.00164745,-0.00486669
2017-46,0.00086003,0.00259605,-0.0006574,-0.0003876,0.0,-0.00081599,-0.00190194,-0.00117028,0.00205044,-0.0006777,-0.00211327
2017-45,0.99699957,0.00051894,-0.00103199,-0.00348432,0.0,-0.00163265,-0.00273973,-0.00117028,-0.0022449,-0.00096665,0.00042256
2017-44,-0.49978513,0.00313316,0.00131653,0.00194062,-0.000408,0.00328407,-0.00105263,-0.00175131,-0.0022449,-0.0007728,0.00254507
2017-43,-0.00407027,-0.00260417,-0.00421901,-0.0029036,0.0,-0.0053148,-0.00252154,-0.00175029,0.001842,-0.00115808,-0.00464723
2017-42,0.0,-0.00156169,-0.00046874,0.00174554,-0.0004085,-0.00203915,-0.00042026,0.0,0.00102354,0.00019307,-0.00021115
2017-41,0.00495797,0.00946372,0.00225691,0.00077745,0.0,0.0061627,0.00168457,0.00175131,0.00163532,0.00067568,0.00594985
2017-40,0.0,0.0,0.00037661,-0.0003888,0.0,0.0,-0.00042088,-0.0011655,0.00081883,9.653e-05,0.00148873
2017-39,-0.00622184,-0.00523834,-0.00347157,-0.00425861,0.0,-0.00450635,-0.00377438,-0.00465387,-0.00203915,-0.00183044,-0.00549799
2017-38,0.00042928,0.0,-9.387e-05,-0.00135738,0.00081633,0.00082169,0.00020991,-0.00058207,0.00347933,-9.635e-05,0.00063519
2017-37,-0.00427442,-0.00313643,-0.00206031,0.00019365,0.0,-0.00571195,-0.00125707,-0.00116414,-0.00245048,-9.632e-05,-0.00337197
2017-36,0.00278194,0.00261643,0.00149799,0.00135475,0.0,0.00204583,-0.00020916,0.0,-0.00223805,0.00028871,0.00232116
2017-35,0.00064378,0.00052383,0.00103325,-0.00019399,-0.00081666,0.00123102,0.0,0.0005814,0.00245499,0.00096367,0.00021151
2017-34,0.00107458,0.00262467,0.00122284,0.00174961,-0.00081699,0.00041051,-0.00041867,0.0,0.00020462,-0.00019273,0.0016942
2017-33,0.00086114,0.00210526,-0.00047028,-0.00058252,0.00163599,0.0,-0.00020938,-0.00116482,0.00102606,0.00019277,-0.002537
2017-32,0.00301789,0.00052549,0.00273327,0.00350946,0.0012275,0.00082237,0.00188719,0.002331,0.00164103,0.00164093,0.00467687
2017-31,0.00172898,0.0031746,0.0019845,-0.00019543,-0.000409,0.00165017,0.00084034,0.00116754,0.00288303,0.00086999,0.00233993
2017-30,-0.00086412,-0.00210748,-0.00113325,-0.00175747,0.0,-0.00205931,0.00021013,0.00234055,0.0,0.00058044,-0.00127524
2017-29,0.00543715,0.00691122,0.00512626,0.00451423,-0.000409,0.00621633,0.00231823,0.00234329,0.00082169,0.00155024,0.00727896
2017-28,0.00283781,0.00588865,0.00419487,0.00235849,0.00204666,0.00500626,0.00147804,-0.00234329,-0.00061589,0.00135777,0.00257787
2017-27,-0.0004364,-0.00160171,-9.537e-05,0.00098425,-0.00040866,-0.00166667,0.0,0.00058824,0.00206569,0.00106796,-0.00085966
2017-26,-0.0071506,-0.00793651,-0.00662879,-0.00547945,0.00040883,-0.007848,-0.00442571,-0.003517,-0.0039151,-0.00174334,-0.00724792
2017-25,0.00173724,0.00159236,0.00161306,0.00078324,0.00040933,0.0008285,0.0,0.00117302,0.00268262,0.00048454,0.00063993
2017-24,0.00043375,0.00372539,0.0006642,0.00157048,0.0,0.00207555,-0.00126422,-0.00117165,-0.00082288,-0.00038737,0.00106746
2017-23,0.00173573,0.00053107,-0.00028452,-0.00176436,0.000819,0.00041494,-0.00063118,0.00058582,-0.00143944,-0.00019355,-0.00085233
2017-22,0.00478573,0.00640342,0.00351878,0.00353565,0.00040933,0.00457952,0.00063198,0.00234604,0.00020563,0.0006779,0.00406939
2017-21,0.002407,0.00375536,0.00248163,-0.00019685,0.0,0.00334728,0.00063304,-0.00058582,0.00185644,0.00058145,0.00344382
2017-20,0.00728316,0.00811688,0.00576092,0.00296853,-0.00081833,0.00505902,0.00211416,0.00176263,0.00391995,0.00077595,0.0071475
2017-19,0.0035461,0.00598477,0.00317888,0.00337838,-0.00040933,0.00509122,0.00084656,0.00176471,0.00330442,0.00165145,0.00369887
2017-18,0.00177384,0.0,0.00260693,-0.00019853,0.0,0.00212224,0.00105887,0.00235849,0.00165563,0.00048586,0.00152406
2017-17,-0.00243201,-0.00270856,-0.00153698,-0.00019841,0.0,-0.00507614,0.000636,0.00117925,0.00041365,-0.00048534,-0.00282241
2017-16,0.00132538,0.0,0.00124736,0.00278219,-0.00081867,0.00084353,0.00063573,0.00177096,0.0055889,0.00097087,0.00195313
2017-15,0.00555803,0.00652174,0.00375578,0.00518652,0.00040967,0.00253915,0.00169707,0.00118133,0.00020704,0.00136081,0.0043611
2017-14,0.00402235,0.00054496,0.00280329,0.00259533,0.0,0.00340861,0.00127443,0.00059067,-0.00082816,0.00116777,0.00416484
2017-13,0.0,0.00054615,0.0,0.0,-0.0004095,-0.00085215,0.00021249,0.00296209,0.0,0.00058406,0.0
2017-12,0.00654923,0.0088349,0.0048676,0.00422535,0.0,0.004719,0.00277304,0.00237389,-0.00165803,0.00087659,0.00641735
2017-11,0.00453721,0.00499722,0.00342365,0.00222222,0.00122951,0.00518359,0.00085397,-0.00059382,-0.0037298,0.00117028,0.0042241
2017-10,-0.00518719,-0.00276091,-0.00273144,-0.0016116,-0.00081934,-0.00600601,-0.0017043,-0.00059172,-0.00476092,-0.00107025,-0.00398406
2017-09,-0.00560664,-0.00548847,-0.00398252,-0.00261149,0.0,-0.00724638,-0.00127551,-0.001772,0.00269822,-0.00048643,-0.00638485
2017-08,0.00654037,0.00939227,0.00516821,0.00443727,0.0,0.00728988,0.00255754,0.00236967,-0.00041356,0.00155839,0.00531091
2017-07,-0.00292332,-0.00220264,-0.00068213,-0.00341571,0.0,-0.00299401,-0.00021322,-0.00177515,-0.00599174,9.745e-05,-0.00264784
2017-06,0.00157587,0.00165107,0.00058457,0.00342535,0.00040984,-0.00042772,0.00021327,0.00356295,0.00394518,0.00166032,0.00132567
2017-05,0.00022548,0.00498891,0.00097685,0.00161681,0.00040967,0.0,0.00021377,-0.00355872,-0.00083351,0.00117371,0.00177423
2017-04,-0.00270331,-0.00220751,-0.00126829,-0.00201939,-0.00081934,-0.00427716,0.00257069,0.0,-0.00187344,0.0,-0.00132685
2017-03,-0.01027015,-0.00821018,-0.00823324,-0.00882471,-0.001229,-0.00849618,-0.00213767,-0.00413712,-0.0049896,-0.00117153,-0.00812116
2017-02,0.00676133,0.00883978,0.00496786,0.00403633,0.0,0.00427533,0.00214546,0.00415924,0.00417711,0.00303446,0.00774508
2017-01,0.00614334,0.00278087,0.00254528,0.0036452,0.0,0.00560828,0.0012906,0.0,-0.0027208,0.00117578,0.00467602
2016-52,0.00847846,0.01291409,0.00353322,0.00081185,0.00040984,0.00564972,0.00107666,0.00420926,-0.0052367,0.00156894,0.00581655
2016-51,0.00091785,0.00112549,0.00384161,0.00223169,-0.00122951,0.00087222,-0.00150765,0.00300842,0.01580859,-0.00049024,0.00404131
2016-50,-0.00777854,-0.00338219,-0.00363958,-0.00405844,0.00041034,-0.0048014,-0.00193507,-0.00120482,0.0,-0.00058835,-0.0064819
2016-49,0.01224584,0.01834862,0.01121811,0.01227747,-0.00041051,0.01235112,0.00215983,0.00667071,-0.00731911,0.00255553,0.01196658
2016-48,-0.0082361,-0.01358234,-0.0061138,-0.01169827,0.00123203,-0.01221108,-0.00516129,-0.00180941,-0.00899958,-0.00147391,-0.01047704
2016-47,-0.01065277,-0.01118568,-0.00519302,-0.00768142,-0.00041051,-0.00260417,-0.00193216,-0.00657895,-0.00481272,-0.00039227,-0.00465219
2016-46,0.00523084,0.00111982,0.0,-0.00501807,0.00041085,-0.00431965,-0.00299465,-0.00536673,0.00124766,-0.00195829,-0.00418042
2016-45,-0.02437963,-0.02547771,-0.01572627,-0.01496063,0.00123203,-0.02304147,-0.00679117,-0.00765607,-0.00290396,-0.00369794,-0.01778826
2016-44,0.00392756,0.00053079,0.00190821,0.00098503,-0.00041051,0.00293747,-0.00021231,-0.00058824,0.00144868,0.00048657,0.00257787
2016-43,0.00109266,-0.00053107,0.00019099,0.00118367,-0.00123102,0.0,0.00127551,0.0,0.00248808,0.00029203,-0.00021496
2016-42,0.00043582,-0.00158646,0.00104962,-0.00059009,0.00082169,-0.00125681,0.00063748,0.0,0.00248499,0.00068173,0.0
2016-41,-0.00412864,-0.00368809,-0.00399277,-0.0045045,-0.00041068,-0.00376254,-0.00190961,-0.00293772,-0.00247985,-0.00058417,-0.0040633
2016-40,-0.00689953,-0.01042753,-0.00453772,-0.00487234,0.0,-0.00291788,-0.00148305,-0.0005872,0.00124275,-0.00029186,-0.00552839
2016-39,-0.00129366,-0.00052083,9.45e-05,0.0,0.00041102,-0.00124688,-0.00042355,-0.00058685,-0.00186181,-0.00019451,-0.0010618
2016-38,0.00216263,0.00104439,0.00170455,0.0,0.0,0.00083333,0.00021186,-0.00117302,-0.00186181,9.725e-05,0.00085161
2016-37,-0.00258844,-0.00104167,-0.00226543,-0.0021455,-0.00041068,-0.00166044,-0.0014796,-0.00117233,-0.0010337,-0.00116573,-0.00360781
2016-36,-0.0049335,-0.0041365,-0.00310296,-0.00408481,-0.00041085,-0.00413052,-0.00105619,-0.00350877,-0.00185835,-0.00038835,-0.00443412
2016-35,-0.00192926,-0.00670103,-0.0023472,-0.00330225,0.0,-0.00453234,-0.00378629,-0.00292227,0.00144778,-0.00164665,-0.00420875
2016-34,-0.00193009,-0.00103252,-0.00140819,0.00058332,0.00123203,0.0,-0.00126103,0.0,0.00062099,-0.00058078,-0.00168634
2016-33,0.00085911,0.00363448,0.00169523,-0.00038933,0.0,0.00249169,-0.00021039,-0.00175131,-0.00330101,0.00019372,0.00126877
2016-32,0.00279871,0.00259605,0.00264101,0.00136639,0.0,0.00207383,0.00042114,-0.00116686,-0.00309406,-0.00029053,0.00211685
2016-31,-0.00129171,-0.00103842,-0.00103686,-0.00097542,-0.00041085,-0.00124378,-0.00021079,-0.00116891,-0.00103327,-0.0008715,-0.00190436
2016-30,0.00366695,0.00571726,0.00368237,0.00195312,0.0,0.00207125,0.00210926,0.00058445,0.00082628,0.00135817,0.00488012
2016-29,0.00086319,-0.00362694,-0.00075443,-0.00039116,0.0,-0.00206697,0.0004223,0.00293427,0.00207039,0.00029104,-0.00148242
2016-28,-0.00450741,-0.00361011,-0.00347614,-0.00350877,-0.00041085,-0.00493218,-0.00021106,-0.00234329,0.00020695,-0.00029115,-0.00547714
2016-27,0.00085727,0.0015456,-0.00037509,-0.00019474,-0.00041085,0.00288066,-0.00168634,0.0,0.00352405,0.00097116,0.0002103
2016-26,0.00064378,0.0,-0.00046944,-0.00233781,0.00041102,0.00247321,0.0,0.00175953,0.00207211,-0.00029112,-0.00105219
2016-25,0.0064921,0.00835073,0.00435112,0.00235248,0.00041102,0.00414938,0.00275249,0.00529723,0.00124044,0.00204101,0.00488738
2016-24,0.00477638,0.00261097,0.00388552,0.00255353,0.0,0.00207727,0.00148242,0.00412736,-0.00124301,0.00194704,0.00425804
2016-23,0.00568928,0.01163406,0.00505099,0.00316268,0.0,0.00628667,0.00148494,0.00295159,0.00270046,0.00136386,0.00709067
2016-22,0.00306748,0.00636605,0.00257978,0.00436162,0.0,0.00378151,0.0008498,0.00235988,0.00145138,0.00097475,0.00301464
2016-21,-0.00327726,-0.00105932,-0.00209924,-0.00493876,0.0,0.00084104,-0.0019084,-0.00058962,-0.00476486,-0.00116834,-0.0027921
2016-20,-0.00109027,-0.0026441,-0.00171543,-0.0017755,-0.00041085,0.0,-0.0008471,0.00117925,-0.00165941,-0.00077813,-0.00064378
2016-19,0.00371017,0.00530223,0.00286287,0.00355661,0.0,0.00379107,0.00127173,0.0,-0.00289555,0.000681,0.00343569
2016-18,0.00372807,0.00694444,0.00345059,0.00297089,-0.00041085,0.00509122,0.00233645,0.00058997,0.00124352,0.00116857,0.00670415
2016-17,0.00373626,0.00643777,0.00173077,0.00277998,0.00041102,0.00297366,0.00085034,0.00236128,0.0,0.0010738,0.00281446
2016-16,-0.00087739,-0.00106838,-0.0023015,-0.00059488,-0.00041085,-0.00169348,-0.00042463,0.0035461,0.0,0.00058605,-0.00172749
2016-15,0.0010989,0.00267809,0.00096034,0.00079428,0.00041085,0.00382328,0.0017014,0.00236967,-0.00020738,0.00068393,0.00108155
2016-14,0.00708278,0.00810373,0.00530888,0.00498504,0.0,0.00469684,0.00191693,0.00355661,0.00270383,0.00068426,0.00609491
2016-13,0.00400356,0.00488334,0.00329841,0.00220132,0.0,0.00300429,-0.00063898,0.00296912,-0.00083091,9.774e-05,0.00482139
2016-12,0.00089146,-0.00163132,-9.712e-05,-0.0020008,0.0,0.0008617,-0.00042599,0.0,0.00145651,-0.00039059,0.0004386
2016-11,0.00178452,0.00327154,0.00184897,0.00020016,-0.00041068,0.00345274,0.00021308,-0.00118624,-0.00228405,-0.00058582,0.0013181
2016-10,0.00246471,0.00219058,0.00048714,-0.00080096,-0.00041068,0.00434594,-0.00042562,-0.00295683,-0.00331813,-0.00068353,0.0022041
2016-09,-0.00953225,-0.01085187,-0.00417314,-0.00478851,-0.00041068,-0.00733707,-0.00487908,-0.00354191,-0.00393538,-0.00223997,-0.00633326
2016-08,-0.00485544,-0.00271003,-0.00184037,-0.00457256,0.0,-0.0047373,-0.00317326,-0.00118273,-0.00165906,-0.0007792,-0.00304878
2016-07,-0.00153982,-0.00377562,-0.00222072,0.00178678,0.0,-0.00300043,-0.0014796,0.00118064,0.00062254,-0.00029226,-0.0010853
2016-06,-0.00022017,0.00161812,-0.00067581,0.00079554,0.00041102,0.00042918,-0.00063465,-0.00118133,-0.00083022,0.0,0.0
2016-05,0.00532741,0.00817439,0.00515665,0.00340477,0.00082203,0.00475367,0.00404514,0.00296384,0.00020781,0.00097609,0.00394304
2016-04,0.00378366,0.00326975,0.00184771,0.00220397,0.00041085,0.00043159,0.00255918,0.00059418,0.00083351,0.00068379,0.00131406
2016-03,-0.00044444,0.00109111,-0.0002918,-0.0008,0.0,-0.00086281,0.00042635,0.0,-0.00166424,0.00136919,0.00131521
2016-02,0.00222866,0.00657895,0.00204658,0.00160546,0.00041085,0.0034632,0.00127959,-0.00178359,0.00187774,-0.00039127,0.00043908
2016-01,0.00965858,0.01103144,0.00754828,0.01069627,0.0,0.00695652,0.00278253,0.00178891,0.00020851,0.00313695,0.01196809
2016-00,0.00180099,0.00331858,0.00058726,0.00282828,0.0,-0.00130548,0.0017116,0.00179104,0.0,-9.792e-05,0.00266016
2015-51,0.00135318,-0.00055249,9.793e-05,-0.00040429,0.00041085,0.00043611,0.00150054,0.00119332,0.00041771,0.00176592,0.0
2015-50,0.00294384,0.00388242,0.0039343,0.00324412,0.0,0.0,0.0,0.00119832,0.00125602,-9.809e-05,0.00289275
2015-49,0.00385662,0.00667408,0.00403941,0.00447609,-0.00041068,0.00746596,0.00171306,-0.00059773,0.00251414,0.00029406,0.0037938
2015-48,0.00273162,0.0005571,0.00019728,0.00244598,-0.00041068,0.00175901,-0.00042772,0.00299043,-0.00041806,-0.00019589,0.00134258
2015-47,0.00296668,0.00223964,0.00138381,0.00183748,0.0,0.00088183,-0.0008558,-0.00298151,-0.00062762,-9.803e-05,0.00224366
2015-46,0.00713464,0.00846501,0.00557158,0.00163599,-0.00041068,0.00443656,-0.00085616,0.0,-0.00020921,-0.00039223,0.0063234
2015-45,0.00253749,0.00283126,0.0028919,0.00431211,-0.00041068,0.00490852,-0.00085616,0.00059701,0.00104646,0.00068648,0.00067858
2015-44,-0.00549576,-0.00225606,-0.00466177,-0.00734844,-0.00041068,-0.00532151,-0.00213493,-0.00119403,-0.00209074,-0.00088054,-0.00494382
2015-43,-0.00114286,0.00112867,0.00079365,-0.00040808,0.0,-0.00088652,-0.00042699,0.00119546,0.0,9.782e-05,-0.00022452
