Week,BBH,BIB,BIS,CURE,FBT,FXH,IBB,IHE,IHF,IHI,IXJ,IYH,PBE,PJP,PPH,PSCH,PTH,RXD,RXL,RYH,VHT,XBI,XHE,XHS,XLV,XPH
2018-34,0.01494001,0.04406073,-0.04267161,0.01663894,0.01183889,0.01022644,0.02285858,0.00954668,0.00669607,0.01649141,0.0,0.00619035,0.01094645,0.00452427,-0.00143221,0.01519821,0.03706449,-0.06156406,0.01015739,0.00912989,0.00813524,0.02185681,0.03305204,0.00542831,0.00603666,0.01949918
2018-33,0.01040211,0.02332913,-0.02446127,0.01278772,0.01491439,0.02475496,0.01128727,-0.00722216,0.00774069,0.02211736,0.00631649,0.00573634,0.01722638,-0.00027571,-0.00949217,0.02845085,0.04925943,0.0,0.01104249,0.00756801,0.00612674,0.03325823,0.0259898,0.01389826,0.00542696,-0.00958401
2018-32,0.00101065,-0.00593379,0.00293255,0.04765343,-0.00106724,0.01171527,-0.002317,0.01582743,0.01986719,0.01138062,0.01439214,0.01582581,-0.0019018,0.01858108,0.02644112,0.02148944,0.0073083,-0.00661157,0.0290895,0.01419362,0.01553109,-0.00540197,0.01222826,0.02334577,0.01591781,0.0220681
2018-31,-0.0031015,-0.00572844,0.00413467,-0.01141838,0.00526351,-0.00165017,-0.00179625,0.00609268,0.00871254,-0.00780358,-0.0083696,-0.00291314,0.00795572,0.00732807,-0.00473701,-0.00565511,0.00492611,0.01001669,-0.00645348,-0.00961637,-0.00314391,0.00063291,-0.01251823,-0.01325499,-0.00371287,0.01362572
2018-30,0.02511289,0.05153634,-0.05008441,0.06167904,0.01843633,0.03674437,0.0266433,0.02302486,0.02732926,0.02152528,0.01496344,0.02106688,0.03084648,0.02383704,0.00890795,0.03052326,0.02546296,-0.02751196,0.04461492,0.0203075,0.0221075,0.01382192,0.03992395,0.02029675,0.02047154,0.02278204
2018-29,-0.00070627,-0.04873619,0.04873646,0.03191489,-0.01204579,-0.01158003,-0.02352742,0.00472511,-0.00231992,-0.00809,0.01116838,0.00917983,-0.04350025,-0.00345971,0.01073285,-0.02994056,-0.05609367,0.0,0.01435309,0.0019445,0.00536422,-0.0485359,-0.02695779,-0.01135105,0.01175923,0.00531091
2018-28,0.00314342,0.01101928,-0.01130952,-0.00572557,0.0112058,0.00584947,0.00655542,0.00198769,-0.00602375,0.01584275,0.00414365,0.00038352,0.01500682,0.0004324,0.00235176,0.01427717,0.0173517,-0.01165954,0.00051546,0.00386366,0.00036686,0.01224325,0.0132219,-0.00546601,-0.00128175,0.00515926
2018-27,0.01514191,0.02614885,-0.02645503,0.02841812,0.01741008,0.01097035,0.01318719,0.00663773,0.01103298,0.00291772,0.01110533,0.01044243,0.01094017,0.00243693,0.0030015,0.00022306,0.00980392,0.0,0.02164009,0.00959856,0.00925358,0.0047,-0.00309406,0.00391171,0.00887954,0.01143498
2018-26,0.04602406,0.09955296,-0.09573908,0.08347979,0.04345983,0.01970245,0.04988252,0.03782269,0.02000824,0.01692469,0.02582496,0.02797362,0.04740447,0.03367104,0.02614829,0.02785472,0.02977332,0.0,0.05828901,0.02767406,0.02783237,0.04116424,0.02352792,0.02185792,0.02732439,0.02867133
2018-25,0.00092228,-0.00487126,0.00259471,-0.0271786,-0.00905938,-0.01643255,-0.00199982,-0.0058282,-0.02690092,-0.00154552,-0.00428495,-0.00803486,0.00183117,-0.00044991,-0.01277901,0.00140285,-0.01551782,0.00580973,-0.00365085,-0.01302295,-0.00971119,-0.0125636,-0.00724085,-0.0296628,-0.00817996,-0.00650558
2018-24,0.01182742,0.03114187,-0.03378378,0.00847458,0.00888889,-0.00195135,0.01632801,0.0009818,0.00857505,-0.00633436,0.007825,0.00325806,0.02052786,0.00805129,0.00645161,0.00291724,-0.01486588,0.003003,0.01149051,0.00273943,0.00344266,0.01674199,-0.00852694,0.01735817,0.00346807,-0.00772025
2018-23,0.01276276,0.02197036,-0.02215353,0.02204493,0.01620338,0.0131268,0.01156648,0.00738707,0.01605958,0.00473517,0.00567477,0.00757236,0.01211782,0.005613,0.00963815,0.01269273,0.02964048,-0.01515712,0.00577417,0.01060166,0.00990099,0.01378302,0.01857233,0.00895395,0.00679704,0.01650619
2018-22,0.01645462,0.01874779,-0.01777552,0.04885057,0.01405451,0.01995954,0.00890317,0.03213177,0.02260262,0.01054195,0.01040919,0.01673807,0.02314903,0.03439275,0.0262883,0.00439285,0.00682516,-0.02444285,0.03306893,0.0180205,0.01548165,-0.00145394,0.00420865,0.0191458,0.01627003,0.04095808
2018-21,0.02440701,0.05347299,-0.04980469,0.04312354,0.0342695,0.01585988,0.02581852,0.02148692,0.0002422,0.01806248,0.0171815,0.01537028,0.03028504,0.01743912,0.01448252,0.01737731,0.03227679,-0.00354108,0.0291937,0.01447898,0.01566155,0.04516409,0.0199031,0.00341703,0.0154703,0.0219066
2018-20,0.00368624,0.02118959,-0.02027027,-0.01292911,0.00678584,0.00164519,0.01111111,0.0006825,0.00102373,-0.00231913,-0.00717231,-0.00155387,0.00277173,0.00486886,-0.00052329,-0.00104577,0.00617428,0.00462469,-0.00520833,-0.00331034,-0.00205603,0.01331296,0.00131372,-0.00279782,-0.00402586,0.00143919
2018-19,-0.00279093,-0.00036199,-0.00394283,-0.01432349,-0.00165491,0.00275217,0.00111628,0.00941337,0.01114104,0.0,-0.00357974,-0.00292398,-0.00389788,0.0092491,0.00647079,0.03068801,0.03396723,0.00639205,-0.00651759,-0.00170987,-0.00211661,0.00809236,0.01299571,0.01503424,-0.00461894,0.01058201
2018-18,0.03454064,0.07121662,-0.06849932,0.07772397,0.02782765,0.03180262,0.03471749,0.03717154,0.02128463,0.01722889,0.02061476,0.02751423,0.03466667,0.04750831,0.03925507,0.03901561,0.0369817,-0.04896043,0.05345158,0.0268319,0.02738364,0.03553242,0.01170227,0.01943382,0.02662982,0.04458599
2018-17,-0.01939805,-0.02345124,0.02369021,-0.04826477,0.00128866,0.00807265,-0.01256281,-0.01640494,0.00957757,0.0210207,-0.01092697,-0.0113097,0.00519967,-0.01248357,-0.01921695,0.01090275,0.01501926,0.0489609,-0.02277505,-0.00877736,-0.01070326,0.0044905,0.02261554,0.0092393,-0.01531431,-0.02351176
2018-16,0.00732317,0.01448171,-0.01765799,0.03969884,-0.002228,0.00599315,0.00783864,0.00034476,0.01031841,0.00210604,0.01093294,0.01337304,0.00926498,0.00616683,0.009319,-0.00670622,0.01411342,0.01190881,0.02585604,0.01045277,0.01105587,0.00409417,0.00687526,0.0103411,0.01368343,0.000492
2018-15,-0.0056565,-0.00772419,0.00234522,-0.01678385,-0.00642209,0.00386377,-0.00266514,-0.00770227,0.00952807,0.00973094,-0.00796813,-0.00460883,0.00557851,0.0008088,-0.0074773,0.00892161,0.00102015,0.01907074,-0.01168846,-0.00357422,-0.00268167,0.00033799,0.00351815,0.00200865,-0.00517114,-0.00168878
2018-14,0.01896642,0.05812808,-0.05976806,0.04437439,0.03016557,0.01303075,0.02999026,0.01604947,0.00837971,0.01865058,0.00919625,0.01564553,0.03063596,0.02416818,0.01594492,0.02493945,0.0515873,-0.03409467,0.03062341,0.01417386,0.01789424,0.05248294,0.01830863,0.00395632,0.01486146,0.01422266
2018-13,-0.01327664,-0.03149138,0.0251212,0.00981379,-0.00554499,0.0074096,-0.01455789,0.01140983,0.01970608,0.00244241,0.00786959,0.00442397,-0.00614798,0.00216847,0.01169699,0.01967635,-0.01143251,-0.04480519,0.00696951,-0.0021306,0.00332971,-0.01134735,0.00029338,0.02981163,0.00421456,0.007998
2018-12,0.00142164,-0.02479632,0.02191914,0.00164242,-0.02580267,-0.00573066,-0.01269341,0.00962204,-0.00367575,-0.00248622,0.00646233,-0.00064916,-0.02727273,-0.00113177,0.01260504,-0.01012973,-0.03128577,0.01732756,0.00683801,0.00336889,-0.00218196,-0.03640964,-0.00257658,0.0012751,0.0009995,0.00337919
2018-11,-0.05080475,-0.08984375,0.09767206,-0.15034891,-0.04512739,-0.0457771,-0.04696709,-0.03697456,-0.03383942,-0.03668942,-0.04451624,-0.05020609,-0.03903201,-0.05245902,-0.04441692,-0.02365402,-0.02257653,0.09846266,-0.09803054,-0.04842932,-0.0489699,-0.03574932,-0.02679208,-0.02853134,-0.05163865,-0.0388144
2018-10,-0.00829056,-0.03222764,0.03480152,-0.01737757,-0.0214518,-0.01178542,-0.01737384,-0.0070936,-0.00569764,-0.00902216,-0.00633134,-0.00548835,-0.03939338,-0.01172887,-0.01137147,-0.00847458,-0.02898551,0.01335312,-0.01033646,-0.01228814,-0.00746128,-0.03451483,0.00028047,-0.01599276,-0.00520772,-0.00804598
2018-09,0.03157723,0.06318266,-0.05995935,0.07516271,0.03138241,0.02842413,0.03162555,0.02180937,0.01376585,0.04504554,0.02207466,0.02691867,0.03655955,0.02830189,0.01962171,0.04196816,0.03653484,-0.05641205,0.06000223,0.03091038,0.02758133,0.03283967,0.04116436,0.03063457,0.02500604,0.02599244
2018-08,-0.03099589,-0.03495693,0.03177858,-0.0971195,-0.01535481,-0.02000276,-0.01644205,-0.03496549,-0.00529472,-0.02713573,-0.03297667,-0.02995792,-0.02039649,-0.03755725,-0.05517125,0.00768949,-0.00528834,0.09623125,-0.05833774,-0.02817958,-0.02905035,-0.01322723,-0.01476608,-0.01539179,-0.0319764,-0.03032391
2018-07,0.00685267,0.02588885,-0.02605703,0.02872008,0.00918501,0.00250661,0.01301916,0.00852651,0.0052975,0.00953947,0.01058296,0.00870362,0.02053991,0.00739827,0.00721154,0.03005024,0.01338826,-0.01272085,0.01752452,0.00879733,0.00985507,0.01875552,0.01089227,0.00156691,0.01025951,0.00727358
2018-06,0.02569823,0.05324074,-0.05492424,0.09240924,0.04137205,0.03304248,0.02799291,0.04554158,0.01987318,0.03831807,0.03013148,0.0313595,0.04093919,0.03985507,0.04621105,0.03533501,0.05188553,-0.06671159,0.05437003,0.0304263,0.03223684,0.04142212,0.03776784,0.02095238,0.03063484,0.03922984
2018-05,-0.01464262,-0.03239587,0.02156587,-0.04329942,-0.02028093,-0.00858369,-0.01411215,-0.0078243,0.00343461,-0.03037189,-0.01042238,-0.01270618,-0.00851409,-0.01464106,-0.0121779,-0.01069261,-0.03169341,0.06114737,-0.02228062,-0.01322663,-0.01273969,-0.01497448,-0.02827336,0.00724871,-0.01129527,-0.01723725
2018-04,-0.05507117,-0.10514834,0.11483798,-0.14061995,-0.04537031,-0.04728318,-0.05367709,-0.05804342,-0.04839491,-0.02641274,-0.0473018,-0.04538449,-0.0398956,-0.05482176,-0.05614931,-0.03594684,-0.03124611,0.10423453,-0.09276508,-0.04726646,-0.04737976,-0.05298492,-0.03346985,-0.05538416,-0.04813491,-0.05453762
2018-03,0.02367858,0.04371752,-0.04105889,0.08536161,0.02991211,0.02353885,0.02176363,0.01085608,0.01895413,0.03387563,0.03044296,0.02812909,0.02642747,0.01936235,0.02057013,0.02658938,0.01767773,-0.053374,0.05687909,0.02807438,0.02712488,0.02444231,0.03600703,0.01350946,0.02840454,0.01152926
2018-02,0.00562676,0.02532489,-0.02416174,0.04092166,0.02788291,0.01381669,0.01268001,0.0084039,0.01969227,0.0200011,0.01112656,0.01417727,0.02167308,0.01539842,-0.00179709,0.02259454,0.02610896,-0.0118212,0.02581649,0.01161989,0.0149742,0.02400462,0.02000896,0.00798771,0.01367142,0.00200222
2018-01,0.01830428,0.06692094,-0.0647448,0.065456,0.04787908,0.02469653,0.03327479,0.02770552,0.02900065,0.01294749,0.01572438,0.02145186,0.03878863,0.03161934,0.02869128,0.05242057,0.04488059,-0.03062302,0.04419467,0.02061856,0.02341029,0.05051098,0.01236057,0.04608443,0.02220622,0.03652968
2018-00,0.00440494,0.00764786,-0.0086747,0.05870065,0.0029818,0.01509381,0.00448882,0.00604131,0.01887289,0.02206802,0.02065374,0.01902773,0.01737691,0.01510714,0.01734399,0.01571155,0.01235924,-0.03922895,0.03986524,0.01929989,0.01810103,-0.00195357,0.01011029,0.01045857,0.01963175,0.00663009
2017-52,-0.00593329,-0.01215645,0.01296296,-0.01197349,-0.00519086,-0.00271467,-0.0062465,-0.00529827,-0.00106087,-0.003799,-0.00181192,-0.00274982,-0.00506329,-0.01213819,-0.00498882,-0.00665457,-0.00318119,-0.0066379,0.00034157,-0.00190146,-0.00329728,-0.00352983,-0.00371632,0.0021221,-0.00295058,-0.0105432
2017-51,-0.00519501,0.01332373,-0.01538462,-0.02927741,0.01092273,0.00028678,0.00660004,-0.00652571,0.00439326,-0.00810873,-0.00881136,-0.00881875,0.01311264,-0.0074883,-0.00464316,0.00457038,0.02482877,0.03201635,-0.02115987,-0.00639528,-0.00752963,0.03392945,-0.00324274,0.00657787,-0.00998296,-0.00092464
2017-50,0.00656893,0.00504505,-0.00767841,0.02359694,-0.00251012,0.00447201,0.00349287,0.00842771,0.00569858,0.00732749,0.0078196,0.00695662,0.01845748,0.01279621,0.0147446,0.02309613,-0.00200143,-0.009003,0.01721386,0.00927592,0.00739616,-0.01472363,0.00326087,0.01521994,0.00822692,0.01001397
2017-49,0.0132931,0.04522329,-0.04488563,0.02537511,0.01397352,0.01463272,0.01966644,0.00984067,0.00877134,0.00972061,0.00293201,0.00911458,0.01769912,0.00704113,0.01383151,0.00301267,0.0279494,0.04720162,0.01676563,0.00910539,0.00989437,0.03065747,-0.00139557,-0.00166722,0.00895745,0.01307967
2017-48,0.0181506,0.03981797,-0.03895548,0.05421147,0.02130774,0.02238916,0.0214168,0.02058863,0.0418235,-0.00119217,0.01228907,0.01801427,0.02155077,0.02392189,0.01284603,0.01109038,0.01704139,-0.04043646,0.04017857,0.01402828,0.01852846,0.02715714,-0.00137049,0.02687896,0.01788618,0.02057909
2017-47,0.01084278,0.02650278,-0.02864364,0.03146691,0.02219665,0.01312845,0.01395394,0.01,0.01711162,0.01466782,0.01243504,0.01015442,-0.00089306,0.01358874,0.02106819,0.03495166,0.01881015,-0.01796407,0.02051344,0.01296747,0.01147163,0.01351351,0.01092476,0.0288885,0.01075541,0.02181289
