Week,BBH,BIB,BIS,CURE,FBT,FXH,IBB,IHE,IHF,IHI,IXJ,IYH,PBE,PJP,PPH,PSCH,PTH,RXD,RXL,RYH,VHT,XBI,XHE,XHS,XLV,XPH
2017-46,0.00531002,0.00607326,-0.00934977,-0.00205339,0.01652824,0.00492979,0.00358979,0.00081147,-0.00283026,0.00666783,0.00353554,-0.00035913,-0.00200938,-0.00711629,0.01603879,0.01522021,0.01167948,-0.00286351,-0.00308422,0.00660142,0.00108313,-0.00306861,0.00921731,0.00280554,-0.00050371,0.01195414
2017-45,-0.01144549,-0.02015021,0.02159542,-0.00500341,-0.01599608,-0.01731983,-0.01086749,-0.0095601,-0.01413081,-0.00349101,-0.00646711,-0.00286858,-0.02138691,0.0037037,0.00018563,0.01596983,-0.01760412,-0.00663717,-0.00685741,-0.00566081,-0.0030391,-0.02652989,0.00062952,-0.0125523,-0.00188727,0.00245098
2017-44,0.00079479,0.00236579,-0.00354296,0.01023891,0.02057952,0.01006513,0.00066508,0.01072947,0.00687961,0.00912014,0.00407106,0.00744119,-0.00703625,0.00550875,-0.000373,0.00055194,0.02923032,-0.01389766,0.01371988,-0.00498253,0.00697832,0.01897601,0.01001749,0.00223675,0.00428266,0.01119682
2017-43,-0.03293574,-0.07057032,0.07200379,-0.05615641,-0.02088878,-0.00772933,-0.03552414,-0.03367439,0.01174332,0.0040641,-0.02335609,-0.0173198,-0.02555579,-0.03993808,-0.04497778,-0.01108242,0.01984009,0.03811434,-0.03465347,-0.01056892,-0.01791123,-0.00783476,0.00378251,-0.01743607,-0.01822853,-0.04150854
2017-42,-0.01914162,-0.02984117,0.03095357,0.06679894,-0.00697859,0.01990198,-0.01500536,0.01075966,0.04786726,0.02489429,0.0130814,0.02030758,-0.01396761,0.00586691,0.01375737,0.02097444,0.0105232,-0.03682357,0.03905795,0.02366456,0.01988617,-0.01499423,0.02043772,0.04579358,0.02220282,0.01039943
2017-41,-0.00029869,-0.01753278,0.01876268,0.00043507,-0.00174659,-0.00414569,-0.00912797,-0.00583109,-0.02076895,0.00459016,0.00327273,5.917e-05,-0.01058095,-0.00775901,-0.0054877,-0.00964665,-0.02059597,0.00291168,-0.00277971,-0.00011475,-0.00073358,-0.01211429,-0.0054166,-0.0229241,0.00062135,-0.00536381
2017-40,-0.00275154,0.01014746,-0.00959596,0.01208198,0.00063341,0.0023457,0.00541933,0.00395534,-0.00419551,0.0144357,0.00271838,0.00555391,-0.00921569,0.00288053,-0.00228914,-0.0066561,0.00364857,-0.00938815,0.01003229,0.00588034,0.00438888,0.00398906,0.01365079,-0.01060705,0.00396727,0.001854
2017-39,-0.00240475,0.01407285,-0.01542912,0.01418919,0.00364431,0.01292067,0.00699301,0.00352665,0.03066415,0.00537894,0.00274776,0.00515742,0.01628333,0.00310849,0.00161031,0.03408711,0.03343511,-0.00754717,0.01214141,0.00934742,0.00635823,0.02760919,0.01071603,0.03301004,0.00490813,0.0011885
2017-38,-0.00399337,-0.01236603,0.01161103,-0.03553737,-0.00324175,-0.00431676,-0.00670472,-0.00754128,-0.01269504,-0.014168,-0.00455125,-0.01152482,-0.00808081,-0.00528361,0.00865333,-0.00444494,-0.01267351,0.02435065,-0.01998152,-0.01237172,-0.01081298,-0.00143181,-0.00305663,-0.00488627,-0.0120243,-0.0094451
2017-37,-0.01182508,-0.01478713,0.01373222,-0.00806109,-0.00516171,-0.01087915,-0.00774008,-0.0080062,-0.00692841,-0.00860951,-0.0028975,-0.00365523,0.00405022,-0.00601017,-0.00658597,-0.00089236,-0.00319003,-0.03305005,-0.00378875,-0.01080169,-0.00279646,-0.00227191,-0.00752241,-0.01170073,-0.00333498,-0.02061139
2017-36,0.00381965,0.00556374,-0.00584226,0.06147446,-0.0041086,0.00252939,0.00316284,0.01686173,-0.00049473,0.02021792,0.01971359,0.01857566,0.0080115,0.02396932,0.03367003,0.00656852,-0.00974718,-0.01853568,0.03834523,0.01696774,0.01768039,-0.0019109,0.01256732,0.00167029,0.02044964,0.01832897
2017-35,0.06080176,0.12244898,-0.11364634,0.06926829,0.05816024,0.02828897,0.05983474,0.02653612,0.01865136,0.01680724,0.02059713,0.02486733,0.0348593,0.03285151,0.01203234,0.03147587,0.05012731,0.0,0.04935946,0.02438593,0.02543377,0.05463183,0.02150717,0.02219211,0.02342739,0.03261928
2017-34,0.01625162,0.04134165,-0.04205419,0.02228977,0.02103387,0.00614439,0.02094241,0.01731182,0.00630389,-0.00640039,0.00880214,0.00738654,0.02582211,0.01449275,0.01107082,0.00377537,0.01593822,-0.01019516,0.01393009,0.00914033,0.00785174,0.03247272,-0.00134093,0.00102389,0.00773669,0.02162978
2017-33,-0.01965309,-0.03627432,0.03589316,-0.04248527,-0.0185299,-0.00811763,-0.01779117,-0.00925038,-0.01245949,-0.00699344,-0.0098803,-0.01339867,-0.02203976,-0.00453172,-0.00682335,-0.0136475,-0.01517129,0.00116652,-0.0284558,-0.01214743,-0.01276208,-0.01955124,-0.004503,-0.0133717,-0.014282,-0.0020015
2017-32,-0.03360497,-0.06871188,0.06824147,-0.04015388,-0.03564424,-0.02144367,-0.03424398,-0.02347639,-0.00968714,-0.01207774,-0.01207775,-0.01397267,-0.02035569,-0.03214227,-0.01179996,-0.01352139,-0.02893425,0.03940588,-0.02792321,-0.01484219,-0.014527,-0.03537224,-0.00880984,-0.01326616,-0.0131562,-0.02855051
2017-31,-0.00264591,-0.02146151,0.02076889,-0.01498929,0.00353053,-0.01464654,-0.01094133,-0.02142341,-0.00336604,-0.00727384,-0.00638018,-0.00252075,-0.00150311,-0.01723582,-0.04395018,-0.01286211,-0.00596389,0.0,-0.00484833,-0.01685686,-0.00568064,0.00076992,-0.00699534,-0.02640643,-0.00514403,-0.04124678
2017-30,-0.0154761,-0.0349815,0.03342618,-0.03835616,-0.02184748,-0.02448211,-0.01682604,-0.01549687,-0.02472813,-0.02221694,-0.01188707,-0.01386115,-0.02678571,-0.02153411,-0.01419807,-0.02374522,-0.00408163,0.0,-0.02819957,-0.01582171,-0.01451151,-0.02453988,-0.01943949,-0.03899548,-0.01230964,-0.020781
2017-29,0.03107166,0.06132075,-0.0588994,0.03988604,0.03300617,0.01316179,0.03113955,0.01272929,0.00648852,0.00131492,0.01049672,0.01474745,0.01933405,0.01705995,0.01200565,0.00467077,0.0105905,-0.02453444,0.02455053,0.01074219,0.01320064,0.03151018,-0.00130314,0.00251414,0.01441256,0.01388889
2017-28,0.02129032,0.04065955,-0.03953392,0.03914852,0.01798625,0.01651652,0.02087784,0.01382367,0.01142857,0.01853534,0.01383362,0.01340283,0.01617133,0.02075227,0.01428061,0.01737519,0.0223518,0.0,0.02391497,0.01739537,0.01376371,0.02563102,0.01339286,0.01189155,0.01338358,0.02293686
2017-27,0.00064226,0.00780959,-0.00795312,-0.00675187,0.00663524,0.0008974,0.00483933,-0.01011815,-0.00252331,0.00557407,-0.00470367,-0.00154359,0.00652174,-0.00706941,-0.01350877,-0.00421556,0.00597063,0.04252696,-0.00911247,-0.00162621,-0.00145996,0.00450624,0.00859646,-0.00920437,-0.0019415,-0.00954598
2017-26,-0.0274562,-0.059528,0.05799649,-0.0424397,-0.03035456,-0.01109303,-0.02957521,-0.02256944,-0.00035061,-0.00192701,-0.01626317,-0.013844,-0.02435377,-0.01902346,-0.01929039,-0.00193028,-0.01116784,0.0,-0.03434466,-0.01061632,-0.01422094,-0.03643877,0.00628515,0.00062432,-0.0143131,-0.02252356
2017-25,0.05704173,0.14334266,-0.13195244,0.07874408,0.06544573,0.02253944,0.06991462,0.04212712,0.01526555,0.00572565,0.02301453,0.02617932,0.06625823,0.05811016,0.03133345,0.03539616,0.05946685,-0.05996524,0.05010225,0.02541826,0.02759786,0.08290506,0.00800133,0.01654207,0.0251276,0.0460241
2017-24,0.00084097,-0.00334378,0.00146252,0.01965924,0.01272998,0.00828475,-0.00174574,0.00135805,0.00969118,0.01031374,0.00883087,0.00795621,0.0025528,-0.00460908,0.00396754,0.00559257,0.00250179,-0.02370452,0.0180048,0.00587671,0.00804424,0.00620242,0.01756198,0.00598512,0.0074607,-0.00024516
2017-23,-0.00042013,-0.00083005,0.00110335,0.01161256,0.00521076,-0.00091449,-0.00010238,0.00804089,0.00991832,-0.00410012,-0.0055333,0.0060037,0.01004438,0.00892091,-0.00143549,0.01567548,0.00406648,0.01227679,0.00921351,-0.00321486,0.00460697,0.0098095,-0.00119434,0.01590425,0.00414162,0.00218447
2017-22,0.0392702,0.08255659,-0.0802194,0.06391292,0.05097017,0.02314743,0.04046182,0.02206641,0.02073579,0.02174864,0.02194601,0.02213542,0.0392204,0.02853641,0.02261948,0.03959789,0.04855448,-0.06584792,0.04451245,0.02431759,0.02416452,0.05405808,0.03318777,0.02487479,0.02164149,0.02504297
2017-21,-0.00589945,-0.01901542,0.02126126,0.0265411,-0.0169792,0.01017374,-0.0106471,0.01222798,0.00887728,0.014548,0.00311891,0.00759311,-0.02154274,-0.0001734,0.00236794,0.0074911,0.02437209,0.0,0.01558332,0.0091985,0.00872072,-0.01270025,0.00950537,0.00483898,0.00877434,0.0160375
2017-20,-0.01067525,-0.02625594,0.02309384,-0.03008357,-0.01515992,-0.0062588,-0.01249104,-0.02301255,-0.01182732,-0.00744133,-0.00408719,-0.01116231,-0.00441142,-0.02877819,-0.01190261,-0.02101597,-0.02341321,0.00737036,-0.02089387,-0.01012874,-0.0101225,-0.01544843,-0.01747335,-0.01187727,-0.00980125,-0.03561254
2017-19,-0.00676476,0.01871942,-0.02129925,-0.00955862,0.01781461,0.00204692,0.01186017,0.02488562,0.00341322,-0.00300435,0.00412493,-0.00273598,0.02583732,0.02021933,0.02796942,0.01545254,0.01901921,0.01091006,-0.00748856,-0.00024523,-0.00029505,0.0260524,-0.00682295,0.02089653,-0.00300546,0.03413556
2017-18,-0.00643193,-0.02391391,0.02388173,0.01285275,-0.00369515,0.00313529,-0.01176826,-0.0176695,0.01682384,-0.00050797,0.01265072,0.0031779,-0.02049275,-0.01189878,0.01426426,-0.00704311,-0.02442529,-0.01338934,0.00192705,0.00675468,0.00256768,-0.02743733,-0.00858222,0.01498638,0.00395311,-0.01807088
2017-17,0.02192314,0.0392198,-0.0377562,0.0431085,0.02696242,0.01760563,0.02023121,0.02162014,0.00957414,0.02562929,0.0150542,0.01531252,0.02829058,0.02036277,0.01934495,0.02263349,0.03480715,-0.01270088,0.03037217,0.02100233,0.01674892,0.03282498,0.02353566,0.01285615,0.01469365,0.02559768
2017-16,-0.00647746,-0.02260245,0.02029192,-0.02239906,-0.01362633,-0.00531315,-0.01067358,-0.01506373,0.00511747,0.00768306,-0.00866761,-0.00490684,-0.02024774,-0.01106006,-0.01941378,0.00456795,-0.00190803,-0.00280112,-0.00792507,-0.00418357,-0.00577905,-0.01211679,0.01452697,0.00139983,-0.00777886,-0.0130246
2017-15,0.00761791,0.00851607,-0.00777385,-0.01029109,0.01759703,-0.00496954,0.00416233,-0.00554091,-0.00580181,-0.00648873,-0.00080972,-0.00179152,0.02228682,-0.0060739,-0.00474383,-0.00520833,0.00057604,0.00795892,-0.00186648,-0.00638029,-0.00285114,0.01731343,-0.01092498,-0.00676144,-0.00402722,-0.01303936
2017-14,0.0015382,-0.00462963,0.00428725,-0.00291971,-0.01201923,-0.00112144,-0.00155231,0.01323961,-0.00194099,-0.00782182,-0.0028169,-0.00138935,-0.01031917,0.02299652,-0.00018997,-0.00278552,-0.02195534,0.01074994,0.00329986,0.00012629,-0.00112275,-0.01455882,-0.01147159,-0.00452567,-0.0001386,0.02531646
2017-13,0.00761139,-0.00124172,-0.00108578,-0.00698487,0.00534657,0.00064123,0.00041089,-0.00949751,0.00547303,0.00013284,-0.00421771,-0.00138861,-0.00213422,-0.01332195,-0.01218141,0.00338685,0.00130573,0.00103066,-0.00894759,0.00056883,-0.000299,-0.00590523,0.00722413,0.00573913,-0.00180006,-0.00650132
2017-12,-0.01562104,-0.04270391,0.04019174,-0.02133713,-0.03632479,-0.00849631,-0.02103872,-0.01430596,-0.01107904,0.00159872,-0.0078125,-0.01108633,-0.02740689,-0.00775996,-0.01069218,-0.01391326,-0.01407407,0.03994709,-0.01646264,-0.00606712,-0.01046538,-0.03402994,0.00036206,-0.00770308,-0.01017042,-0.01699854
2017-11,-0.02306548,-0.03798465,0.0355119,-0.01996119,-0.01421491,-0.00127328,-0.01764942,-0.0100732,-0.0054607,-0.00106073,-0.00239473,-0.00611541,-0.02250804,-0.01474826,0.00018772,0.00369051,-0.00055289,-0.001321,-0.01076753,-0.00550861,-0.00611643,-0.00813692,0.01074877,-0.00190608,-0.00640851,-0.01145224
2017-10,0.00423201,0.00634166,-0.00749906,0.01912799,0.01416215,0.00127775,0.00261412,0.00282163,-0.00915611,0.01067472,0.00582563,0.00621159,0.00972222,0.00921344,0.00093861,-0.00204447,-0.01065197,0.02196078,0.0156731,0.00478258,0.00488925,0.01079699,0.00460066,-0.01520588,0.00630655,0.00024396
2017-09,0.01249167,0.02882306,-0.02815858,0.03084833,0.0237177,0.00158579,0.01414856,-0.0008627,0.00350931,0.00784866,0.01193124,0.00913032,0.00229727,-0.02113606,0.00205033,-0.00717613,0.0062523,-0.04776269,0.01683029,0.00439754,0.00899628,0.01240376,0.00492701,0.00305707,0.00867888,-0.01162791
2017-08,-0.00432974,-0.0186722,0.01744393,0.03257621,-0.017399,0.00160026,-0.00988366,0.00458128,0.00642863,0.00831081,0.00755256,0.00987325,-0.0163475,0.003517,0.00790663,-0.005351,-0.0085869,-0.00300752,0.02207377,0.00462963,0.00906481,-0.02562609,0.00700074,0.00447196,0.01077375,0.00458273
2017-07,0.01773416,0.05494268,-0.05542333,0.05530691,0.02961023,0.01539469,0.02811118,0.02731977,0.00292814,0.01877511,0.01771571,0.01712492,0.03078759,0.03087804,0.02882743,0.02958969,0.02226451,-0.04267562,0.02845898,0.0194061,0.01964272,0.03675368,0.02903226,0.01160507,0.01890034,0.03049083
2017-06,0.00286682,0.0048533,-0.00766411,0.01819987,0.00643514,0.0091347,0.00297682,0.01495892,0.01212462,0.00885578,0.01036598,0.00580311,0.00918096,0.00681223,0.00869737,0.01984712,0.02470104,-0.01896067,0.00619771,0.00804909,0.00594912,0.01342487,0.01801976,0.00846847,0.00506732,0.01004773
2017-05,0.04494586,0.09302326,-0.09003021,0.08861671,0.05315471,0.03246199,0.04682274,0.05462122,0.02109362,0.02928237,0.02355229,0.03066961,0.05825243,0.06183647,0.02497969,0.04765886,0.04292107,-0.05765845,0.06311963,0.03258503,0.03123991,0.05869074,0.02771728,0.03002395,0.02893363,0.06990553
2017-04,0.01358126,0.02510864,-0.0248184,0.00608447,0.01608377,0.00733288,0.01190874,-0.00125424,0.00378666,0.01682202,0.00585429,0.00461943,0.0171093,0.00240964,-0.0024321,0.01163919,0.01240846,-0.0017703,0.01086778,0.00694397,0.00410926,0.01691911,0.01432836,-0.00018146,0.0028278,-0.00053319
2017-03,-0.0041505,-0.0077574,0.00621118,-0.03145299,-0.00042608,-0.00957822,-0.00406281,-0.01501588,-0.00819868,-0.01042191,-0.00962155,-0.00966522,-0.00554296,-0.01648252,-0.01566839,-0.01186579,-0.00584795,0.00949796,-0.01889814,-0.0110008,-0.00897324,-0.00443599,-0.01387261,-0.01054136,-0.01012324,-0.01484762
2017-02,-0.01314291,-0.03042241,0.02751989,-0.01560425,-0.01760131,0.00353179,-0.01505673,-0.02023644,0.01792231,0.02515446,-0.00572155,-0.00457507,-0.01967843,-0.0222028,-0.01765276,-0.00080515,0.02486751,-0.01137398,-0.00842565,0.00013375,-0.00408677,-0.0053813,0.02581414,0.02233614,-0.00464914,-0.02880556
2017-01,0.03383908,0.07391304,-0.06954436,0.04825643,0.05430061,0.01468809,0.03703291,0.01904353,0.01675236,0.01883239,0.01663786,0.01781152,0.04805726,0.01493333,0.00744368,0.0119484,0.01741137,-0.04033319,0.04081633,0.01452834,0.0172386,0.06306914,0.01114037,0.0193255,0.0158589,0.01719777
2016-52,-0.01407668,-0.04407186,0.04451128,-0.02882562,-0.02698073,-0.01308991,-0.02166907,-0.00449048,-0.01573513,-0.00526316,-0.0043535,-0.00966184,-0.0340596,-0.00774914,0.00019924,-0.01297122,-0.0228013,0.02871133,-0.01999017,-0.01028948,-0.00985142,-0.02901418,-0.00764895,-0.01584308,-0.00937082,-0.01684103
2016-51,0.01865461,0.025616,-0.03113984,0.00973675,0.00771621,0.00361944,0.01346197,0.00631533,0.00927229,0.00158455,0.00438212,0.00413842,-0.00666667,0.00307081,0.00239473,0.00013552,0.0104551,0.01300705,0.0049595,0.00483459,0.00243072,0.00839921,0.00100563,0.00837776,0.00253997,0.00484076
2016-50,0.01845892,0.03741078,-0.03179697,0.02959445,0.0207433,0.0015448,0.01825969,0.02572299,-0.00156199,-0.00435076,0.01058901,0.01155696,0.02323258,0.01923782,0.00985915,0.0028521,0.00469675,-0.02627082,0.02493307,0.00463219,0.00871123,0.01615296,-0.00498803,0.00076104,0.01006913,0.03448276
2016-49,-0.00309946,-0.01998572,0.01288583,0.02354728,-0.00884107,0.01239309,-0.0083167,-0.00044534,0.00551304,0.02390684,0.00668151,0.00748547,0.00174782,0.00018386,0.00771574,0.02638889,0.00061038,-0.01348504,0.01626434,0.00998673,0.00865837,-0.02083002,0.02567262,0.01424995,0.00822168,-0.00651381
2016-48,-0.02986989,-0.06938227,0.06749049,-0.02289513,-0.04120313,-0.0169053,-0.03403339,-0.02815984,0.01433572,-0.0195022,-0.00708592,-0.00920797,-0.05664436,-0.02619304,-0.01426849,-0.02031228,-0.02619911,0.01388296,-0.02162978,-0.01154112,-0.01044813,-0.0395189,-0.02477157,0.00213925,-0.00784077,-0.02991128
2016-47,-0.00576317,-0.01559163,0.01428097,-0.02081863,-0.01133313,0.00188131,-0.00788809,-0.00262859,0.01407271,-0.0110608,-0.00806979,-0.00623318,-0.00069963,-0.0101987,-0.00911613,0.01548458,0.00416171,0.01150952,-0.01255298,-0.00559574,-0.00418343,0.00060588,0.00080548,0.0058072,-0.0068371,-0.00373599
2016-46,-0.02335043,-0.05599837,0.05707368,-0.02497399,-0.02657028,0.00467452,-0.02860082,-0.02842127,0.00653207,0.02776928,-0.01059689,-0.00684448,-0.02776513,-0.01930702,-0.02649903,0.01061453,0.0070014,-0.0080393,-0.01392487,-0.00545554,-0.00649507,-0.03157274,0.03383459,0.00940255,-0.00799053,-0.02805999
2016-45,0.08255105,0.20993344,-0.2008,0.10037879,0.12490136,0.00970531,0.1027595,0.08933718,0.00882457,-0.01394114,0.03053773,0.03667714,0.12612137,0.05716895,0.0439162,0.06574186,0.09519612,-0.07632013,0.08006225,0.01560874,0.03946711,0.15460123,0.01216953,0.00182076,0.03400946,0.08188061
2016-44,-0.01399704,-0.03953611,0.03240623,-0.03865677,-0.01852704,-0.01290091,-0.0193844,-0.03175803,-0.02288513,-0.00606106,-0.01335411,-0.01300621,-0.01890359,-0.03240992,-0.01214821,-0.04123095,-0.01386094,0.0238432,-0.02508391,-0.007818,-0.01472692,-0.02273541,-0.0170706,-0.04174156,-0.01311931,-0.05807112
2016-43,-0.01860509,-0.04351014,0.04482948,-0.07885431,-0.0255726,-0.04638472,-0.02229768,-0.02924569,-0.05318696,-0.04605216,-0.02521552,-0.02479753,-0.02384071,-0.02581095,-0.04307044,-0.05946174,-0.07703339,0.05002147,-0.05009092,-0.03878004,-0.03021197,-0.03908241,-0.05767701,-0.07430283,-0.02585176,-0.04072289
2016-42,0.00697297,0.01176182,-0.01366494,0.00887784,0.01005362,0.0067091,0.00771675,0.0102456,0.02744515,0.00566877,0.00258676,0.00452781,0.00548733,0.0036662,0.00574493,-0.00605634,0.0,-0.00342319,0.00817484,0.00951863,0.00439668,0.01106006,0.0004008,0.00981502,0.00464489,0.01093294
2016-41,-0.07258351,-0.14878965,0.16306421,-0.10532955,-0.08040201,-0.04060496,-0.07631111,-0.05942275,-0.02731963,-0.03659797,-0.03323639,-0.03887778,-0.06977875,-0.04692664,-0.03650037,-0.04979973,-0.07171164,0.07246711,-0.07685242,-0.03956273,-0.03985959,-0.09082541,-0.03899347,-0.02651307,-0.03571429,-0.06067467
2016-40,-0.01717003,-0.0410509,0.03556552,-0.00318167,-0.02810681,-0.0041377,-0.02038058,-0.0073358,-0.00494332,0.00083507,-0.00394027,-0.00235066,-0.01963131,-0.01089828,-0.00804535,-0.00283899,-0.01301186,0.0066682,-0.00478838,0.000393,-0.00227077,-0.03068044,0.00704915,-0.00147874,-0.0025974,-0.01162261
2016-39,-0.01541659,-0.03715478,0.03530188,-0.00972396,-0.01257675,0.00661704,-0.01720078,-0.02351911,0.00874586,0.01016759,-0.00474716,-0.00275539,-0.01725768,-0.02251377,-0.01746175,-0.00897642,-0.01348567,-0.00045777,0.00153022,0.00156413,-0.00241565,-0.02180362,0.00725064,0.01313842,-0.00215827,-0.03250223
2016-38,0.0163322,0.0445705,-0.04361874,0.0539075,0.02453741,0.01042529,0.02276255,0.02363218,0.01130952,0.01845045,0.01786456,0.01716025,0.02260828,0.0176062,0.01512423,0.0117068,0.02348225,-0.03510759,0.03085662,0.01933412,0.01763738,0.03417239,0.0097561,0.00719823,0.01765557,0.01967286
2016-37,0.00891608,0.03049927,-0.0312989,-0.00905119,-0.0162505,-0.00313376,0.01575961,0.01511938,-0.00506671,0.00605413,-0.00516209,-0.00117112,0.0113144,-0.02864746,-0.00712378,0.01214083,0.04232587,-0.00832396,-0.00642104,-0.00228355,-0.00046864,0.02028526,0.00314157,-0.00983069,-0.00258881,0.02040359
2016-36,-0.01794511,-0.03686341,0.03435695,-0.05773956,-0.00859367,-0.01725838,-0.01921852,-0.01538886,-0.00611309,-0.0310007,-0.0189067,-0.01849051,-0.0111221,-0.00572519,-0.02257376,-0.0144947,-0.01294166,0.02325046,-0.03039052,-0.02247483,-0.01953003,-0.00765722,-0.03337191,-0.01365374,-0.01918397,-0.01723747
2016-35,-0.00927234,-0.02344916,0.02396118,-0.02574197,-0.0110071,0.0008221,-0.01147593,-0.01139424,0.0055197,-0.00370629,-0.00697007,-0.00753528,-0.00892857,-0.01797257,-0.00974486,0.01158512,0.00498029,0.00458085,-0.01924233,-0.00872544,-0.0071473,-0.01466227,0.00505345,0.01212121,-0.00798176,-0.01313703
2016-34,-0.02719808,-0.07379135,0.07220217,-0.0580293,-0.03195078,-0.01997402,-0.03678419,-0.03093679,-0.02536927,-0.0083211,-0.0203629,-0.01933181,-0.03450738,-0.021444,-0.03014123,-0.00723451,-0.01754748,0.04051478,-0.03709112,-0.02330884,-0.01947308,-0.03769401,-0.00489237,-0.02091289,-0.01933044,-0.03743199
2016-33,-0.01276042,-0.03284169,0.03390936,-0.0214447,-0.02135302,-0.00825109,-0.01655257,-0.00843742,-0.01312748,-0.00722624,-0.01079137,-0.00817914,-0.02058401,-0.01194121,-0.00275009,-0.01249491,-0.01615212,0.02555366,-0.02183594,-0.00969163,-0.00926911,-0.02380952,-0.00740019,-0.01879699,-0.0073847,-0.01055125
2016-32,-0.0060896,-0.0138422,0.01097837,0.0048433,-0.02286223,0.00423177,-0.00563929,0.00113485,-0.00115674,0.00469319,0.00382294,0.00121082,-0.01355529,-0.01548975,0.00328777,-0.01123748,0.0064262,-0.00238493,0.00159907,0.0068615,0.00129682,-0.00734472,0.01730654,-0.01818824,0.00223839,0.00914435
2016-31,0.00189721,0.02176925,-0.02129032,-0.01696306,-0.00467426,0.00487964,0.01097548,-0.00072737,0.00090356,0.0,-0.00849467,-0.00662427,0.01430274,-0.0035912,-0.00646698,-0.00507479,-0.00204541,-0.00145843,-0.01478873,0.00380204,-0.00466832,0.00980857,0.01566894,-0.00762565,-0.00565439,0.02123424
2016-30,0.02429806,0.04936682,-0.05230496,0.01097046,0.03971793,0.01100706,0.02543278,0.01544063,-0.01709538,0.02622667,0.00901081,0.00671366,0.02771479,0.00837648,0.01240524,0.01207926,0.04392324,-0.00435624,0.01637207,0.00974421,0.0078632,0.04309616,0.01783884,-0.00914479,0.00390135,0.01460674
2016-29,0.02507895,0.05329369,-0.052617,0.03634778,0.02257961,0.00973276,0.02713136,0.01387844,0.02256972,0.00324207,0.0096911,0.01276567,0.01465672,0.01315179,0.00955525,0.00067769,0.02099113,-0.0263902,0.02437943,0.01322443,0.01234568,0.03112432,0.00761474,0.00949635,0.01197183,0.0246487
2016-28,0.00741506,0.01331465,-0.01484881,0.02595465,-0.00021349,0.00066236,0.00724638,0.00695832,0.00610004,0.00216435,0.00303951,0.00711452,-0.00128932,0.00512422,0.01251322,0.00202977,-0.0015145,-0.0134821,0.01586826,0.00851621,0.00769949,-0.00420684,0.00020542,0.00188066,0.00795342,0.01023256
2016-27,0.04735812,0.08318629,-0.08161234,0.05708908,0.03569455,0.02792916,0.04123711,0.0239058,0.01838662,0.03042476,0.01608247,0.02212451,0.04677419,0.02631157,0.0194105,0.03391267,0.0346214,-0.04030283,0.04102964,0.02448186,0.02240941,0.04507299,0.03225806,0.03535892,0.02215144,0.02922705
2016-26,0.08478146,0.17696793,-0.16053583,0.17052554,0.09862193,0.05285638,0.08805896,0.07945603,0.03980865,0.05739826,0.05873396,0.05615249,0.09806792,0.06747316,0.06707434,0.0665473,0.06390002,-0.10741993,0.10817349,0.06087634,0.0580136,0.12348178,0.06280843,0.04874011,0.05525874,0.07118993
2016-25,-0.03292344,-0.07594937,0.07049734,-0.05036691,-0.03790734,-0.01384615,-0.03675184,-0.02131839,-0.01346138,-0.01204268,-0.01882403,-0.01646355,-0.04339623,-0.02730375,-0.02138249,-0.02343417,-0.02867384,0.00230318,-0.03845535,-0.0173854,-0.01728896,-0.04214631,-0.01707905,-0.01300985,-0.01687889,-0.02687001
2016-24,-0.02710053,-0.05798156,0.0587202,-0.03823529,-0.0250794,-0.01027046,-0.03047597,-0.02341568,-0.00470958,-0.01526892,-0.01265022,-0.01289317,-0.03067971,-0.01003886,-0.01611426,-0.02055571,-0.01741849,0.03785421,-0.03348675,-0.01282484,-0.0141129,-0.02426917,-0.01941959,-0.01494111,-0.01221486,-0.02836209
2016-23,-0.05821206,-0.12693818,0.13729508,-0.03813038,-0.06027147,-0.00773759,-0.06457058,-0.0258573,-0.00454582,0.00600076,-0.02028273,-0.01495638,-0.06673161,-0.02919138,-0.02927173,-0.00792327,-0.01180586,0.04043127,-0.02888583,-0.0138559,-0.01474647,-0.06712768,0.01612903,-0.00927198,-0.01240087,-0.03225074
2016-22,0.0046789,0.01338515,-0.01593069,0.03859877,0.01151953,0.01026694,0.0072284,0.01059846,0.01701276,0.01241901,0.01484114,0.01269841,0.00223325,0.00364616,0.01491733,0.01612903,0.00973021,-0.024443,0.02730592,0.01330913,0.01253717,0.00086685,0.01632653,0.01160134,0.01321974,0.01569822
2016-21,0.03611218,0.07653791,-0.07643953,0.07857646,0.03285353,0.02333333,0.03823463,0.02821133,0.02224504,0.02048344,0.02593783,0.02708197,0.03300416,0.0306526,0.02739726,0.02911617,0.01965657,-0.04544528,0.04921061,0.02491889,0.02639199,0.03690782,0.02343931,0.02387844,0.02551714,0.03885883
2016-20,0.00280437,0.01971414,-0.02352085,-0.01977497,0.01542272,-0.00469239,0.00957324,0.01365188,-0.00229085,-0.01374517,-0.00573005,-0.00661157,0.00793861,0.01724138,0.00387597,-0.00103214,0.00022619,-0.0068812,-0.01384083,-0.0046483,-0.00467788,0.02596907,-0.02107457,-0.00215169,-0.00553312,0.02265291
2016-19,-0.02582813,-0.05817378,0.05855422,-0.03460089,-0.03107471,-0.01646162,-0.03054051,-0.01422088,-0.02755511,-0.00304497,-0.00957243,-0.01182408,-0.02861643,-0.0114962,-0.01331361,-0.02874234,-0.02227723,0.00405268,-0.02452361,-0.01254714,-0.01226136,-0.03392444,-0.02641249,-0.027812,-0.01183166,-0.01478837
