Week,CHIM,COPX,CROP,CUT,DUST,FLM,FTAG,FTRI,FXZ,GDX,GDXJ,GNR,GOEX,GRES,GUNR,HAP,IGE,ITB,IYM,LIT,MOO,MXI,NUGT,PICK,PKB,PSCM,PYZ,REMX,RING,RTM,SBM,SIL,SILJ,SLVP,SLX,SMN,SOIL,URA,UYM,VAW,VEGI,WOOD,XHB,XLB,XME
2018-33,0.02311436,0.02239533,0.01322835,0.00704676,-0.03355879,0.01199262,0.01303318,0.00167926,0.00671302,0.00856073,0.0140896,0.01578037,0.01447777,0.00300526,0.01287688,0.01299802,0.01962482,0.01260054,0.00625063,0.00940642,0.00814827,0.00984313,0.02454874,0.00839208,0.00649773,0.01556132,0.00526008,0.01295775,0.01312155,0.00347092,0.0,0.01673469,0.02380952,0.02497027,0.00578174,-0.00978091,0.01168452,0.00559552,0.01207448,0.0068697,0.00739697,0.00262709,0.02013252,0.00500604,0.00631199
2018-32,-0.04916136,-0.05197216,0.01958895,0.00945858,0.18537621,-0.0018474,-0.00236407,0.0,0.00290346,-0.06290891,-0.07002039,-0.01563169,-0.04656985,-0.00075415,-0.0124805,-0.00254958,-0.02131287,0.01335878,0.00316004,-0.00032436,0.01005025,-0.0101227,-0.20641399,-0.02413223,0.02090939,0.0158073,-0.01150262,-0.01511758,-0.06735751,-0.00169316,0.04289855,-0.0441989,-0.04026115,-0.05797101,-0.01916627,-0.01142857,0.00294695,0.00403226,0.00771284,0.00501582,0.01145311,0.02636586,0.02194357,0.0059451,-0.02101835
2018-31,0.02916667,-0.01353791,-0.00999375,-0.0184244,0.05164645,-0.00791652,-0.01291303,-0.02224053,-0.01631591,-0.01635402,-0.01647287,-0.01583333,-0.03164856,-0.00522193,-0.0115889,-0.017626,-0.01108033,0.0090812,-0.00780937,-0.00317158,-0.01186146,-0.01483368,-0.05432596,-0.02393872,0.00557194,-0.0146789,-0.01179856,-0.01243916,-0.02857143,-0.01215022,0.0,-0.01429646,-0.01136364,-0.01914894,-0.03541238,0.01423488,-0.02445908,-0.02905199,-0.01712818,-0.01154543,-0.0145178,-0.00737364,-0.00662589,-0.01010966,-0.01942302
2018-30,-0.03614458,-0.03753236,-0.00773036,0.00990099,0.01673945,-0.01146384,0.01120556,-0.01139138,-0.00330111,-0.00519849,-0.00760697,-0.00207383,-0.01851852,-0.00148865,-0.00030423,0.00667223,-0.01723666,0.0013412,-0.00149925,0.01048951,0.02215036,-0.00266825,-0.01488953,-0.01865672,0.01133711,-0.00882029,-0.00100748,-0.03855911,-0.00718133,0.00824379,0.0,-0.00407257,-0.02204409,0.00210526,-0.02213369,0.00632411,0.02502406,0.01304682,-0.00356633,-0.00052862,0.01224633,0.00457789,0.00902294,0.00171585,-0.01848739
2018-29,0.04140311,0.0311804,0.01973066,0.01892333,0.00110213,0.02535773,0.00700389,0.01578073,0.0128694,-0.00047125,0.00697306,0.02473875,-0.00723327,0.01615934,0.02080099,0.02264365,0.0188308,-0.03254132,0.02563841,0.0205854,0.01848217,0.0281326,-0.0163781,0.04642857,-0.01919323,0.00591716,0.01802462,-0.01681503,-0.0041816,0.01639035,0.0,-0.00475668,-0.01273262,-0.00623053,0.0300478,-0.04117423,0.00486855,0.03742038,0.06216538,0.01973432,0.02298851,0.01459157,-0.03408808,0.02295025,-0.00386634
2018-28,-0.00514874,-0.0101277,0.00313283,-0.01962025,0.01376327,0.00253899,0.00351425,0.00414594,0.01081991,-0.00367816,-0.00591532,-0.00864796,-0.00269542,-0.0089153,-0.01042625,-0.00056338,-0.00639422,0.00746653,0.00377474,-0.00346021,0.00901935,-0.00212057,-0.01910551,-0.00742894,0.00388853,0.01308656,0.01417602,-0.02692308,-0.00291886,0.00677966,0.0,-0.01069519,-0.00096899,-0.02215509,0.00978565,-0.00947688,0.00686275,0.00473186,0.00771742,0.00600092,0.00759219,-0.04196891,0.010948,0.0031463,0.01103253
2018-27,-0.02146893,-0.03868797,-0.01941448,-0.00785916,0.08408797,-0.00859599,-0.01262433,-0.00082034,-0.00732514,-0.02630406,-0.02938531,-0.01892225,-0.01918047,-0.01709091,-0.01764354,-0.01920966,-0.0092517,-0.00537772,-0.00892768,0.00185816,-0.01129214,-0.01576912,-0.08326756,-0.02838428,-0.00417469,-0.00811808,-0.00998408,0.01483964,-0.03310887,-0.0065881,-0.00862069,-0.03386931,-0.0437557,-0.0311284,-0.01660601,0.0077912,-0.01072125,-0.01305684,-0.01562276,-0.00764399,-0.01970443,-0.01599488,-0.00148478,-0.00654495,-0.01875862
2018-26,-0.068424,-0.00472509,-0.00092966,0.0112504,-0.0735235,0.01454612,0.0,0.02350966,0.01162228,0.02413479,0.03540373,0.0098781,0.03399819,0.00813008,0.01316998,0.01464789,0.01766685,0.01766412,0.01118867,0.0117237,0.01269789,0.0158223,0.07663158,0.01579626,0.01346912,0.00475919,0.0185047,-0.00441393,0.03114187,0.01383362,0.0,0.02899576,0.03612167,0.02997003,0.02222748,-0.02617801,0.0049456,0.02753737,0.02382022,0.01277683,0.01327116,0.01639129,0.01812612,0.0119571,0.02281152
2018-25,-0.01708931,0.00042553,0.00489446,0.00256,-0.04140127,0.00415237,0.0007731,-0.01652893,0.00169328,0.01370489,0.00556242,0.01604391,-0.00448833,0.00329068,0.01817622,0.01347936,0.03517301,0.01768963,0.01042419,-0.00188798,-0.00228385,0.00881325,0.03016143,0.00571066,0.0039617,0.00401376,0.00641312,0.01124694,0.01216686,0.0068156,0.0,-0.00279623,-0.01855288,-0.00986193,-0.00559963,-0.02879291,-0.00488759,0.0,0.02643904,0.00714563,0.00177683,0.01743495,0.00487055,0.00793371,-0.00199033
2018-24,-0.03140831,-0.02724359,-0.00450992,-0.0281821,0.01160862,-0.00248315,-0.02627628,0.00082372,-0.02143024,-0.00406321,0.00215054,-0.01007401,0.0035524,-0.00865177,-0.00512511,-0.00658798,0.00365374,-0.02065049,-0.0157496,-0.01256898,-0.00736943,-0.01454385,-0.01624036,-0.01759709,-0.01939587,-0.00616362,-0.01956892,-0.0246397,-0.00456882,-0.01630634,0.0,-0.00412797,0.00639854,0.00487805,-0.00917842,0.02960916,-0.00671785,-0.02882483,-0.01951909,-0.0167644,-0.01591145,-0.02870264,-0.01643836,-0.01772929,-0.00516304
2018-23,-0.04046806,-0.05465511,-0.01799941,-0.02431702,0.03805045,-0.02222222,-0.01212789,-0.02795527,-0.02096149,-0.01426661,-0.00943396,-0.02896524,-0.02608696,-0.01066477,-0.02812775,-0.02386699,-0.03403788,-0.021712,-0.01614166,-0.01461814,-0.00615725,-0.02590379,-0.03806907,-0.04370478,-0.01843174,-0.01502657,-0.02058701,-0.04372792,-0.01795735,-0.01210588,-0.00808314,-0.0240481,-0.01453224,-0.01434034,-0.03527375,0.04438964,-0.01509434,-0.04695165,-0.0365408,-0.01536189,-0.02038736,-0.02698688,-0.01001955,-0.01490787,-0.0269118
2018-22,0.01384083,0.03477921,0.00238379,0.00030139,-0.01031353,0.00227312,0.01491981,0.01380991,0.02186047,0.00361011,-0.00030647,0.01360959,-0.00175131,0.00860523,0.01524664,0.01308258,0.01314318,0.03929679,0.02313239,0.00845411,0.01680401,0.01993597,0.01054767,0.01561119,0.02653453,0.02390813,0.02202202,-0.01309472,0.00455322,0.0214994,0.0,-0.0003349,0.01013825,0.00096154,-0.0028169,-0.05100039,0.02332362,0.0342067,0.04650503,0.0216159,0.01417704,0.00706057,0.03705584,0.02387496,0.01056624
2018-21,0.001001,0.02893236,0.01604602,0.024961,-0.01872964,0.01791152,0.01514578,0.02497918,0.01177024,0.00726282,0.0052356,0.02629931,0.0,0.00723851,0.02324159,0.01549101,0.02096911,-0.01081638,0.01781874,0.01706485,0.00897373,0.02695014,0.00727273,0.03343558,0.00615883,0.01704002,0.01393728,0.01580334,0.00170261,0.0106223,0.0,0.00801871,-0.00361991,0.00380952,0.03130631,-0.02678235,0.008867,0.02229055,0.04807405,0.01588893,-0.00104275,0.01910828,-0.01242709,0.01865212,0.02943627
2018-20,-0.02117421,-0.04915572,0.0,-0.01243555,-0.00082919,-0.02564985,-0.01716581,-0.03885805,-0.01152074,-0.0009005,-0.00697816,-0.03572137,-0.01257044,-0.01385928,-0.03300234,-0.02505998,-0.04760624,0.0083355,-0.02238217,-0.04064801,-0.01460086,-0.02387761,0.00924066,-0.04167864,-0.00387097,-0.00886792,-0.02304018,-0.08290155,0.00225989,-0.01286379,0.0,-0.00493746,-0.00972591,0.0038059,-0.03609118,0.04919355,-0.02838221,-0.05675287,-0.04500549,-0.01769845,-0.01599728,-0.01435644,0.00101574,-0.01949813,-0.02009777
2018-19,0.01128557,-0.00188608,-0.01101518,0.0067734,0.07773386,-0.01343995,0.00704225,0.00160128,0.01860137,-0.02603707,-0.02126385,0.0,-0.02309666,0.00393138,0.0,0.00485568,0.01151947,-0.00727084,0.01457286,0.00900901,0.00322321,0.0044675,-0.07591131,-0.00833094,0.00620915,0.02652106,0.03614107,0.00648824,-0.02702703,0.01786379,-0.01925255,-0.01044727,0.00179051,-0.00943396,0.00589846,-0.03063203,0.00674374,-0.01357143,0.02881598,0.01646091,0.01426087,0.00930935,0.00127649,0.01242665,0.02802442
2018-18,0.02670025,0.04163394,-0.00089579,0.01971831,-0.02811419,0.00843373,0.00940557,0.02745424,0.02340734,0.01020861,0.01537071,0.03172299,0.01344319,0.01269956,0.02610015,0.02161863,0.03160592,-0.00462487,0.01879622,0.00941677,0.01245902,0.02537092,0.02943425,0.03935116,0.00555556,0.01357466,0.02834552,0.01665313,0.00942873,0.01630486,-0.02699725,0.0187747,0.03085299,0.02207294,0.02402597,-0.04255319,0.0098912,-0.00145666,0.03372957,0.01841349,0.01849218,0.01283028,0.0035769,0.01907116,0.02001692
2018-17,-0.00050531,0.01028888,-0.00858496,-0.00156348,-0.04491141,-0.00974859,0.00568828,-0.00165563,0.01173881,0.01669675,0.03214838,0.00730689,0.02743363,0.0007278,0.00487062,0.00361111,0.00746483,0.01884817,0.01491759,0.01644431,0.00279421,0.00866836,0.04578025,0.01674787,0.00993707,0.00433925,0.01387632,-0.00286533,0.01174497,0.01397664,0.01114206,0.00926845,0.01933702,0.00577478,0.0153711,-0.01458257,0.00993049,0.03539157,0.02619084,0.01267517,-0.00035398,-0.00012749,0.01557632,0.01378199,0.02918856
2018-16,-0.00455696,-0.0218894,0.00414692,-0.00920245,-0.04142259,0.00991132,-0.0082397,-0.00246103,-0.02703974,0.01435621,0.00673813,-0.00473543,0.01650312,-0.00215905,0.0,-0.00055021,-0.00485298,0.01902528,-0.01601622,-0.0088848,0.00505792,-0.00910961,0.03629977,-0.02275414,0.00065147,-0.02253198,-0.0173343,-0.01328502,0.01392758,-0.01602086,0.02046617,0.005923,-0.0045208,0.00477555,0.00065631,0.03042982,0.01196411,-0.00226757,-0.0260794,-0.01786396,-0.00139958,-0.00640543,0.00408685,-0.0180399,-0.02684374
2018-15,-0.02848576,0.03358063,-0.00117994,0.00986436,0.01186292,0.01621145,-0.00112108,0.01330008,0.00705882,-0.00396825,0.0009009,0.02033543,0.01617133,0.00867679,0.01809261,0.00774336,0.01597908,-0.02523579,0.00435355,0.01075269,-0.00065157,0.01602374,-0.0018622,0.04432895,-0.01767352,0.00740741,0.01756955,-0.00198807,-0.00384827,0.00608102,-0.00846979,0.02473615,0.05191257,0.02380952,0.04675853,-0.00611387,0.00498008,-0.00509461,0.0057612,0.00473138,-0.00694203,0.00845426,-0.02179905,0.00190608,0.04252874
2018-14,0.01832061,0.03602882,-0.0008974,0.01896933,-0.1186839,0.01413744,0.01294252,0.0212766,0.02139558,0.04162855,0.03605844,0.03816794,0.04143898,0.01505692,0.03135889,0.02819709,0.05497221,-0.01694915,0.02723818,0.02517306,0.01613977,0.02599786,0.11682435,0.0403944,-0.00097688,0.02571203,0.02512945,0.03572912,0.04102564,0.00929742,-0.02905702,0.04513064,0.05238095,0.04003906,0.0427189,-0.0523926,0.00502513,0.00768049,0.05453125,0.02537065,0.01234568,0.01209626,-0.011994,0.02280891,0.03877125
2018-13,0.00463201,0.01089588,0.03203733,0.01870968,0.01733871,0.01261195,0.01674455,0.0137931,0.01132726,-0.00723654,-0.00278465,0.01170753,0.00457457,0.00926269,0.01191243,0.01248186,0.02150538,0.05460301,0.01718362,0.01625239,0.00455158,0.00664195,-0.02262803,-0.00506009,0.0228704,0.03363914,0.02657807,-0.00786098,-0.01063234,0.0129717,-0.03070408,-0.01121002,-0.00190295,0.00393701,0.00235294,-0.03456298,0.01437372,0.05228216,0.0345166,0.01610945,0.01082642,0.03688907,0.03302611,0.01447151,0.00819423
2018-12,-0.001,-0.0120952,0.02464899,0.00380952,0.05916425,0.01892285,0.02481292,-0.00170213,-0.00191847,-0.02060932,-0.02469512,-0.00152141,-0.0275395,-0.00073099,0.0,0.00227531,-0.00430902,-0.00883838,-0.00295172,-0.02189781,0.00963295,-0.00045482,-0.06175222,-0.00434243,-0.00032165,-0.00138669,0.00106805,-0.02084972,-0.02225932,-0.00105404,0.02523313,-0.00654664,-0.01789077,-0.01077375,0.00842302,0.00699545,-0.0160804,-0.00825083,-0.00868486,-0.00283979,0.00460829,0.00525693,-0.00345935,-0.00410494,-0.00862069
2018-11,-0.08567416,-0.04025826,-0.01724669,-0.03146633,-0.09364909,-0.02877953,-0.0327619,-0.00256191,-0.04386582,0.02803738,0.03293224,-0.01373746,0.01889401,-0.00917768,-0.01022364,-0.0091507,0.00662461,-0.02052192,-0.04306269,-0.04256577,-0.03316368,-0.02756967,0.08544028,-0.03267176,-0.02925104,-0.03944316,-0.04267023,-0.06412674,0.03454333,-0.03424915,0.01786711,0.03001364,0.04398827,0.03166496,-0.04978404,0.08828895,-0.019,-0.02667745,-0.07704869,-0.04149954,-0.02212079,-0.0199606,-0.03119627,-0.03903378,-0.05222382
2018-10,0.00327562,0.00074488,-0.00810324,-0.00186567,0.04925373,-0.01179327,-0.02352076,-0.00672269,-0.02132486,-0.01524249,-0.01790763,-0.00662818,0.00370714,-0.00578244,-0.01030606,-0.01445649,-0.00983405,-0.01195815,-0.03138486,-0.00774083,-0.02111111,-0.01496658,-0.04485823,-0.0011951,-0.0072854,-0.01908326,-0.02959921,-0.01219963,-0.01792944,-0.02424681,0.00513992,-0.01919894,-0.0233209,-0.01398601,-0.02812027,0.06429712,-0.03062201,-0.01615385,-0.06276709,-0.02788462,-0.02269648,0.00735391,-0.01107633,-0.02930342,-0.01183269
2018-09,0.01036758,0.01101824,0.01881068,0.03411651,0.00474279,0.02581909,-0.00186012,0.00594228,0.0227854,-0.00371402,-0.0028427,0.01080847,-0.00230521,0.01323043,0.00851735,0.01237345,0.00963032,0.03181583,0.02581617,0.05613179,0.02643958,0.01946797,-0.01369277,0.0030175,0.02569941,0.0323205,0.03033411,0.0089955,-0.00347826,0.01788843,-0.0146314,0.01655405,0.02898551,0.01632653,-0.00992021,-0.04329662,0.02534113,-0.00455927,0.05104767,0.02592284,0.01542681,0.04016393,0.03286853,0.0265775,-0.00470653
2018-08,-0.05503356,-0.0620294,-0.02248201,-0.02328508,0.09194053,-0.04367186,-0.04688063,-0.0345679,-0.02915718,-0.03082502,-0.02259362,-0.04057729,-0.01856043,-0.02723038,-0.04180653,-0.03701673,-0.03543307,-0.04702662,-0.04076246,-0.06501283,-0.03291461,-0.05184659,-0.09018673,-0.06435224,-0.0465625,-0.02325138,-0.02964029,-0.03190718,-0.02773062,-0.03711043,0.03466205,-0.03110675,-0.02705224,-0.03532875,-0.04665023,0.0862069,-0.02995169,-0.00529902,-0.08052534,-0.03645756,-0.03238866,-0.03091292,-0.05133715,-0.0422629,-0.01543879
2018-07,0.03353803,0.02737158,0.00484262,0.00671141,-0.01125281,0.00448585,0.00876872,0.02818104,0.01164958,0.0045977,0.00985692,0.01392758,0.01738722,0.00252343,0.02390689,0.01484178,0.01294698,-0.00791491,0.01806928,0.03065569,0.02509369,0.01824285,-0.00325998,0.01657941,-0.01263872,0.00965997,0.01297944,0.03850553,-0.00793651,0.01799321,-0.02588633,0.0,0.00476644,0.00201005,0.00907556,-0.03753351,0.02775025,0.00676692,0.03684792,0.01429001,0.01830743,0.00965536,0.00167264,0.01803334,-0.002184
2018-06,0.07318271,0.07047244,0.02122424,0.03982741,-0.08407738,0.03080737,0.03439153,0.02434783,0.03380484,0.02471396,0.02568167,0.02935378,0.02443609,0.0275634,0.02526383,0.02704241,0.01584835,0.03069182,0.0198783,0.02078522,0.02870015,0.0296428,0.06866267,0.05368926,0.0297899,0.04642786,0.04135338,0.04825949,0.02031603,0.02188962,0.0,0.04177898,0.03805899,0.03343465,0.08505386,-0.03508772,0.02553626,0.04199067,0.04307517,0.02240575,0.01851852,0.05060444,0.02541142,0.01477917,0.07907648
2018-05,-0.13698011,-0.04550669,-0.03979344,-0.0275681,0.19377304,-0.03776824,-0.02986189,-0.02157032,-0.01895393,-0.04515272,-0.05400372,-0.02517361,-0.04885993,-0.01563636,-0.0197201,-0.03385049,-0.04094631,-0.00634035,-0.0011399,0.00990396,-0.01433811,-0.00896325,-0.18583126,-0.00030312,-0.01658842,-0.01327968,-0.01884517,-0.0450627,-0.05408389,-0.01138931,0.0,-0.06169581,-0.05810684,-0.07072692,-0.00229148,-0.01059696,-0.02419355,-0.03647416,-0.00608489,-0.00504854,-0.00704473,-0.01682322,-0.00610948,0.00457988,-0.01350558
2018-04,-0.00662544,-0.05255631,-0.02686652,-0.02526186,0.09320478,-0.03453815,-0.04060564,-0.03456592,-0.05090348,-0.03268251,-0.03831188,-0.03931452,-0.04527473,-0.0243563,-0.0422452,-0.04061845,-0.05029175,-0.04967652,-0.05072326,-0.07368703,-0.03280225,-0.0466364,-0.1059044,-0.0670562,-0.04258993,-0.05872667,-0.05746968,-0.05921748,-0.03670687,-0.04402516,0.00892326,-0.04659162,-0.05084746,-0.04413146,-0.06284039,0.10681629,-0.04855275,-0.03435934,-0.09965079,-0.04842857,-0.02842036,-0.02220167,-0.04953146,-0.04574846,-0.0792975
2018-03,0.02094474,0.0125854,0.01134752,0.01085608,-0.07956104,0.01468452,0.00929752,0.00810373,0.01395658,0.02670623,0.00815376,0.00927981,0.00300172,0.00589459,0.00828157,0.00863648,-0.0051757,-0.03070557,0.01318933,0.01483279,0.01330828,0.01229791,0.07230018,0.00615729,-0.00864714,0.01061057,0.00993377,0.02963498,0.0292581,0.01802673,0.0,0.0033732,0.00949094,0.00829493,0.01263158,-0.02722772,0.01315789,-0.02333562,0.02490879,0.01326165,0.01705115,0.00951743,-0.00932148,0.01525231,0.00157687
2018-02,0.04323308,-0.00462963,0.00314825,0.01929769,0.09320773,0.01002465,0.00872905,0.00575185,0.01073585,-0.02929043,-0.03305085,0.0,-0.03113325,0.00174642,0.00389455,0.00291777,-0.00248413,0.02418813,0.00866635,-0.04170958,0.01053135,0.00668058,-0.09159243,0.01391255,0.01823881,0.00484171,0.00470653,-0.04244955,-0.03500761,0.00671141,-0.01001178,-0.01979604,-0.03804797,-0.01983769,0.0091431,-0.01703163,0.00474383,0.00207326,0.01723478,0.01004408,0.00135135,0.02459923,0.01974706,0.01013734,0.00961795
2018-01,0.00234082,0.02161383,-0.00312856,0.01079365,-0.07477044,0.01706711,0.0048951,0.0107438,0.0082204,0.0248927,0.02900266,0.02374561,0.02041703,-0.00313808,0.01841787,0.0187869,0.02116992,0.00643158,0.00921747,-0.00998502,0.01186468,0.01686104,0.07699531,0.0336758,0.00563539,0.01594747,0.00862541,0.01925096,0.02911593,0.00480224,0.0,0.03634669,0.05472198,0.02338634,0.02973262,-0.01715686,0.00093897,-0.02312139,0.01643489,0.00856485,0.0101626,0.01581747,0.01355857,0.00699642,0.02775532
2018-00,0.01703163,0.00877835,0.01065361,0.01161665,0.01603298,0.02334235,0.02807775,0.02533784,0.01400497,-0.00590967,-0.01887332,0.01854193,-0.01305263,0.0010453,0.01286765,0.02027397,0.01736408,0.03189536,0.02289026,0.02093564,0.01993464,0.02291727,-0.02093778,0.00731636,0.02017291,0.01376936,0.01792466,0.03899417,-0.00260146,0.01673193,-0.03412969,-0.02380952,-0.02226027,-0.02452316,0.02448253,-0.04787855,0.02097235,0.00960922,0.05440725,0.02143173,0.021049,0.00865617,0.02188782,0.02402803,-0.00216861
2017-52,0.0190036,0.03735409,0.00144718,0.0082021,-0.00296485,0.0079065,0.002185,0.0051458,0.00231857,0.0017331,-0.00498096,0.00843973,0.00865426,0.00925267,0.00849858,0.00641562,-0.00086906,0.00369942,0.00310124,0.010155,0.00148785,0.01169504,-0.00442478,0.02187982,0.00407213,0.00368146,0.00604752,0.03658067,-0.00426667,0.00436681,0.0,0.0046729,-0.01500441,0.0,0.00512343,-0.00528501,0.01771654,0.00604433,0.00645693,0.00337711,0.00910683,0.00959581,-0.00251256,0.00390758,0.00565131
2017-51,0.02961396,0.04236253,-0.00832855,-0.00032765,-0.09827649,-0.00154427,-0.00145455,-0.00171969,0.01343706,0.0331216,0.0487115,0.01906451,0.05522042,0.01191766,0.01543905,0.01508253,0.03019324,0.00349569,0.00827113,0.00266312,0.00886881,0.00192964,0.09459949,0.03152866,0.00204678,0.00568071,0.01037253,0.03764517,0.02985915,0.0076364,-0.01732812,0.01698718,0.03156917,0.01542912,0.03082524,-0.01698044,0.013,-0.03917791,0.01283303,0.00748865,0.00886525,-0.01293289,0.00414842,0.0064924,0.047906
2017-50,-0.00531915,0.03386198,0.00755375,0.00401338,-0.07354377,0.00172682,0.00406955,0.0,-0.00191801,0.02213848,0.03642384,0.00747113,0.03163017,0.0047759,0.00752864,0.00259815,-0.01148036,-0.00023646,-0.00092213,0.01217151,0.0013541,0.00849643,0.07099391,0.01786305,-0.00533017,-0.00771666,0.00208893,0.01643489,0.02769593,0.00420797,-0.00389755,0.02679169,0.05084746,0.03245436,0.0004985,0.00429646,0.00916497,-0.01451104,-0.00388769,-0.00420972,0.0,0.01020257,0.0014068,-0.00242131,0.00776398
2017-49,-0.04617753,-0.02255319,-0.00145307,0.00033535,0.07508044,0.00779626,-0.00443295,-0.01040763,-0.00119933,-0.02373346,-0.03114965,-0.00702152,-0.0223703,-0.00983607,-0.00816193,-0.00832855,-0.00544465,-0.01299907,-0.00582108,-0.02770986,0.00016946,-0.00574887,-0.08014706,-0.00564035,-0.01390901,-0.02285493,0.00105216,-0.05533118,-0.02839296,0.00084372,0.0,-0.02314815,-0.03143418,-0.02602603,0.00201918,0.01516793,-0.00915565,-0.02493606,-0.01187241,-0.00503087,0.00107875,0.00148346,-0.01196778,-0.00413936,0.01178719
2017-48,0.01192946,-0.03564113,0.00795053,0.00641026,0.07382283,0.00928521,0.00407709,0.00087719,0.01197166,-0.02461538,-0.02379481,0.00775547,-0.02279982,0.00072993,0.00424975,0.01108842,0.03306301,0.03179191,0.00631078,-0.01268834,0.01091033,-0.00317797,-0.07626841,-0.01259947,0.02577938,0.01766925,0.00375545,-0.00564061,-0.02189381,0.01117479,0.0,-0.00936088,-0.02083333,-0.00980392,0.00595392,-0.00634473,0.01434426,-0.00500715,0.00848946,0.00822279,0.00977199,-0.0087668,0.03443294,0.01003168,0.02498356
2017-47,0.0224075,0.03963287,0.00857988,0.01020408,-0.0376304,0.01167728,0.01275319,0.01505757,0.01132447,0.01303957,0.01265422,0.02028585,0.01765799,0.01885397,0.01716172,0.01682409,0.0118417,0.02129222,0.00891839,0.02550336,0.0163991,0.02002752,0.03479471,0.02942171,0.01148383,0.0172483,0.01534721,0.0440806,0.01683502,0.00932692,0.0,0.03367448,0.02799228,0.03115578,0.02932629,-0.02232299,0.0102145,0.07625272,0.02137697,0.00918717,0.02197802,0.01052324,0.01045211,0.00757976,0.02096506
2017-46,-0.04832347,-0.03613007,0.00535874,0.00821355,-0.03140187,-0.00551405,-0.00112402,-0.01224847,-0.00246002,0.01033243,0.01607818,-0.01610708,0.00740398,-0.00404115,-0.01365854,-0.00646109,-0.02156089,0.01577366,-0.00072735,-0.02041885,0.00086881,-0.00456899,0.03063,-0.03365226,0.0036686,0.00120919,-0.00362867,-0.04955681,0.01288515,-0.0076438,0.00824176,0.01488095,0.00384986,0.02121212,-0.0157563,0.00278261,-0.01008065,0.02837939,-0.00369004,-0.00070181,-0.00403078,0.01283564,0.01362735,-0.00176211,0.00033333
2017-45,-0.00292255,-0.0141844,-0.01346604,-0.0111261,0.05119187,-0.01802575,-0.01875,-0.01030928,-0.01726654,-0.017249,-0.02114618,-0.01093994,-0.01222826,-0.00183959,-0.0096494,-0.01015081,-0.00837822,0.0122293,-0.01126731,0.0198232,-0.01388889,-0.0124737,-0.04816892,-0.01838117,-0.00789793,-0.02023007,-0.0148671,0.05139006,-0.00831486,-0.00981794,0.0,-0.03580482,-0.03669725,-0.04238921,-0.03703704,0.02107482,-0.01783944,0.14166667,-0.02321507,-0.01177838,-0.01791473,-0.00175413,0.00374438,-0.00790722,-0.03800322
2017-44,0.0245,0.01389456,-0.0066841,0.01014885,0.04193671,0.01554496,0.00780089,0.00348432,0.00024384,-0.01469279,-0.01083591,0.01047359,-0.01368613,0.00594354,0.00886408,0.00469484,0.01678061,-0.00461657,-0.00072158,0.00489263,0.000344,0.01068213,-0.05028305,0.02441472,-0.00519401,0.00780468,-0.0040498,-0.00383959,-0.0177482,0.00305373,-0.00054915,-0.03069214,-0.03360581,-0.02694899,-0.0033121,0.00353982,0.01002004,0.02072539,-0.00952106,0.00030902,-0.00179276,0.01461039,-0.01680672,-0.00017495,-0.00965251
2017-43,-0.01029917,-0.03125,0.00115607,0.00508647,0.07581227,0.00657661,0.00786222,0.00087642,0.00195217,-0.02452913,-0.0291882,-0.00159854,-0.03159769,-0.00296187,-0.00491965,-0.00411039,0.0009375,0.0211654,0.01026332,-0.01287208,0.00396278,0.00703579,-0.07937008,-0.01315789,0.01516089,0.0075337,0.00675371,-0.00506116,-0.03573362,0.00613027,-0.03292618,-0.04528986,-0.05272408,-0.03361345,-0.00424152,-0.0140007,0.00201207,-0.04153094,0.01804577,0.00914587,0.00829128,0.00250405,-0.00123183,0.00842697,-0.01377152
2017-42,-0.0019333,-0.0303263,-0.01059565,0.0006805,0.02791667,0.00124577,-0.00298619,-0.01302083,0.00757946,-0.00993521,-0.01984009,-0.00590238,-0.00913441,-0.00513573,-0.00650407,-0.00611354,-0.01042305,0.02850229,0.00478071,-0.01193634,0.00068788,-0.00198686,-0.03279182,-0.01583199,0.01443817,0.00119048,0.0,-0.01047779,-0.00641711,0.00720946,0.0,-0.00933735,-0.03053435,-0.01016636,0.00571429,-0.00555749,-0.0059761,0.0,0.00485723,0.00606343,-0.00286738,-0.00325492,0.02244075,0.00741395,0.01610865
2017-41,0.00639449,0.01884523,0.01866433,0.00789564,-0.01124081,0.01827062,0.00299513,0.02321429,0.0138511,0.00384123,-0.01006036,0.01945796,-0.00542118,0.0096225,0.01689301,0.01565269,-0.00122511,0.00107788,0.01016132,0.01988017,0.0164537,0.01692809,0.00142898,0.02897574,0.00411002,0.01245981,0.01365706,0.00553191,0.0,0.0118862,0.0,0.0,-0.01481481,-0.00540541,0.04963617,-0.01980198,0.02453988,-0.0032077,0.02020656,0.0082994,0.02196997,0.01552608,-0.00326633,0.00800142,0.01820505
2017-40,0.02347652,0.04609635,0.00176108,0.01004851,-0.06985871,-0.01146337,0.00840336,0.00268336,0.00644841,0.0232967,0.02931499,0.00394066,0.02878325,0.00444939,0.00565348,0.00029533,-0.00549115,0.01866081,0.00568122,0.03597527,-0.00069845,0.008579,0.07068803,0.01895735,0.0124283,-0.00020068,0.00670119,0.0392936,0.02378378,0.00685401,0.0,0.02535125,0.03087479,0.02037037,0.00306513,-0.00811085,-0.00504541,-0.02857143,0.00362922,0.00828076,0.00255941,0.01403723,0.01141842,0.00842596,-0.00472144
