Month,CHIM,COPX,CROP,CUT,DUST,FLM,FTAG,FTRI,FXZ,GDX,GDXJ,GNR,GOEX,GRES,GUNR,HAP,IGE,ITB,IYM,LIT,MOO,MXI,NUGT,PICK,PKB,PSCM,PYZ,REMX,RING,RTM,SBM,SIL,SILJ,SLVP,SLX,SMN,SOIL,URA,UYM,VAW,VEGI,WOOD,XHB,XLB,XME
2015-07,-0.176875,-0.16919853,-0.02981229,-0.01740977,0.74528611,-0.01622807,-0.18447108,-0.16212439,-0.03303601,-0.20509781,-0.16636029,-0.06585695,-0.15907274,-0.09105824,-0.07407407,-0.06301824,-0.07864489,0.02830882,-0.06817882,-0.10409797,-0.03417301,-0.05633528,-0.54137235,-0.1085595,0.02161933,-0.06372935,-0.04424089,-0.13351801,-0.20974889,-0.04859398,0.10526316,-0.18776551,-0.18074074,-0.20026008,-0.11102574,0.14275968,-0.03780718,-0.10906863,-0.13749464,-0.05466787,-0.03158737,-0.03236901,0.0181615,-0.0554078,-0.15511111
2015-06,-0.1529219,-0.0456778,0.00820589,-0.02582257,0.29723837,-0.01808786,-0.11238998,-0.04125737,-0.03398525,-0.08837454,-0.05585661,-0.03990731,-0.0439315,-0.04202335,-0.04069767,-0.03972037,-0.0423341,0.0254366,-0.04129196,-0.07608696,-0.02513431,-0.03897799,-0.25781881,-0.10593062,-0.01097509,-0.03681291,-0.02175573,-0.14367542,-0.08918033,-0.03478365,-0.00164204,-0.04984424,-0.05858311,-0.09122807,-0.07163121,0.08069853,-0.00187617,-0.1505432,-0.08128956,-0.03612703,-0.02149277,-0.02223987,0.01689576,-0.03979461,-0.09329099
2015-05,-0.0088741,-0.10439321,0.02714067,0.00083022,0.08036909,-0.01464036,-0.02816282,-0.11415525,-0.00762873,-0.03388973,0.02555366,-0.02943359,-0.01527273,-0.0193769,-0.0313917,-0.02168525,-0.05646679,0.01120556,-0.01765291,-0.02246715,0.01960784,-0.02196007,-0.11362254,-0.04984205,0.02208748,-0.01944652,-0.00152614,-0.06291834,-0.04361371,-0.00935354,0.01882058,0.01341752,-0.0069541,0.01911589,-0.0754717,0.02032289,0.00278552,-0.05700483,-0.03581635,-0.01104813,0.03153693,0.00039659,0.01961933,-0.0124683,-0.04795804
2015-04,0.29618979,0.1765625,0.04023904,0.01915709,-0.17701572,0.07824296,0.02685624,0.17825189,0.02696405,0.04695838,0.0354139,0.06118649,0.09754163,0.05100402,0.06003752,0.05487603,0.06980098,-0.07881417,0.03208975,0.10669856,0.01025126,0.03453539,0.11933064,0.09161491,-0.01206377,0.00226986,0.00581734,0.09216363,0.06018519,0.03413353,-0.03909953,0.0136,0.02308802,0.05176768,0.14113662,-0.06634582,0.04023553,0.14324768,0.06542642,0.02430243,0.00953566,-0.01281293,-0.05310734,0.03055125,0.07692308
2015-03,0.0296077,-0.05844794,-0.02404033,-0.01672241,0.35497485,0.00091596,-0.12811814,-0.07106274,-0.02544283,-0.12148148,-0.1317292,-0.0596827,-0.10930576,-0.05466361,-0.06267705,-0.04955527,-0.01878201,0.02134707,-0.05171347,-0.06049661,-0.04114108,-0.05527457,-0.35165787,-0.08122551,0.01213172,-0.0176135,-0.03080657,-0.0543835,-0.13075061,-0.05702887,0.0536829,-0.11926606,-0.08502024,-0.125,-0.07352434,0.10157585,-0.07234432,-0.05758355,-0.10140581,-0.04312076,-0.0519429,-0.02344801,0.01362475,-0.05517097,-0.06399412
2015-02,0.04163454,0.15759637,0.03569996,0.04705365,0.11664085,0.08335401,0.06223629,0.15666179,0.07977607,-0.05205479,-0.03560372,0.05160611,-0.06493506,0.03957262,0.04030781,0.02987983,0.0187212,0.08730477,0.06891964,0.07380254,0.0357648,0.06705202,-0.17481452,0.10989011,0.10414658,0.05466068,0.06122449,0.09767442,-0.04382022,0.09471508,-0.07106991,-0.05902307,-0.06188119,-0.05714286,0.05409304,-0.13112885,0.0729064,0.06453362,0.14100065,0.06856084,0.02601626,0.03035112,0.05173445,0.07004067,0.06308411
2015-01,0.00309358,-0.17661098,0.03815514,0.02983725,-0.46321502,-0.04481132,-0.01713923,-0.17192331,-0.0539281,0.17694805,0.11106365,-0.02069146,0.09802432,-0.03042122,-0.01904064,-0.01760104,-0.04262575,-0.01308485,-0.03247175,-0.02650602,0.01178416,-0.00779575,0.53394324,-0.07796984,-0.02686145,-0.08829268,-0.01804124,-0.06170421,0.1910871,-0.00917314,0.02332016,0.08853194,-0.02348578,0.08886256,-0.09787658,0.05933209,0.04826863,-0.1154224,-0.0681445,-0.03029998,0.00947282,0.0227365,0.01405868,-0.01988827,-0.12144344
2014-12,0.02182385,-0.01932139,-0.02079935,0.01412944,0.05836603,0.02636034,-0.06539834,-0.03625378,0.00569705,-0.06174778,-0.12922002,-0.02991128,-0.06758721,-0.02730375,-0.03345196,-0.01095714,-0.01044903,0.01234568,-0.00440016,-0.03975678,-0.01022077,-0.02353834,-0.22711038,-0.03654252,0.01424501,0.04709776,-0.00669687,0.00694789,-0.06709677,0.012977,0.00436681,-0.05234851,-0.04842615,-0.04137931,-0.05248447,-0.00404108,-0.00314465,-0.06605081,-0.01320333,0.00773537,-0.00447518,0.02776038,0.03413718,0.00472228,-0.05602883
2014-11,0.01696222,-0.03383128,-0.01585414,0.01379945,-0.26313485,-0.04392353,-0.00836413,-0.01511628,0.01172529,0.02476959,-0.02736318,-0.01447828,0.03249391,0.00839374,-0.00671853,-0.01453856,-0.06527484,0.0729035,0.01335408,0.00646054,0.03273872,0.01069927,-0.03480562,-0.03988134,0.01315171,-0.03701051,-0.00019406,-0.0320632,0.03015428,0.02775606,-0.05117188,0.01440249,0.00637755,0.00982801,-0.06640182,-0.03216131,0.01149425,0.12827091,0.02602684,0.01753846,0.02442053,-0.00393131,0.06996021,0.02276349,-0.03980404
2014-10,0.00770416,-0.05337195,0.05074875,0.05499276,0.67672235,-0.03140533,-0.02990476,-0.05381658,0.0094181,-0.19575699,-0.2768254,-0.01117318,-0.24028043,0.00534964,-0.02187286,-0.01081917,-0.03682365,0.08100686,-0.00154242,-0.02351375,0.03164012,-0.01362449,-0.52728164,-0.0125847,0.05701537,0.04109928,0.01665687,-0.06652268,-0.21049629,0.00446019,-0.00078585,-0.18127688,-0.21129707,-0.15957447,-0.0115926,-0.01202606,0.00626305,-0.09027778,-0.0089481,0.00728579,0.01542952,0.06247241,0.0675916,-0.00045188,-0.01481705
2014-09,-0.03313697,-0.10850757,-0.04834906,-0.04720835,0.7014365,-0.0621118,-0.1301957,-0.09353575,-0.04848295,-0.17233107,-0.16265383,-0.06343534,-0.17678381,-0.05531609,-0.06986216,-0.0691414,-0.07608449,-0.06204845,-0.02219225,-0.09196321,-0.02557756,-0.06122098,-0.44586278,-0.10554765,-0.06554392,-0.09358639,-0.04773055,-0.15787611,-0.16508539,-0.02035176,-0.000819,-0.201789,-0.2177814,-0.20357751,-0.07941613,0.04457435,-0.05073171,-0.13200157,-0.0458153,-0.02634918,-0.02635783,-0.05154853,-0.06027668,-0.01069402,-0.14622523
2014-08,-0.03620565,-0.04438375,-0.00585252,0.02755722,-0.06915503,0.0226178,-0.02068429,-0.05695912,0.0353208,0.01890508,-0.00127421,0.00985001,-0.02308078,0.01564774,0.0152236,0.02365157,0.03382762,0.08705666,0.03685877,0.01253538,0.02646063,0.00606586,0.044075,-0.02876902,0.06147144,0.06008885,0.06217617,-0.03638254,0.01547117,0.04162317,-0.0232,-0.01703407,-0.02029664,0.01612903,0.00717112,-0.07535295,0.01576355,0.04102977,0.06879419,0.04080186,0.01956788,0.03275156,0.06901408,0.03769752,0.05937993
2014-07,0.11102172,0.03908451,-0.02006947,-0.04818744,-0.00470218,-0.02609223,0.01028037,0.04293893,-0.0524206,-0.01258356,0.00702211,-0.02028796,0.00650325,-0.03377903,-0.02010517,-0.02999167,-0.03865695,-0.11504065,-0.02593874,-0.02261008,-0.03717246,-0.01610715,-0.05613947,0.03258074,-0.07616487,-0.05126498,-0.02276147,0.01470588,-0.01169864,-0.03351392,0.02311436,-0.01190476,0.00623053,-0.0515873,0.01649175,0.04903709,-0.04502814,0.01888309,-0.05134296,-0.02854612,-0.04552529,-0.04738562,-0.10792952,-0.02231058,-0.02154399
2014-06,0.03583333,0.01297765,0.00623782,-0.01010989,-0.42935762,-0.00040437,0.01799903,0.03333333,0.01447907,0.18703704,0.26658081,0.02941176,0.3201581,0.00779037,0.03477141,0.03371758,0.06847698,0.03139584,0.01610265,0.01887567,-0.00040683,0.0216897,0.63504137,0.0278849,0.02798507,0.0557004,0.0232468,0.02817417,0.16267682,0.02692557,-0.02798581,0.25793404,0.31454918,0.21356275,0.03678581,-0.03474243,0.01427212,-0.03286385,0.02828054,0.01964736,0.00590551,0.02322176,0.04095112,0.01187542,0.08440111
2014-05,0.00250627,0.05755118,0.00157233,0.02538531,0.15767655,0.00754948,0.00312397,0.03097574,0.02067183,-0.05420642,-0.04280977,0.00731596,-0.09382423,0.01476945,0.00845804,0.01168566,0.01606715,0.0177259,0.03150631,0.01038206,0.01026062,0.00353294,-0.17085969,0.00572117,-0.01831502,0.00620377,0.03646988,-0.05522955,-0.06005089,0.01723452,-0.02834163,-0.06559264,-0.08102955,-0.08022388,0.00262192,-0.06553205,-0.00285714,-0.01079414,0.06146381,0.02999688,0.02633712,0.03021148,0.00631649,0.03613054,-0.06465853
2014-04,-0.006639,0.02426412,0.00676213,-0.03038309,-0.08255579,0.01395543,0.01444596,0.03940362,-0.01869455,0.01785714,0.01950195,0.0235706,0.00644028,0.00107914,0.02220013,0.01775673,0.04026846,-0.04977188,0.00090803,-0.04820717,0.00576725,0.00903454,0.03911638,0.00571257,-0.04124616,-0.03631795,-0.01986625,0.01331465,0.0164271,0.00329946,-0.01135933,-0.02030735,0.0094697,-0.02954342,-0.01748971,-0.00859462,0.00763359,-0.14056356,0.00160321,-0.00556931,0.0,-0.02530044,-0.05727848,0.00278746,0.00103977
2014-03,0.0025,-0.02021773,0.00402414,-0.01482127,0.29782974,0.02344916,0.00977483,-0.0172144,0.00869285,-0.1023931,-0.13649168,0.01905669,-0.13336714,-0.01663717,0.01720648,0.02779475,0.02196679,-0.06977656,0.01216127,-0.04152249,0.03253243,0.00321371,-0.30224429,0.02220167,0.00132626,0.02551264,0.01393658,-0.00212766,-0.09949098,0.0189087,-0.01011994,-0.08961558,-0.18266254,-0.12130886,0.0472973,-0.0273199,0.03152709,-0.04422764,0.02326064,0.01134573,0.03723849,-0.01966467,-0.03277675,0.01062072,0.01161563
2014-02,0.04878049,0.08688457,0.04904406,0.08495822,-0.31450915,0.0730563,0.03097103,0.06488332,0.10091743,0.11071745,0.16818458,0.07752923,0.16494218,0.07215716,0.08118884,0.07599478,0.07753425,0.09210526,0.09359677,0.15801457,0.05762332,0.08365237,0.32689058,0.09300065,0.09879518,0.08631796,0.092172,0.05945347,0.10328638,0.09330003,-0.05857445,0.165253,0.17728532,0.18522073,0.04020931,-0.1710727,0.06548857,0.19418605,0.19530864,0.09634819,0.04946996,0.08279974,0.11311755,0.09486981,0.07520498
2014-01,-0.04916733,-0.05042669,-0.03690616,-0.02504394,-0.22207729,-0.01694915,-0.03056844,-0.0513089,-0.03014243,0.06604215,0.08212878,-0.04914934,0.10951403,-0.00443459,-0.03454172,-0.04546842,-0.03551983,0.00872093,-0.04124545,-0.03504274,-0.05604167,-0.03496125,0.1899201,-0.05377302,-0.01005944,-0.01818182,-0.02535328,-0.02563202,0.0572372,-0.04163823,0.04846467,0.03622095,0.15212766,0.05703048,-0.07410143,0.08037518,-0.028,0.05633803,-0.08263576,-0.03599914,-0.05612454,-0.01870927,-0.04627007,-0.03965184,-0.064739
2013-12,-0.02859293,0.08010013,0.00856698,0.04144144,-0.10503708,0.04245077,0.00799444,0.07492958,0.05368895,0.0204285,0.02591409,0.03540252,0.00807043,0.01809273,0.02573018,0.0353567,0.02521008,0.09414414,0.04828748,0.02636128,0.03509145,0.04680216,0.02238071,0.04595588,0.06289006,0.0599434,0.04527814,-0.0330494,0.01798144,0.04862398,-0.04756871,0.03466148,-0.01653804,0.01239669,0.06562017,-0.09435462,0.00395257,0.02434236,0.05334821,0.04773644,0.0315877,0.04180134,0.0631859,0.05171544,0.09080622
2013-11,0.03320463,-0.06958175,0.00543689,0.00406504,0.21509939,-0.00389358,0.01277845,-0.05636743,0.01294159,-0.07482699,-0.10714286,-0.00689983,-0.13553114,-0.00812708,-0.00547758,-0.00403101,-0.00598491,0.0371049,0.01450512,-0.01825127,0.0194974,0.00389033,-0.23129857,-0.02343518,0.02083333,0.03177083,0.02233903,-0.05308328,-0.08708861,0.01120046,-0.0186722,-0.0680791,-0.11725453,-0.06433824,-0.00808693,-0.03315343,-0.00587084,0.04338928,0.02675509,0.01510505,0.02714165,0.00193757,0.05255926,0.01532959,-0.01870702
2013-10,0.00703675,0.02727622,0.01816746,0.02452568,-0.15835609,0.04173211,-0.01009421,0.02286018,0.04093567,0.028157,-0.04764498,0.03581943,0.05064855,0.02664165,0.02727273,0.03014916,0.0356091,0.00181818,0.03864877,-0.0355247,0.01323919,0.02350508,0.03988828,0.03722917,0.01176471,0.02336697,0.03967354,-0.04205749,0.03995953,0.05290128,-0.04408818,-0.0008199,-0.00276243,0.01432408,0.060087,-0.07935002,0.00981354,-0.03492433,0.07104492,0.03703704,0.01758148,0.01459377,-0.00947226,0.03728186,0.06938654
2013-09,0.018684,0.02461899,0.02777778,0.06766169,0.27804767,0.08005858,0.01433447,0.00855158,0.05001939,-0.11917858,-0.16217411,0.03344312,-0.21095238,-0.00299401,0.03373232,0.02752294,0.01532148,0.08864542,0.04119099,0.1438646,0.04242003,0.03408648,-0.35844118,0.06740117,0.06296296,0.08396281,0.05014395,0.0353125,-0.09612817,0.03504636,-0.04645243,-0.14793709,-0.11049724,-0.12394797,0.05226881,-0.08391608,0.0798722,-0.03787597,0.08033093,0.04136912,0.04714863,0.04954429,0.07231556,0.03832368,0.01609475
2013-08,0.03881857,0.02513391,-0.01236094,-0.04615385,-0.341571,-0.02957442,0.03648069,0.04169046,-0.02641509,0.07481098,0.21260481,-0.00230179,0.15681944,0.02015504,-0.01015597,-0.00821018,-0.01333333,-0.07667585,-0.00800369,-0.03345725,-0.02457897,-0.00197863,0.13476522,-0.00168124,-0.05042864,-0.04522752,-0.03183825,-0.01021059,0.09384164,-0.00873771,0.00063351,0.17573788,0.17975402,0.14746946,0.01160024,0.01011732,-0.0392562,-0.11278436,-0.01852832,-0.01510169,-0.02991641,-0.04674157,-0.0588033,-0.00852351,0.00956495
2013-07,0.0026087,-0.01284176,0.00374844,0.06850026,-0.33048661,0.03704643,0.08970164,-0.00517837,0.03736089,0.08451883,0.08527802,0.02692003,0.09805116,0.0539436,0.02318624,0.03247863,0.05047868,-0.00774135,0.04992682,0.0043021,-0.02697882,0.04619565,0.18931792,0.06993511,0.03345725,0.05679812,0.04529788,0.01104972,0.08854167,0.05607013,-0.04651163,0.10238305,0.0942029,0.08703704,0.06056742,-0.098458,-0.10009443,0.07391911,0.09861643,0.04671815,-0.02912206,0.06299783,0.01228501,0.0494186,0.06675436
2013-06,-0.10869565,-0.16684229,-0.01971253,-0.02698574,0.69089176,-0.03388142,-0.08172389,-0.13461538,-0.04061896,-0.19348199,-0.27068634,-0.06837186,-0.23834197,-0.08705441,-0.07524272,-0.05977383,-0.04928989,-0.07088285,-0.06475372,-0.09078889,-0.04452493,-0.08529072,-0.51848636,-0.11675291,-0.06287726,-0.03577611,-0.03811122,-0.12288383,-0.2006675,-0.03351595,0.04622111,-0.20598086,-0.20736932,-0.1828125,-0.07322176,0.13229489,-0.06974717,-0.10070108,-0.12732026,-0.0492087,-0.04500818,-0.02948113,-0.03852711,-0.0460251,-0.12478236
2013-05,0.0172144,-0.01611208,0.00495458,-0.01617796,-0.09865306,0.03468807,-0.06022649,-0.01115053,0.05512454,-0.00491746,-0.03053931,-0.0096225,0.01290963,-0.00075959,-0.00800557,-0.00098168,0.03913551,0.01797176,0.0511658,0.01599289,-0.00682594,0.00708383,-0.07692148,-0.00421804,0.05969361,0.06215385,0.05215647,0.06157635,-0.00894378,0.03007395,-0.0609976,-0.03171197,-0.10023678,-0.05155421,-0.02948983,-0.10033317,-0.00086806,0.10275689,0.10214742,0.04301633,-0.01497369,-0.03724863,0.03570179,0.03722012,0.03241442
2013-04,-0.05490483,-0.05539264,0.01033058,-0.00548902,0.55470343,0.01118045,-0.07768517,-0.05240793,-0.00518548,-0.18937709,-0.21776176,-0.00724463,-0.23774689,-0.05233179,-0.01588374,-0.00096618,-0.02791736,0.03175294,0.00944,-0.05175224,0.01041445,-0.00212725,-0.52162874,-0.02207025,-0.00868677,-0.02049427,0.00990589,-0.02438308,-0.20363636,0.00082237,-0.02041429,-0.15712304,-0.20147874,-0.19435929,-0.0131316,-0.03386091,-0.02432886,-0.12017167,0.01210245,0.01130524,0.01624036,-0.00675524,0.02508834,0.01832461,-0.05636568
2013-03,-0.08941486,-0.02788104,0.00654932,0.03153611,-0.09558164,0.00463082,-0.06772908,-0.0542089,0.02577527,0.01992703,0.07243634,-0.01140684,0.0693909,0.01149425,0.00033693,0.00352564,0.02707324,0.05701357,0.02060196,-0.05148741,0.00042176,-0.01969981,0.0388164,-0.04902814,0.07024129,0.04033251,0.02401801,-0.06606044,0.00861498,0.02255764,-0.02038369,-0.00387597,0.02478315,0.00792683,-0.02843861,-0.04630412,-0.02840909,-0.01056444,0.04019384,0.02910467,0.00405515,0.03152324,0.05962459,0.02180318,0.01923613
2013-02,-0.03489848,-0.10517666,-0.00244798,0.01923077,0.38790884,-0.01497006,-0.07684055,-0.10262436,-0.02276295,-0.11420819,-0.17346796,-0.0450755,-0.2327637,-0.02098636,-0.04209512,-0.0421374,-0.02300443,-0.02742149,-0.03869874,-0.02222222,-0.03609084,-0.05001774,-0.31851994,-0.07426004,0.00215401,-0.01787337,-0.02100122,-0.07362558,-0.11033275,-0.02284795,0.03439727,-0.12278057,-0.12414519,-0.11252654,-0.08026673,0.06525698,-0.04111715,-0.0830574,-0.07386066,-0.02491103,-0.03107789,0.01695314,-0.01563068,-0.02556002,-0.08587119
2013-01,-0.01820465,-0.03514891,-0.00082508,0.02917342,0.40173106,0.00227618,0.0189319,-0.03437739,0.02552674,-0.11632021,-0.07989017,0.00756534,-0.11333685,-0.00594406,0.00390625,0.02529244,0.03660662,0.08171941,0.00219058,-0.003342,0.03353016,-0.011533,-0.32552086,-0.02858628,0.05634604,0.03556685,0.03160846,-0.04365079,-0.09802877,0.01688742,-0.00797057,-0.11845274,-0.03016591,-0.09682152,-0.03276699,-0.01080338,0.02478018,0.03981535,0.00672043,0.01262692,0.03740238,0.00476531,0.05549177,0.01385613,-0.05465394
