Month,BIL,DFVL,DFVS,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEF,IEI,ITE,PLW,PST,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TBF,TBT,TBX,TLH,TLT,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
2018-07,0.00144928,0.0,0.02184874,0.07318348,0.0,0.02237478,0.0,0.0411449,-0.02071059,0.00063492,-0.00332226,-0.00460046,-0.00195995,-0.00226797,-0.00837359,0.01282618,-0.00041076,-0.00254802,0.00129474,-0.00048996,-0.01351351,0.0,-0.00528926,0.0156041,0.02976692,0.00693722,-0.0075728,-0.01359682,-0.04554974,0.04322615,0.04272212,0.00163399,0.01675702,-0.01171778,0.00455342,0.01752022,-0.02887417,-0.01355677,-0.00212522,-0.01334067,0.0,-0.01755329
2018-06,0.00145122,0.0,0.02527283,-0.0435,0.0,0.02023346,-0.0020517,-0.0215859,0.01935484,0.0,0.005,0.00562814,0.00264641,0.00349834,0.00680493,-0.00964912,0.00123406,0.00353704,0.00148189,0.00110348,0.01218425,0.00173491,-0.04574132,-0.01015453,-0.02171523,-0.00449361,0.00706658,0.01178279,0.03071121,-0.03469388,-0.03295496,0.00102062,-0.00930005,0.00879618,-0.01279391,-0.02317881,0.02121908,0.00930498,0.00327654,0.01154542,0.00102442,0.01992177
2018-05,0.00145333,0.00755992,-0.05096757,-0.06429942,0.04372658,-0.04517766,0.0,-0.06463878,0.02938988,-0.01346696,0.00922819,0.01144536,0.00867325,0.00967799,0.01572224,-0.01822126,0.00433347,0.00869737,0.00148409,0.00393604,0.02388872,0.00382742,-0.0149161,-0.02212581,-0.04433236,-0.0120151,0.01475605,0.02373707,0.06557377,-0.07077516,-0.06855956,0.00389105,-0.02675585,0.03117753,0.00486449,-0.03828683,0.04307821,0.02118236,0.00890208,0.02320317,0.00428229,0.03659789
2018-04,0.00100727,0.01884628,0.04085106,0.0876452,-0.06194542,0.05309735,0.0,0.10764873,-0.02847391,0.01445592,-0.00995438,-0.01376284,-0.00833475,-0.00628492,-0.01607717,0.02956989,-0.00226291,-0.00997262,0.00102145,-0.00269773,-0.02208481,-0.00450139,0.02811502,0.02408564,0.04642058,0.01396648,-0.01695443,-0.02277345,-0.07205806,0.06982804,0.06768886,-0.00224581,0.03562593,-0.04895961,0.01373723,0.04016338,-0.04567054,-0.03103512,-0.00930005,-0.02164025,-0.0022207,-0.03093434
2018-03,0.00123263,-0.00989778,-0.01453732,-0.06123457,0.0,-0.00026745,0.0,-0.03309157,0.03028619,0.00128164,0.0045929,0.00723982,0.00307325,0.00245184,0.01304631,-0.00973451,0.001443,0.00392927,0.00148782,0.00098232,0.02077687,0.00173551,-0.03692308,-0.02094241,-0.0411985,-0.00694203,0.01261233,0.02166566,0.06198118,-0.06550218,-0.06385206,-0.00020437,-0.02026049,0.02618328,-0.0045582,-0.01867912,0.04201102,0.01491129,0.00360419,0.02128259,0.00102669,0.03584096
2018-02,0.00078511,-0.0014582,0.00776308,0.06176621,0.02400137,0.01791444,-0.00435789,0.0270514,-0.02340037,0.00048465,-0.0033389,-0.00422365,-0.00383828,-0.00122721,-0.00780234,0.00750221,0.00103157,-0.001772,0.00055835,-0.00061448,-0.01492983,-0.00069469,0.03718878,0.01674009,0.03213508,0.00520833,-0.00793713,-0.01613872,-0.05246253,0.04830677,0.04702082,0.0,0.02493888,-0.01793275,0.00385965,0.00528402,-0.03343219,-0.00962809,-0.00131341,-0.01661315,-0.0001712,-0.0297374
2018-01,0.00123526,-0.0340562,0.07697161,0.13084665,-0.03586777,0.06567676,-0.04396317,0.15598291,-0.02845953,0.00226684,-0.01028807,-0.0181711,-0.01088516,-0.00850399,-0.01806084,0.0422666,-0.00328745,-0.01316554,0.00139717,-0.00257321,-0.02214553,-0.00483592,0.01626016,0.02287283,0.0460816,0.01990757,-0.02151522,-0.0219262,-0.06676204,0.06821963,0.0680817,-0.00265306,0.02728651,-0.05956259,0.00936262,0.06041222,-0.04551122,-0.04121864,-0.01260301,-0.02168642,-0.0025606,-0.02880766
2017-12,0.00067431,-0.00243754,0.03560928,0.01239157,-0.01208361,0.01625073,0.00390574,0.02298206,0.00882353,0.0,-0.00122951,-0.00185656,-0.00159852,-0.00190311,0.00062952,0.00281822,-0.00082136,-0.00289575,0.00074564,-0.00036733,0.00600343,-0.00137883,0.01151316,-0.00414556,-0.00950401,0.00250447,-0.0030287,0.00452191,0.00930665,-0.01686341,-0.01750102,-0.00020396,-0.01709402,0.0,0.00144248,0.01160261,0.00638428,-0.00602196,-0.00161005,0.0042838,-0.00085237,0.01559522
2017-11,0.00044974,-0.01736527,0.08200778,0.01191895,-0.05362386,0.03312063,0.00698216,0.03954155,0.00596245,0.0078329,-0.00205255,-0.00342098,-0.00377739,-0.00241838,0.00031716,0.00657895,-0.00164103,-0.00347222,0.0005596,-0.00207773,0.00203252,-0.00275198,-0.02725564,-0.00362319,-0.00631639,0.00465449,-0.00281326,0.00300878,0.00340136,-0.01438466,-0.01042471,-0.00183225,-0.0119225,-0.00434286,0.00434625,0.01300578,0.00392654,-0.00815603,-0.00305564,0.00258293,-0.00153296,0.00785644
2017-10,0.00067492,-0.02949295,-0.00806452,0.00411039,0.0,0.02459527,0.00952878,0.02286049,0.00080761,-0.00357724,-0.00164204,-0.00078178,-0.00134138,-0.00120773,0.0,0.00282752,-0.00122926,-0.00096302,0.00027988,-0.00170794,0.00175234,-0.00068776,0.03844932,-0.0018018,-0.00396825,0.00250806,-0.00045662,0.00142917,0.00049285,-0.00575615,-0.00643939,-0.00061025,0.00499251,-0.00795274,0.01024515,0.0,0.00217336,-0.00088449,-0.00112378,0.00136705,-0.00102076,0.00641141
2017-09,0.00067537,0.02076227,0.04392387,0.07848101,0.00450171,0.04801052,0.0,0.1122784,-0.0197924,-0.01141296,-0.00692182,-0.01157854,-0.00632806,-0.00497854,-0.01098211,0.02516941,-0.00143208,-0.00707322,0.00093388,-0.00158459,-0.01465096,-0.00273879,0.00598048,0.01512374,0.02990325,0.01344965,-0.01284073,-0.0156934,-0.05246054,0.04343046,0.04131903,-0.00162437,0.02397959,-0.03423305,0.0,0.02757079,-0.03181258,-0.02546894,-0.0068515,-0.01531435,-0.00135893,-0.01925625
2017-08,0.00090131,0.0,-0.0403934,-0.10774607,0.0,-0.01588846,0.0,-0.08141703,0.03696043,-0.00400256,0.00819672,0.012074,0.00585284,0.00517152,0.01715375,-0.02140818,0.0012285,0.00672301,0.00084104,0.00170898,0.0254386,0.00411805,-0.01335404,-0.02477477,-0.05089059,-0.00936937,0.01897721,0.02684959,0.07892157,-0.0777605,-0.07741451,0.00162668,-0.03448276,0.03419573,-0.0172973,-0.032,0.0516384,0.02204339,0.00752964,0.02627617,0.00170097,0.0380479
2017-07,0.00011271,0.01170293,0.02705628,0.00340909,0.0,-0.02405063,0.0,-0.05771429,-0.00668594,0.00498793,0.00370981,0.00747369,0.00564353,0.00502774,0.00255591,-0.01537745,0.0026705,0.00561146,0.00112244,0.00257101,-0.00117612,0.00343879,-0.00923077,0.00268697,0.0036323,-0.00784593,0.00484243,-0.00337895,-0.01478561,0.00561224,0.00369686,0.00224215,0.00544824,0.0157371,0.00945798,-0.02464789,-0.00451031,0.01391118,0.00597159,-0.00165017,0.00221692,-0.00925254
2017-06,0.00067682,0.01955224,-0.03549061,-0.01743173,0.0010878,0.00325098,0.0,0.04747226,0.01374852,0.03881546,-0.00123254,-0.00448649,-0.00293378,-0.00258978,0.00031867,0.00949668,-0.00061564,-0.00269698,0.00074878,-0.00061132,0.00618739,-0.00102845,-0.00559354,-0.00803571,-0.01720311,0.0,-0.00213936,0.0078072,0.01788376,-0.0286001,-0.03058995,-0.00081433,-0.01571709,-0.00293123,-0.01008282,0.00502874,0.01563914,-0.00824272,-0.00289157,0.00703448,-0.00017044,0.01760499
2017-05,0.00011287,0.04199067,-0.00828157,-0.07327586,0.00798872,-0.02729045,0.0,-0.07396789,0.04236967,-0.02907732,0.00745342,0.01044026,0.00513857,0.00468181,0.01521036,-0.02230483,0.00041059,0.00542215,0.00037457,0.00146897,0.02537764,0.0024022,-0.04651852,-0.02607562,-0.05260389,-0.0138642,0.0129127,0.02737815,0.08010753,-0.08079409,-0.07772544,0.00061137,-0.02209414,0.02567068,0.00036023,-0.03286713,0.05293958,0.01798433,0.00824576,0.02544889,0.00170648,0.0463424
2017-04,0.00067766,0.0,-0.03976143,-0.03299627,0.0,-0.00711284,0.02543167,-0.04817276,0.00471431,0.03063787,0.00373599,0.00613072,0.00397194,0.00295447,0.00453368,-0.01612903,0.00082254,0.00799532,0.00018734,0.00097955,0.00664251,0.00309491,-0.01975022,-0.00695955,-0.01318565,-0.00532292,0.00690511,0.00565217,0.0132626,-0.02087199,-0.01989882,0.00061175,-0.01615202,0.02391665,-0.02219091,-0.02134986,0.0093218,0.01039799,0.00993809,0.00536042,0.00119515,-0.00047255
2017-03,0.00011297,-0.00294619,0.00332447,-0.04483627,0.00996678,-0.02877698,-0.00026763,-0.05260496,0.01395484,0.00016949,0.00544389,0.00781172,0.00553804,0.00419727,0.00755089,-0.01708633,0.00164846,0.00529931,0.00056222,0.00135002,0.00922509,0.00310345,0.00488506,-0.01108742,-0.02325581,-0.01014696,0.00834252,0.01038247,0.02695115,-0.0356212,-0.03420969,0.00102166,-0.01690935,0.02624544,0.00673759,-0.03168317,0.0196574,0.01507076,0.00621728,0.00920731,0.00188259,0.01645409
2017-02,0.00045193,0.0,-0.01312336,-0.0805169,0.00460903,-0.02892691,0.01631987,-0.04906424,0.027324,0.01470085,0.00502302,0.00913288,0.00391723,0.003324,0.01350016,-0.01880878,0.00082406,0.00490485,0.00037478,0.00073638,0.02163833,0.00137599,-0.01538462,-0.0220339,-0.04543185,-0.01220363,0.01246647,0.02220835,0.0605889,-0.06884828,-0.06774394,0.00081716,-0.01872659,0.02549781,-0.00318134,-0.03217334,0.03870514,0.01565378,0.00490517,0.0225956,0.000513,0.03466849
2017-01,0.0,0.02365079,-0.01677419,-0.00403633,0.0,-0.02149877,-0.00257732,-0.01708543,0.00514064,-0.01098901,0.00293501,0.00271193,0.00324204,0.00315457,0.00362438,-0.00492611,0.00123737,0.00275157,0.00028119,0.00184366,0.00370256,0.00206754,0.00691045,-0.00339847,-0.00876095,-0.00104676,0.0033199,0.00382596,0.00504202,-0.01787995,-0.01399254,0.00122699,-0.01296296,0.00242307,-0.00387324,-0.02266839,0.00210231,0.00423651,0.00278597,0.00332226,0.00222793,0.0029146
2016-12,-0.00022601,-0.0953475,0.07348029,-0.0136652,-0.01332915,0.00684505,-0.09877751,-0.01783944,-0.00039066,0.00477816,0.00210084,0.00261701,0.00196564,0.00245787,0.00364601,-0.00578035,0.00103199,0.00098445,0.00065672,0.0011066,0.00404355,0.00103413,-0.02010762,-0.0075662,-0.01273885,0.00174095,0.00261863,0.00602301,0.01435132,-0.02420016,-0.02134055,0.00143384,-0.01290323,-0.01822105,0.00280899,-0.0128866,0.01001431,0.00703704,-0.00032792,0.00407095,0.00428522,0.00799447
2016-11,-0.00022607,0.0,0.17920441,0.31333333,-0.03830493,0.06359354,0.0,0.41715116,-0.11470789,-0.06768594,-0.02930403,-0.04225487,-0.02267801,-0.01822872,-0.05148206,0.08718948,-0.00472182,-0.02638623,-0.00065641,-0.00464832,-0.07950028,-0.01156069,0.094196,0.08613542,0.17714454,0.04369993,-0.05269846,-0.08220408,-0.24139397,0.26970509,0.27322835,-0.00448065,0.08018154,-0.11179727,0.04093567,0.13787991,-0.15823529,-0.08452361,-0.02660931,-0.07708694,-0.00460515,-0.11843009
2016-10,0.00045223,0.0,0.04442616,0.18914729,0.0,0.03523316,0.00220534,0.12990196,-0.0579955,-0.01982516,-0.00967352,-0.01261142,-0.00506434,-0.00359836,-0.02228327,0.02497502,-0.0014359,-0.00684151,0.00084459,-0.00036684,-0.03876604,-0.00203597,0.04217463,0.04120747,0.0821133,0.01289609,-0.02043507,-0.0406485,-0.12233446,0.12673506,0.13672922,-0.00040708,0.04673394,-0.06276068,0.00588235,0.07950117,-0.08268482,-0.02616089,-0.00681026,-0.0385206,-0.00034101,-0.06633512
2016-09,0.00022612,-0.05341851,0.0,0.23491028,0.0,-0.00447043,-0.01317858,-0.02106969,-0.02468943,-0.018125,-0.00160772,0.00085211,0.00224402,0.00222832,-0.00605327,-0.0025025,0.00102733,0.00209125,0.00065709,0.00085658,-0.01447721,0.00237691,0.00859788,0.01317716,0.03004292,-0.00147493,-0.00472693,-0.01620459,-0.05052632,0.04132231,0.04404873,0.00122224,-0.00427579,0.01692151,0.00554529,-0.00612089,-0.02916839,0.00097927,0.00348819,-0.01382604,0.00170707,-0.03088384
2016-08,0.00022617,-0.0005434,0.04514187,0.04481547,-0.02456605,0.03151261,-0.01218201,0.09938434,-0.0007818,0.00775314,-0.00400962,-0.00668739,-0.00562634,-0.00375811,-0.00331425,0.01213961,-0.00102585,-0.00605487,0.0,-0.00207697,-0.00134012,-0.00338295,-0.00784827,-0.00048757,-0.00229885,0.00593472,-0.00780516,0.00069247,-0.002457,-0.00942211,-0.00921234,-0.00142363,0.00537346,-0.0243083,-0.00073883,0.02825746,-0.00041571,-0.01369863,-0.00520916,0.0006298,-0.00136402,0.01171568
2016-07,0.0,0.02111991,0.05502183,-0.01631913,0.0,0.02372263,0.02072413,0.02224282,0.01209331,0.00639825,0.00120048,-0.00018769,-0.00090789,-0.00136217,0.00120012,0.00050942,-0.00041,-0.00056657,-0.00018771,-0.00085428,0.00507208,-0.00067522,-0.00843061,-0.00925926,-0.01711089,-0.00074432,-0.00050302,0.00697425,0.01655172,-0.0283197,-0.02640111,0.00737705,0.00107585,-0.00604406,0.0063197,0.00156617,0.00921187,-0.00271219,-0.00047237,0.0066466,-0.00068085,0.0157746
2016-06,-0.00022617,0.02027219,-0.13909774,-0.25031847,0.03501827,-0.11585366,0.01761568,-0.28562049,0.0913913,0.00857279,0.022578,0.0311469,0.01869316,0.01524866,0.04089336,-0.06089439,0.00660202,0.02142444,0.00093958,0.00663635,0.06307604,0.01057299,-0.00764331,-0.06345635,-0.1254891,-0.03479197,0.04090395,0.06505007,0.19681309,-0.18360334,-0.18876081,0.00675123,-0.06630381,0.07740004,-0.03515065,-0.09634318,0.13092389,0.06242538,0.02059202,0.05956873,0.00719671,0.09570261
2016-05,0.00022622,-0.00787623,-0.00486345,-0.06290801,0.0058193,0.03210702,-0.00385908,0.00396825,0.02582728,0.03468113,0.00246812,0.00194382,-0.0008409,0.00051984,0.00890585,-0.00473485,-0.00020614,-0.0001929,0.0,-0.000859,0.01911203,-0.00034037,-0.03431521,-0.01805372,-0.0386873,-0.00107565,0.00774958,0.0182772,0.04993129,-0.05723443,-0.04989817,-0.00081749,-0.01221896,0.00410101,0.00359971,-0.00139082,0.03436255,0.002904,0.0,0.01479857,-0.00051379,0.02674039
2016-04,0.00045254,-0.00947339,0.03324314,0.06230134,0.01075765,0.00302419,0.00810575,0.03000698,-0.01419119,-0.00766596,-0.00245902,-0.00135488,-0.00067137,-0.00017301,-0.00440945,-0.00142789,0.00144389,-0.00019253,0.00056407,0.00098232,-0.00779896,0.0,0.01448819,0.0094086,0.01632089,0.00143833,-0.00421655,-0.0099519,-0.0330756,0.0216763,0.01701524,0.00163499,0.00244141,-0.01787995,-0.01068376,0.00140647,-0.01442828,-0.00575393,-0.00064205,-0.00607862,0.00137057,-0.01973511
2016-03,0.0,0.00772147,0.01187384,-0.03670277,0.00883721,-0.02960745,-0.00508685,-0.05013369,0.02104512,0.00306402,0.0065925,0.00721107,0.007094,0.00521739,0.0111465,-0.01643964,0.00268595,0.00813796,0.00084674,0.00270703,0.01527166,0.00374787,0.00510204,-0.01668863,-0.03372278,-0.00677845,0.01127447,0.01699645,0.04438406,-0.05196566,-0.05391015,0.00266284,0.01235788,-0.0254723,0.01043541,-0.02400549,0.0383137,0.0133699,0.0077557,0.01526823,0.00240178,0.02319727
2016-02,0.00045274,0.047192,-0.0318448,-0.13613724,0.00577508,-0.0223036,0.07739607,-0.13008631,0.04671533,-0.01571429,0.0115894,0.01721255,0.00728196,0.00645274,0.02223655,-0.0340543,0.00227508,0.00992218,0.00056455,0.00172329,0.0295258,0.00204499,-0.05080214,-0.03278689,-0.06818182,-0.01730837,0.02023855,0.03401477,0.09532798,-0.10398981,-0.10693007,0.00204918,-0.03986711,0.05203216,-0.0448895,-0.0542328,0.06473812,0.03240418,0.00891699,0.03043843,0.00188906,0.04456492
2016-01,0.0,0.04117557,-0.1515528,-0.13944604,0.03834622,-0.09787234,0.0,-0.2159204,0.06801667,0.05545987,0.01893939,0.02897819,0.01938652,0.01466172,0.03150912,-0.05630729,0.00518995,0.0210234,0.00075315,0.00531783,0.04607721,0.01031637,-0.02293179,-0.04610951,-0.09235075,-0.03254539,0.03195116,0.04820034,0.1435458,-0.1385409,-0.13594092,0.00555784,-0.05813429,0.07507722,-0.00923709,-0.08094948,0.09558211,0.05741012,0.02082645,0.03862847,0.00638812,0.06618508
2015-12,0.0,-0.00463535,0.01818762,0.05514885,-0.01723328,0.02566481,-0.00743001,0.06014644,-0.03392569,-0.00099834,-0.00545531,-0.00983936,-0.00549545,0.00229196,-0.00823995,0.01186813,-0.00207383,-0.00434869,0.0,-0.00210058,-0.01511413,-0.00171644,-0.01551043,0.0115894,0.02328316,0.00793377,-0.00845315,-0.01627535,-0.06207967,0.03466269,0.03286385,-0.00308388,0.00863636,-0.0325493,0.00412229,0.01411043,-0.04335417,-0.01868989,-0.00313221,-0.0144446,-0.0010343,-0.03164312
2015-11,0.00022632,-0.03359713,0.03401585,0.00329412,-0.02266115,0.04054054,-0.03284999,0.0196281,-0.00739673,0.01297826,-0.00126103,-0.00141115,-0.00214777,-0.00176274,-0.00330907,0.00087184,-0.00186528,-0.00118718,9.414e-05,-0.00197433,-0.00373483,-0.00239644,0.00538701,0.00328003,0.00576435,0.00343997,-0.00119142,-0.00412926,-0.01432361,0.00648181,0.00829987,-0.00205297,0.00680272,-0.01589899,0.00448585,-0.00120919,-0.01279406,-0.00310502,-0.00214521,-0.00378788,-0.00172147,-0.00745829
2015-10,-0.00045244,0.0,0.05606167,0.02991663,0.02046875,0.02390438,-0.00447113,0.07977208,-0.0108511,-0.01034195,-0.00417362,-0.00708512,-0.00494796,-0.00280751,-0.00818867,0.01152993,-0.00124121,-0.00510404,-0.00037633,-0.00135468,-0.00768285,-0.00170532,0.00427107,0.00662526,0.01318888,0.00554593,-0.00933773,-0.00832964,-0.02897814,0.01631442,0.01850318,-0.00184388,0.00181736,-0.00636219,-0.00309598,0.00742574,-0.01833625,-0.01643151,-0.00637359,-0.00718184,-0.00154533,-0.01043781
2015-09,-0.00045234,0.01377536,-0.01834862,-0.05350554,-0.00744417,-0.04904459,0.0253232,-0.09344347,0.01563103,0.01266892,0.00715488,0.01120986,0.00860585,0.00564175,0.01195616,-0.02672414,0.00248808,0.0095106,0.00028235,0.00259291,0.01187129,0.00410537,-0.01899441,-0.01663286,-0.03449831,-0.0119822,0.01329935,0.01234234,0.03076923,-0.05376344,-0.0545829,0.00164204,-0.01521253,0.03411765,-0.01290323,-0.04035608,0.02157676,0.02381389,0.00857237,0.01432539,0.00223752,0.014097
2015-08,0.0,0.02102804,-0.01952489,0.03862459,0.03339576,0.00931278,0.0,0.01223242,-0.02128873,0.00101454,-0.00336276,-0.00222672,-0.00120617,-0.00088261,-0.01058201,0.0025729,-0.00082919,-0.00237906,0.0,-0.00074047,-0.01607419,0.00034188,-0.01861846,0.01471791,0.02791123,0.00034014,-0.01154972,-0.0172998,-0.05759429,0.03922261,0.03858268,-0.00061589,-0.00044964,-0.0115566,-0.00338409,-0.00938416,-0.02945168,-0.00532208,-0.00115664,-0.01532456,0.0,-0.02477979
2015-07,0.0,0.00753296,-0.04565217,-0.13659692,-0.01141623,-0.01295828,0.01446728,-0.11780337,0.09343727,0.02736362,0.01366937,0.02051388,0.00939948,0.0069358,0.03474372,-0.04246631,0.00145349,0.01226377,-9.412e-05,0.0013597,0.05398288,0.00171527,-0.02984293,-0.05936073,-0.11616861,-0.02380952,0.03164453,0.05978417,0.1829496,-0.1723356,-0.1705312,0.00082254,-0.04214075,0.05983338,-0.01819385,-0.06226106,0.1251745,0.0399539,0.01238286,0.05333538,0.00172354,0.09546385
2015-06,0.0,-0.03043214,-0.00402103,0.06429192,0.0,-0.01678061,-0.04850122,0.04492754,-0.04725879,-0.03488762,-0.00592718,-0.01191446,-0.00233807,-0.00124135,-0.01478495,0.0206229,0.00041528,-0.00458624,9.412e-05,0.000989,-0.02689873,0.0030843,0.04796031,0.02693069,0.05087644,0.01281187,-0.01389558,-0.02969121,-0.09546926,0.07219759,0.07560057,0.0,0.01925602,-0.04018177,0.00200535,0.02432127,-0.06371582,-0.02300557,-0.00398605,-0.02674745,0.00086207,-0.05054043
2015-05,0.0,-0.0094951,0.00716511,0.01685649,0.00313873,0.004597,0.0,-0.01953125,-0.01722661,-0.01094891,0.0,0.00121815,0.00251169,0.00230252,-0.00365691,-0.00591466,0.00124636,0.00219255,9.413e-05,0.00074184,-0.00931966,0.00205339,0.04590354,0.00644382,0.01302716,-0.00371371,0.00216,-0.01037474,-0.04056084,0.01290536,0.01699507,0.00164643,0.00400356,-0.00236295,0.02360588,-0.004561,-0.0222342,0.0018406,0.00381806,-0.00813362,0.00172563,-0.02173913
2015-04,0.00022617,0.00302343,0.02256834,0.13824637,0.0,-0.00488699,0.02074852,0.06378378,-0.07301038,-0.01374346,-0.00958733,-0.01098352,-0.00318444,-0.00229439,-0.02383253,0.02048823,0.00020764,-0.00493876,9.413e-05,-0.00012358,-0.04281525,-0.00170707,-0.00231884,0.04704876,0.09465839,0.01133631,-0.01701795,-0.04676198,-0.13723051,0.14077861,0.14503369,-0.00041093,0.05793688,-0.03466907,-0.00476677,0.02146691,-0.09206614,-0.02241594,-0.00378601,-0.04117486,-0.00017235,-0.07833941
