Month,BIL,DFVL,DFVS,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEF,IEI,ITE,PLW,PST,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TBF,TBT,TBX,TLH,TLT,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
2015-03,0.00022612,0.01730589,-0.07088009,-0.09005629,0.0,-0.05293607,0.00687558,-0.11043802,0.04241645,-0.00130719,0.01142132,0.01610601,0.01116344,0.00890472,0.01785714,-0.03295786,0.00312565,0.01163724,0.0,0.00322501,0.02780324,0.00721154,0.00553774,-0.03184973,-0.06470588,-0.01712559,0.01786,0.03010621,0.08567416,-0.09713701,-0.09292261,0.00247525,-0.02309783,0.03395505,-0.01011122,-0.0519263,0.06026122,0.03055556,0.01134657,0.03213773,0.00242173,0.03781939
2015-02,0.0,-0.021361,0.07284553,0.13687783,-0.02182571,0.02628435,-0.02963622,0.16428979,-0.08569561,-0.03600629,-0.01533361,-0.02351546,-0.01278641,-0.00950035,-0.03325942,0.04553492,-0.00249221,-0.01416486,0.0,-0.00259612,-0.05123826,-0.00545331,0.06453615,0.05851298,0.11869748,0.02279793,-0.02462635,-0.05786398,-0.17088376,0.17973718,0.17517328,-0.00205592,0.06041566,-0.08356787,0.02337573,0.06917476,-0.11499064,-0.0466087,-0.0144215,-0.05159738,-0.00207039,-0.09841913
2015-01,0.0,0.06655818,-0.1278174,-0.18576886,0.08636206,-0.07513812,0.065625,-0.22232183,0.12168686,0.03079417,0.02369869,0.03778802,0.02092636,0.01553849,0.04486968,-0.07401316,0.00479967,0.02275015,0.00028249,0.00521739,0.0801959,0.00928473,-0.05553932,-0.08001625,-0.15857461,-0.03821868,0.04110469,0.0860555,0.27100646,-0.23400066,-0.22924901,0.00454452,-0.09014582,0.10298364,-0.03681592,-0.10881393,0.1807074,0.07596118,0.02192469,0.07796123,0.00433125,0.14404663
2014-12,0.0,-0.03990878,0.02828283,-0.07367514,-0.04742302,0.04063401,-0.025,0.01283754,0.05160976,0.02116667,0.0021322,0.00382271,-0.00332342,-0.0023177,0.01658206,-0.01008471,-0.00166632,-0.00080596,-0.00018825,-0.00297582,0.0370607,-0.00411241,-0.03271812,-0.04089506,-0.07884151,-0.00461589,0.01030169,0.03854311,0.1145281,-0.11944056,-0.11651512,0.00020614,-0.02750322,0.00148405,-0.00492287,-0.01785714,0.08070671,0.00530403,-0.00016779,0.03427631,-0.00242089,0.06931488
2014-11,0.00022601,0.0,-0.05206906,-0.09054805,-0.01572123,-0.03401171,0.0,-0.07445496,0.0430651,0.00352941,0.00987124,0.01326232,0.00757576,0.00610194,0.01720578,-0.02832415,0.0012513,0.00873451,0.0,0.00124146,0.02545692,0.00206044,-0.01205479,-0.0300865,-0.05930744,-0.01564027,0.01254987,0.02963942,0.08961997,-0.08911917,-0.0870759,0.00103263,-0.01655629,-0.1014157,-0.00649351,-0.04092976,0.06074974,0.02674419,0.00845594,0.02476686,0.00190608,0.04418339
2014-10,-0.00022591,0.03646801,-0.07461916,-0.03914729,0.03056623,-0.03577236,0.04982456,-0.0455626,0.01373655,0.00421941,0.00603708,0.00693715,0.00504246,0.00449883,0.00868357,-0.01587916,0.0018797,0.00673607,0.0,0.00161611,0.00724638,0.00377747,-0.00190892,-0.01078468,-0.02225963,-0.00871249,0.00643813,0.00866419,0.02205456,-0.03372471,-0.03443057,0.00082679,-0.01595745,0.01636789,-0.00930979,-0.02365697,0.01729844,0.01233843,0.00509338,0.00832306,0.00138744,0.01398234
2014-09,0.00022596,-0.01985769,0.0200158,0.01659125,-0.00454163,0.00106952,-0.01177955,0.02607004,-0.00711371,-0.0143071,-0.00216076,-0.00411653,-0.00195122,-0.00269978,-0.00627615,0.00689655,0.00020912,-0.00306937,-0.00018825,0.00012446,-0.00300501,0.0034459,0.01599559,0.00182682,0.00378993,0.0057971,-0.00479758,-0.00396365,-0.01451028,0.00330969,0.00502693,0.00020695,0.00120773,-0.01806756,0.00478622,0.01167315,-0.0106745,-0.01083957,-0.00272433,-0.00639626,0.0,-0.00719579
2014-08,0.0,0.03034953,-0.02426298,-0.08114901,0.0103671,-0.00749064,0.01610145,-0.05187429,0.06373029,0.01110177,0.00867679,0.0128532,0.00479702,0.00451508,0.0233711,-0.02753678,0.00062735,0.00697722,0.0,0.0004977,0.03575077,0.05708391,-0.04204606,-0.03964286,-0.07639248,-0.01684679,0.02023293,0.03919439,0.11923077,-0.11475771,-0.11269257,0.00144928,-0.0475263,0.03551402,-0.0176156,-0.04261364,0.07428941,0.02453621,0.00580106,0.03438943,-0.00017346,0.06674852
2014-07,-0.00033883,-0.01062753,0.02426298,-0.02200825,-0.00624894,0.00955414,0.00600858,0.0099889,0.02845574,0.00626269,0.0,0.00106963,-0.00311249,-0.00126582,0.00680272,-0.003342,-0.00041841,-0.0026727,-9.413e-05,-0.0002491,0.01355579,-0.00240964,-0.00160428,-0.01775148,-0.03427915,-0.00347551,0.00498624,0.01514998,0.0430622,-0.05298553,-0.05117072,-0.00062138,-0.01728111,0.01439435,0.00125984,-0.0037037,0.03030813,0.00121384,-0.0030785,0.01317502,0.0,0.02776814
2014-06,0.0,0.0,-0.00235973,-0.0162069,-0.00251974,0.00053362,-0.01637011,-0.01150278,0.00715404,0.01042023,-0.00130321,0.00235118,0.00088873,0.00036127,0.00178444,-0.0074239,0.00041841,0.00205592,0.0,-0.00012447,0.00553825,-0.00068776,-0.01794669,-0.00732218,-0.01316872,-0.00285081,0.00223061,0.00503271,0.01212938,-0.02165917,-0.01883855,-0.00020691,-0.01262916,0.00623137,-0.00563733,-0.01198709,0.00785428,0.00443906,0.00170999,0.00502676,-0.00034734,0.01107394
2014-05,0.00011296,0.02516692,-0.04390863,-0.05792784,0.01524132,-0.02642595,0.01863173,-0.0741131,0.02635765,0.02301835,0.00743332,0.01533809,0.00759335,0.00562307,0.01405912,-0.03155604,0.00125602,0.00993172,0.0,0.00174455,0.01998597,0.00241296,-0.03572353,-0.02131317,-0.04250559,-0.0146875,0.01692561,0.01862216,0.05788006,-0.06459797,-0.06371892,0.0018649,-0.02200303,0.04381803,-0.01556178,-0.04679144,0.0371067,0.02840675,0.01033414,0.01854587,0.00139082,0.0282466
2014-04,0.0,0.00893013,-0.0219428,-0.04896188,0.01462995,-0.01874198,0.02063397,-0.04769791,0.04353054,0.0089458,0.00793651,0.00962485,0.00539471,0.00364564,0.01546392,-0.02118644,0.00209688,0.00604419,9.414e-05,0.0017476,0.02686025,0.00241963,-0.01290159,-0.03101287,-0.05965532,-0.01201109,0.01522933,0.02976064,0.0890625,-0.09018796,-0.08945982,0.00186761,-0.0287796,0.01269841,-0.00889571,-0.03412969,0.05982275,0.02070568,0.00658807,0.02666893,0.00174155,0.04709557
2014-03,-0.00022584,-0.03709324,0.05418719,0.010133,-0.01888383,0.03227513,-0.03149379,0.07040743,0.00692785,-0.01889385,-0.00569676,-0.01047629,-0.00925926,-0.00597501,-0.00438436,0.01842486,-0.00146505,-0.00928409,0.00028246,-0.00161913,-0.00036023,-0.00481265,0.0157176,-0.00265781,-0.00610937,0.00809213,-0.00508951,0.00063045,-0.0007593,-0.01311189,-0.00684472,-0.00124301,-0.00328707,-0.03086763,0.01115933,0.02689594,-0.00090695,-0.01956746,-0.00841635,0.00084345,-0.00191138,0.00896303
2014-02,0.00022589,0.01318493,0.00436457,0.00882724,-0.00067659,-0.00104712,0.00986455,0.01348474,-0.0139485,-0.00705073,-0.00131521,-0.00184162,-0.00151502,-0.00090596,-0.00146735,0.00250896,-0.00062762,-0.00123941,-9.413e-05,0.00012463,-0.00648415,-0.00274443,0.00622245,0.00464345,0.01010551,0.00093052,-0.00246435,-0.00693277,-0.02045455,0.01233924,0.01573333,0.00041459,0.00473761,-0.00644077,0.00030581,0.0,-0.01431678,-0.00701899,-0.00051582,-0.0055715,0.00052174,-0.01289203
2014-01,0.0,0.01213172,-0.06359072,-0.1063479,0.00358178,-0.02134146,0.05009276,-0.10671203,0.09136653,0.03427747,0.01248328,0.02661299,0.0118477,0.00860964,0.03240564,-0.05363728,0.00167926,0.01366695,9.416e-05,0.00162317,0.05495772,0.00276434,-0.05488686,-0.05768044,-0.1116686,-0.02786099,0.03697572,0.05983773,0.18215613,-0.16351673,-0.16554307,0.00103799,-0.05840407,0.08056581,-0.02533532,-0.08048685,0.12128146,0.05331571,0.01452827,0.05527548,0.00156794,0.09792739
2013-12,-0.00022584,0.0,0.06990881,0.0345797,-0.00929368,0.03004965,-0.03549061,0.08769027,-0.02174762,-0.01772107,-0.00620292,-0.01666851,-0.0103924,-0.00691035,-0.01210287,0.03126074,-0.00020969,-0.01165695,0.00018832,-0.00112289,-0.01295732,-0.00652697,0.03878458,0.00931388,0.01889251,0.01758109,-0.01321064,-0.0110664,-0.0361991,0.02441101,0.02626131,-0.0008297,0.01162393,-0.05260065,0.01084664,0.04554697,-0.02376075,-0.03384747,-0.01179327,-0.01516503,0.0,-0.00830335
2013-11,-0.00022584,0.0,-0.02070184,0.03217237,0.00921502,-0.00931918,-0.02148809,0.00202977,-0.02759313,-0.02963344,-0.0013245,-0.00328659,0.00277877,0.00018172,-0.00969787,0.00347705,0.00062919,0.00083177,9.416e-05,0.00137345,-0.01602684,-0.00136612,0.01910828,0.01332065,0.02857532,0.00274809,-0.01146748,-0.01636483,-0.05108878,0.03610272,0.03808639,0.00062254,0.01710297,-0.01798972,0.01254206,0.00704809,-0.03020854,-0.00675248,0.00103896,-0.01606987,0.00052274,-0.03295681
2013-10,-0.00045147,0.00909409,-0.03102684,-0.03488372,0.01278949,-0.01150601,0.01937118,-0.05013193,0.02607265,0.01108417,0.00532387,0.01012435,0.00656947,0.00400802,0.01161919,-0.02166437,0.00083998,0.00689223,-9.414e-05,0.00087445,0.01573623,0.0079283,-0.02348485,-0.01825622,-0.03547998,-0.01152913,0.01225115,0.01734739,0.05560308,-0.05537555,-0.05603351,0.00103842,-0.01388889,0.03201397,-0.01298309,-0.03379479,0.03362171,0.01956614,0.00782881,0.01032913,0.00104639,0.02572003
2013-09,-0.00022573,0.05888889,-0.07788374,-0.06544359,0.02045855,-0.04343582,0.05677541,-0.11620343,0.01973853,0.04186214,0.01164353,0.0242915,0.01421542,0.00993012,0.01828571,-0.04801052,0.00231579,0.01609828,0.0,0.0026296,0.02212896,0.00624133,-0.05002405,-0.02404439,-0.04350064,-0.02668248,0.02393225,0.02089619,0.06373429,-0.06604819,-0.06815761,0.00291484,-0.021414,0.06784387,-0.02702703,-0.07205157,0.03778952,0.04631066,0.0151622,0.02182469,0.00297255,0.02161795
2013-08,0.00022578,-0.02597859,0.01830556,-0.00999722,-0.00747956,0.0042278,-0.00584885,0.01130461,0.01939518,-0.00546063,-0.0013369,-0.00544929,-0.00335327,-0.00311298,0.00303375,0.0080402,-0.00084104,-0.00357895,9.415e-05,-0.00062547,0.00529902,-0.00207397,-0.00266537,-0.00682382,-0.01826661,0.00268978,0.00301811,0.00598471,0.01220575,-0.02925941,-0.02936115,-0.00083229,-0.01395982,-0.01079784,0.00626118,0.00817121,0.01360272,-0.01084599,-0.00332983,0.00975523,-0.0001747,0.0154653
2013-07,-0.00022568,0.02078481,0.00213068,0.03307509,0.0112399,-0.01351351,-0.00830063,0.00288092,-0.04117228,-0.01543531,-0.00265722,-0.0038432,0.0016269,0.00127994,-0.01147298,0.00514051,0.00147337,0.00083805,9.415e-05,0.00125203,-0.02182612,-0.00138026,0.02247191,0.02357881,0.04306958,0.00484848,-0.01018949,-0.02449369,-0.0808768,0.05973659,0.06419574,0.00145773,0.02941176,-0.01147776,0.00569544,0.00482121,-0.05551511,-0.00886076,0.00104767,-0.01949384,0.00139811,-0.043375
2013-06,-0.00022568,-0.05534868,0.08055556,0.10241357,0.0,0.00518647,-0.05170438,0.14467005,-0.05340409,-0.05599214,-0.01182137,-0.02683057,-0.01338808,-0.00869723,-0.0302267,0.05219582,-0.00084122,-0.01649145,-0.00028243,-0.00125094,-0.04074464,-0.00960219,0.09010258,0.03538051,0.07453043,0.0244582,-0.0310306,-0.03782458,-0.11938296,0.10842541,0.10701451,-0.0014556,0.04861878,-0.08357577,0.02526186,0.0784821,-0.07713126,-0.05358928,-0.01631181,-0.03932862,-0.00034922,-0.05480427
2013-05,0.00022573,-0.01005362,0.08821105,0.18735544,-0.00278212,0.02247475,-0.05520974,0.17666948,-0.10974868,-0.05536653,-0.01976794,-0.03411911,-0.01451826,-0.01147159,-0.04886442,0.06907137,-0.00146997,-0.01923077,9.416e-05,-0.00149925,-0.07213115,-0.00511771,0.09507999,0.08144959,0.16467532,0.03392,-0.04871604,-0.07710546,-0.2196162,0.24899258,0.25382968,-0.00124662,0.0822884,-0.09746169,0.03560076,0.10037879,-0.14806742,-0.06740105,-0.01939292,-0.06928406,-0.00139519,-0.11826142
2013-04,0.0,0.0,-0.04236842,-0.07799443,0.0,-0.01148278,0.02227141,-0.06144814,0.06380422,0.01833702,0.00825369,0.01260372,0.00495707,0.00432277,0.02121641,-0.02669633,0.00126156,0.00693878,0.00028251,0.00050013,0.0363387,0.00308642,-0.03495485,-0.04023184,-0.0784375,-0.01353478,0.02206569,0.03902828,0.11710607,-0.11727388,-0.11667607,0.0010395,-0.04154192,0.03865462,-0.01564456,-0.04136691,0.07898945,0.02348864,0.00680388,0.03456036,0.00052374,0.06465616
2013-03,0.0,0.0,0.01279318,0.000344,0.0,0.000499,0.00500695,-0.00653093,-0.01455572,0.01264607,0.00086919,0.00031602,0.00026582,0.00018028,-0.0021254,-0.00331126,0.00021035,0.00061325,9.417e-05,0.00012506,-0.00548509,0.00034305,-0.01233505,0.00749574,0.0131168,-0.0015674,-0.00017015,-0.0096364,-0.03333333,0.02246377,0.02411168,0.00041606,0.00225056,0.0035443,-0.01075269,-0.00710164,-0.01974837,0.00116324,0.00051107,-0.00561888,0.00034934,-0.02134181
2013-02,0.00022573,0.0,-0.04295882,-0.05946292,-0.0012157,-0.00767517,0.0161748,-0.07619382,0.03173348,0.01659886,0.00789128,0.01478941,0.0070542,0.00471271,0.01625135,-0.03086201,0.00084175,0.00887513,-9.416e-05,0.00062586,0.02324762,-0.0023948,-0.05244661,-0.02672385,-0.05288602,-0.01752768,0.01808538,0.02571721,0.0741231,-0.08097497,-0.07819088,0.00083247,-0.0243725,0.04021305,0.00184672,-0.04663866,0.04783561,0.02887508,0.00721526,0.02242744,0.00034941,0.03321077
2013-01,0.0,-0.02083675,0.03065234,0.04581197,0.0,0.00074313,-0.01578132,0.0368053,-0.0276667,-0.01690277,-0.00435161,-0.00836687,-0.00329006,-0.00216841,-0.01098901,0.01669691,0.00021048,-0.00533224,-9.416e-05,0.00025041,-0.01846785,0.00377747,0.02802691,0.01734104,0.03689865,0.00652782,-0.0133015,-0.01875372,-0.05931696,0.05328089,0.05350889,-0.00041623,0.01987252,-0.02638996,0.01026119,0.02429501,-0.04169957,-0.01741683,-0.00444368,-0.01795735,-0.0001747,-0.02900677
