Week,BIL,DFVL,DFVS,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEF,IEI,ITE,PLW,PST,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TBF,TBT,TBX,TLH,TLT,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
2018-21,0.00011164,0.0,0.00577701,0.05042017,-0.02958276,0.03323506,0.0,0.06074766,-0.01802445,0.01612903,-0.0057995,-0.00837154,-0.00568712,-0.00677554,-0.00835476,0.019678,-0.00205255,-0.00663674,-9.261e-05,-0.00244618,-0.01406387,-0.00276817,-0.00751409,0.01296959,0.02739339,0.00801394,-0.00971931,-0.01356018,-0.04033092,0.04144527,0.04276441,-0.00183374,0.01339286,-0.02067438,0.0,0.02791014,-0.02772668,-0.01698712,-0.00634869,-0.01344861,-0.0023846,-0.0183945
2018-20,0.00044678,0.0,0.0,-0.06888686,0.0,-0.03132047,0.0,-0.05783429,0.02707803,0.0,0.00798655,0.01069029,0.0067091,0.00740741,0.01553206,-0.02012848,0.00185644,0.00753221,0.00064887,0.00233616,0.02014037,0.00278358,-0.01244168,-0.02060086,-0.03923097,-0.00955958,0.01391666,0.02010536,0.06126021,-0.05807963,-0.05979174,0.00225179,0.0,0.03482587,-0.00413223,-0.03435115,0.04270818,0.02103623,0.0077686,0.0194258,0.00274066,0.02740762
2018-19,0.00044698,0.0,0.0,0.03462998,0.0,-0.00050378,0.0,0.02218501,-0.01772457,0.0,-0.00251783,-0.00436194,-0.00163188,-0.00193662,-0.00557926,0.00775528,0.0,-0.00237483,0.00037089,0.0,-0.01147343,0.0,0.0317715,0.01215805,0.02231076,0.00548321,-0.00715251,-0.01171875,-0.03714125,0.03531688,0.03508163,0.000819,0.01396917,-0.02399381,0.00588847,0.01226598,-0.02408464,-0.00908213,-0.00197987,-0.01115977,0.00051387,-0.02059751
2018-18,0.00011176,0.0,0.01043096,-0.00673725,0.0,0.00662589,0.0,0.01761925,0.00444239,0.0,-0.00167364,-0.00181873,-0.0014571,-0.00175593,-0.00130676,0.00260756,-0.00061868,-0.00157853,0.00018546,-0.00024585,0.00180723,-0.00034771,-0.03977626,-0.00304613,-0.00666844,0.00240798,-0.00166152,0.00363983,0.00951315,-0.01069519,-0.00908456,-0.00081816,-0.00814957,-0.00025628,0.00104239,0.00719895,0.0,-0.00440866,-0.00131644,0.00338457,-0.00017117,0.01185586
2018-17,0.00044723,0.0,-0.01499046,-0.00242718,0.0,-0.00203718,0.0,-0.00937766,0.00073964,-0.02912621,0.00083787,0.00131459,0.00085763,0.00070274,0.0003268,-0.00130548,0.0,0.00098756,0.00027829,0.00024591,0.00060223,0.0,0.0,-0.00087108,-0.00187066,0.0,0.00063291,0.00121286,0.00335196,-0.00389674,-0.00140105,-0.00040925,-0.00334448,0.01081081,0.0,0.0013089,0.00013831,0.00115075,0.00115283,0.00028177,0.0001712,0.0022336
2018-16,0.00044738,0.0,0.01775312,-0.00809524,-0.06194542,0.00102302,0.0,-0.01010526,0.00522778,0.01574678,0.00083928,0.00111483,0.00120275,0.00105541,0.00131148,-0.0034617,0.00020627,0.00138559,0.0003712,0.00061493,0.00242057,0.00104457,0.02976,-0.00260078,-0.00581549,-0.00034352,0.00166759,0.00330895,0.00736127,-0.00911271,-0.00861178,0.0,0.00287494,-0.00789206,0.01334738,-0.00581395,0.00629635,0.00347088,0.0019802,0.00269122,0.0008566,0.00695489
2018-15,0.00011186,0.0,0.06310823,0.06598985,0.0,0.01165803,0.0,0.05725879,-0.0283173,-0.01425031,-0.00708038,-0.00942828,-0.00503972,-0.00420315,-0.01262953,0.01813357,-0.00123609,-0.00609037,0.00018563,-0.0012282,-0.01929929,-0.00208333,-0.00382531,0.02078726,0.04048471,0.00797503,-0.01346907,-0.02047607,-0.06120277,0.06367804,0.06254572,-0.00122699,0.01218324,-0.01898102,0.0,0.02406417,-0.03976891,-0.01662259,-0.00589777,-0.01986111,-0.00085558,-0.02800584
2018-14,0.00011189,0.01556867,-0.04613221,0.04754187,0.0,0.0,0.0,0.02982293,-0.00407314,-0.0039185,-0.00290698,-0.00349685,-0.00314974,-0.00209644,-0.00386847,0.0075859,-0.00102902,-0.00313541,9.282e-05,-0.00134903,-0.00266509,-0.00207828,0.0148771,0.00310697,0.00637826,0.00488145,-0.00319963,-0.00331745,-0.00896152,0.0092545,0.00923191,-0.00102166,0.01434933,-0.00521739,0.0,0.00878378,-0.00653595,-0.00822276,-0.00326531,-0.00304625,-0.00068364,-0.00182266
2018-13,0.00011192,0.0,0.0,0.02534319,0.0,0.01903996,0.0,0.01369216,-0.00952124,0.01350278,-0.0012443,-0.00189488,-0.00085048,-0.00034916,-0.00418006,0.00492832,-0.00041144,-0.00097771,0.00018572,0.0,-0.00677267,-0.00034626,0.02044728,0.00579839,0.01146532,0.00174581,-0.00334422,-0.00634948,-0.02021773,0.01875977,0.01682872,-0.00081666,0.0,-0.00489596,0.00281789,0.00476515,-0.01280359,-0.00520349,-0.00048948,-0.00551344,0.0,-0.01208514
2018-12,0.00055991,0.0,0.0,-0.05187032,0.0,-0.01084943,0.0,-0.04563758,0.02762125,0.00128164,0.00417362,0.00754375,0.00367302,0.00280308,0.01172638,-0.01366241,0.00082406,0.0043239,0.00065038,0.00110524,0.0177124,0.00173551,0.00031959,-0.01794311,-0.03500269,-0.00763094,0.01157571,0.01831217,0.05555556,-0.05495584,-0.05294741,0.00061362,-0.01071603,0.0241206,-0.00525578,-0.02194149,0.03715383,0.01779292,0.00442696,0.01826869,0.00068423,0.03342956
2018-11,0.00033602,0.0,0.0,-0.01833499,0.0,0.01303191,0.0,-0.02496656,0.00805183,-0.01094891,0.0029252,0.00423089,0.00239378,0.00192881,0.00521853,-0.00835532,0.00103072,0.00393933,0.00046473,0.00098304,0.00601866,0.00173671,-0.03604436,-0.00611087,-0.01205788,-0.00415656,0.0039426,0.00623377,0.01547816,-0.01511458,-0.01786966,0.00061375,-0.00725338,0.01218893,-0.00244499,-0.0066357,0.00990917,0.00834281,0.00344771,0.00577302,0.00119801,0.00942252
2018-10,0.00011202,0.0,0.0,-0.01989326,0.0,0.00211528,0.0,-0.01018601,0.01610185,-0.01205393,0.00209205,0.00201674,0.00042746,0.00017535,0.0039267,-0.00438596,-0.0004122,0.0005909,0.00018591,-0.0002457,0.00938541,-0.00034734,-0.00915751,-0.00997398,-0.01980983,-0.00276625,0.00434989,0.0102886,0.02878104,-0.02958015,-0.02781593,-0.00020458,-0.01340354,0.01066531,-0.00209059,-0.00197759,0.01925223,0.00627138,0.00065681,0.00807938,0.00034229,0.01555283
2018-09,0.00011204,-0.00989778,-0.01453732,-0.00473934,0.0,0.00026462,0.0,0.00175439,-0.00150744,-0.01121435,-0.00041894,-0.00020212,-0.00017113,-0.00035094,-0.00098457,0.00218914,0.00041229,-0.00078771,0.00046499,-0.0004914,0.0,-0.00069469,0.04,0.00086281,0.00261712,0.00138169,0.00031751,-0.00105125,-0.00514286,0.00422932,0.00338181,-0.00040908,0.00191847,0.00685801,0.00209497,0.0,-0.00380175,-0.00190549,-0.00016437,-0.00071245,-0.00034223,-0.00379399
2018-08,0.00056054,0.0,0.02054208,0.0,0.0,-0.00160214,0.0,0.00266193,0.00585016,0.00807494,0.00041876,-0.00020182,-0.00034203,0.0,0.0019698,-0.00262582,0.00041246,-0.00059113,0.00018603,0.00049164,0.0024368,0.0,-0.05042527,-0.00387931,-0.00809188,0.00103842,0.00071378,0.00359491,0.00802292,-0.01124649,-0.0111186,0.00020471,-0.00524809,-0.00404756,-0.00104639,-0.00459921,0.00662999,0.0,-0.00049253,0.00299444,-0.00017114,0.00846571
2018-07,0.00022422,0.0,-0.04026294,-0.01039206,0.0,-0.00499606,0.0,-0.01175446,-0.00283126,0.01242236,0.00041946,0.00222762,0.00137092,0.001582,0.0006566,-0.00435161,0.00020636,0.00118483,0.0002791,0.00049194,-0.001523,0.0,0.0,0.0,-0.00026103,-0.00137788,0.00150997,-0.00052599,-0.00171821,0.00093545,0.0,0.0,0.0,0.00848329,0.0,-0.00843608,-0.00056394,0.00382775,0.0018107,-0.00142511,0.0010281,-0.00199601
2018-06,0.00011212,0.0,0.05946104,0.01670644,0.0,0.0058309,0.0,0.014719,0.00452446,0.0,-0.00167294,-0.00171648,-0.00188018,-0.00192847,-0.00131191,0.00175208,-0.00144181,-0.001772,0.00018608,-0.00159607,0.00121618,-0.00138889,-0.01491175,-0.00086543,-0.00446194,-0.00034518,-0.00087163,0.00209919,0.00339943,-0.00706547,-0.00509511,-0.0014312,0.00191113,-0.0043235,0.00104749,0.00590551,0.00308296,-0.00513308,-0.00180624,0.00142207,-0.00205128,0.00236742
2018-05,0.00033647,0.0,0.00737681,0.07341772,0.0,-0.01260274,-0.00435789,0.04364148,-0.03472286,0.02343499,0.00125681,-0.00820903,-0.0027248,-0.00262009,-0.01263362,0.01471244,-0.00102902,-0.00411281,-0.00027904,-0.00049062,-0.02503726,-0.0017325,0.03692016,0.02423975,0.05,0.0066179,-0.01401723,-0.02291845,-0.07058824,0.0748503,0.07595392,0.00020429,0.00963855,-0.00846824,0.00491228,0.01136364,-0.04690027,-0.01199176,-0.00392157,-0.02372645,-0.00017088,-0.03794561
2018-04,0.00033655,-0.02561265,0.02108963,0.07951553,0.0,0.01163105,-0.00163154,0.06087777,-0.0313398,-0.04075624,-0.00747198,-0.01088259,-0.00442968,-0.0034965,-0.01320451,0.01971326,-0.00041229,-0.00646425,0.00018612,-0.00012287,-0.02440459,-0.0017343,0.01277139,0.02412869,0.04767246,0.01189643,-0.01493698,-0.02368666,-0.07157464,0.07324675,0.07539385,-0.000409,0.03142145,-0.01157065,0.01676775,0.02899528,-0.04827947,-0.02226345,-0.00620611,-0.02475248,0.00017112,-0.03430008
2018-03,0.00033659,-0.0340562,-0.002376,-0.00324149,-0.03586777,0.0062483,0.0,0.00144509,0.00357302,0.03586229,0.0,0.00019922,-0.00025521,-0.00069832,0.00128617,-0.00045025,-0.00082389,0.00097867,0.00027925,-0.00049104,0.00293341,-0.000693,0.01853659,-0.00224316,-0.00423609,0.00070077,0.00093095,0.00328726,0.00911854,-0.00890985,-0.00681302,-0.00040883,-0.00298359,-0.00144858,0.0,-0.00068027,0.00428627,0.0,-0.00048916,0.00205959,-0.00051317,0.00420394
2018-02,0.00033674,0.0,0.02350427,0.05211913,0.0,0.00907341,0.0,0.05436992,-0.02229801,-0.00381073,-0.00494845,-0.0079028,-0.00398069,-0.00348068,-0.00953592,0.01465873,-0.00082338,-0.00486855,0.00018622,-0.00024534,-0.01588677,-0.0017301,0.0,0.01640839,0.03377985,0.00741264,-0.01097299,-0.01585984,-0.04499274,0.04824561,0.04908947,-0.00020437,0.01156942,-0.01615202,0.0,0.02236198,-0.03286326,-0.01635174,-0.00454545,-0.01595889,-0.00068353,-0.02341839
2018-01,0.00022449,0.0,0.01183432,0.03352941,0.0,0.00616419,0.0,0.03573305,-0.01001568,0.01975389,-0.00329354,-0.00511308,-0.00219706,-0.00156386,-0.00538998,0.01064815,-0.00102817,-0.00271739,9.313e-05,-0.00049038,-0.00948548,-0.00103663,0.0,0.00824176,0.01881246,0.0049663,-0.00664274,-0.00884298,-0.02757965,0.02444444,0.02568218,0.0,0.00808489,-0.00890555,0.0,0.01485149,-0.0171984,-0.01008464,-0.00242797,-0.00794613,-0.00051238,-0.01401462
2018-00,0.00033689,0.0,-0.00378549,-0.01243339,0.0,0.01913192,0.0,0.0133547,0.00147955,0.0,0.0,-0.00058933,-0.0013501,-0.0006942,0.00031686,0.00325128,-0.00102733,-0.00212972,0.00018629,-0.00049014,0.00086281,-0.00103627,0.0,-0.00091491,-0.00205459,0.00213295,-7.63e-05,0.00182029,0.00572246,-0.00388242,-0.00400481,-0.00040816,0.0,-0.00186133,0.0007202,0.0,0.00187032,-0.0046595,-0.00113104,0.00121228,-0.00068283,0.00156658
2017-52,0.0,0.0,0.0,-0.04164223,0.0,-0.00961538,0.0,-0.03183024,0.02101208,0.0,0.00329354,0.00462234,0.00253443,0.00138865,0.00888607,-0.0088208,0.0006169,0.00213426,0.00027949,0.00085816,0.0152914,0.00103663,0.01151316,-0.01278539,-0.02627737,-0.00391042,0.00672834,0.01368954,0.04078695,-0.04111842,-0.04244347,0.00081666,-0.02201101,0.01430246,0.00252708,-0.00993612,0.02873996,0.01007919,0.0025869,0.01350986,0.00068294,0.02357667
2017-51,0.00022464,0.0,0.02456367,0.0647349,0.0,0.01667625,0.0,0.05611111,-0.02442787,0.0,-0.00614754,-0.00635448,-0.00328421,-0.00259785,-0.01131008,0.01219512,-0.00102754,-0.00463947,0.00027959,-0.00073493,-0.01622545,-0.00206897,0.00595632,0.01618123,0.03356308,0.00751073,-0.01090331,-0.01685347,-0.05009191,0.05145798,0.04865979,-0.00040791,0.0277635,-0.02022059,0.0,0.01512968,-0.03326429,-0.01368402,-0.00402901,-0.01586244,-0.00068236,-0.02491225
2017-50,0.00022472,0.0,0.0,-0.03190184,0.0,-0.01151079,0.0,-0.01553829,0.02188771,0.0,0.00246103,0.00264059,0.00058957,0.00103968,0.00787898,-0.00562588,0.0,0.00116099,0.0,0.00024504,0.01431434,-0.00068989,0.01335505,-0.01517241,-0.02931596,-0.00250179,0.00538205,0.01522508,0.04339711,-0.04540359,-0.0445705,-0.00020404,0.00051151,0.00251716,0.00217077,0.0,0.03091895,0.00515281,0.00096712,0.01420721,0.00017068,0.02437759
2017-49,0.00022474,-0.00243754,0.00653381,0.0142063,0.0,-0.00742645,0.00390574,-0.00111545,-0.00120888,0.0,0.00082034,0.00029328,0.00042098,0.00034638,0.00157679,-0.00234302,0.00082237,-0.00019327,0.00037286,0.00049008,0.00028596,0.00068989,0.00986842,0.00046083,-0.00089153,-0.00035778,0.00030315,0.00057523,0.0,-0.00056433,-0.00081433,0.0,-0.00955254,0.01193482,-0.00324558,0.0,0.0,-0.00017749,0.00016119,0.00147256,0.00068271,0.00095024
2017-48,0.00022482,0.0,0.08200778,-0.0037037,-0.05362386,0.01293357,-0.01373909,0.03902155,0.0042568,0.0,-0.001228,-0.00243688,-0.00193131,-0.00120961,-0.0009434,0.0056684,-0.0002053,-0.00096432,9.321e-05,-0.00048954,0.00171821,-0.00137694,0.0,-0.00183908,-0.00472953,0.0010745,-0.00068099,0.00148209,0.00279981,-0.00447678,-0.00887455,-0.0006115,0.01531394,-0.01569966,0.00434625,0.00363901,0.00468731,-0.0042328,-0.002249,0.00174333,-0.00017044,0.00400139
2017-47,0.0,-0.01248684,0.0,0.00620347,0.0,0.0071048,0.0,-0.01653364,0.0067962,0.0,0.00123052,0.00254254,0.00117766,0.00121191,0.00220681,-0.00422337,0.00020542,0.00115875,0.00027975,0.00061229,0.00344432,0.00103448,-0.0128866,-0.00321248,-0.00648203,-0.00285816,0.00219964,0.00363096,0.00984991,-0.00946021,-0.00963855,-0.00020387,-0.01010611,0.00364964,0.0,-0.00720981,0.00605536,0.00408018,0.00161005,0.00335886,0.00051177,0.00828753
2017-46,0.0,0.0,0.0,-0.03101229,0.0,0.02487864,0.0,-0.02082161,0.02481035,-0.00834939,0.00287711,0.00382203,0.00126156,0.0008655,0.00921513,-0.00794393,-0.0002053,0.00135213,0.0,-0.0006117,0.01513828,-0.00068871,0.0,-0.01536376,-0.03113396,-0.0014301,0.00632718,0.01634809,0.04717445,-0.04872881,-0.04677914,-0.00061125,0.01169293,0.00804783,0.0,-0.0107604,0.03145695,0.00551307,0.00193299,0.01512468,-0.00034095,0.02339495
2017-45,0.0,0.0,0.0,0.04960196,0.0,0.0015193,0.0,0.04917062,-0.02068724,0.0,-0.003276,-0.00632665,-0.00301609,-0.002761,-0.00819156,0.01328273,-0.00061526,-0.00346354,0.0,-0.00109971,-0.01522989,-0.0017188,-0.01347118,0.01556777,0.0328735,0.00611291,-0.0096684,-0.01595569,-0.04658824,0.0496963,0.04828412,-0.00061075,-0.0035461,-0.01759134,0.0,0.01972243,-0.03161026,-0.01544944,-0.00352903,-0.01506186,-0.0005109,-0.02046732
2017-44,-0.00022487,-0.03428737,0.0,-0.04360465,0.0,0.00364631,0.00698216,-0.01783659,0.01975043,0.0,0.00287474,0.00283425,0.00050323,0.0,0.00603558,-0.00282619,-0.0010248,0.00115629,9.327e-05,-0.00109917,0.01167542,0.0,-0.04144144,-0.01217862,-0.02276608,-0.00286328,0.00601447,0.01192376,0.03596059,-0.03578947,-0.03246753,-0.000407,-0.01440636,0.01875,0.0,-0.00575954,0.02610365,0.00514093,0.00112432,0.01105349,-0.00051073,0.01715928
2017-43,0.00044984,0.0,0.0,0.03699422,0.0,0.00765462,-0.00232198,0.0183908,-0.01140036,-0.00357724,-0.00246508,-0.00273892,-0.0007556,-0.00086371,-0.0044501,0.00562852,-0.000205,-0.00154232,-9.327e-05,0.00024444,-0.00730567,0.0,0.07801878,0.00855471,0.01729025,0.00107181,-0.00517977,-0.00765542,-0.02326733,0.02298851,0.02387268,0.00061062,0.02571861,-0.01234568,0.0,0.00429185,-0.01627996,-0.00638864,-0.00112576,-0.00751982,0.0,-0.01093341
2017-42,0.00044994,0.0,0.0,0.05103281,0.0,0.01617922,0.0,0.05035971,-0.0185365,0.0,-0.00409333,-0.00603406,-0.00318285,-0.00293154,-0.00758294,0.01186521,-0.00040992,-0.00307811,9.327e-05,-0.00024438,-0.01328328,-0.00068799,-0.06704923,0.01413589,0.02814858,0.00720461,-0.00831758,-0.0142062,-0.04234063,0.04343105,0.04236956,-0.00020346,-0.01047904,-0.02066487,-0.00180766,0.0131291,-0.02935665,-0.01281376,-0.00272698,-0.01270614,-0.00034054,-0.01968783
2017-41,0.00045005,0.0,-0.00070646,-0.04676674,0.0,-0.0204206,0.0,-0.04378284,0.02254893,0.0,0.00328407,0.00576566,0.00243105,0.0018995,0.00890019,-0.01083883,0.00061501,0.00366159,0.00018658,0.00061072,0.01464129,0.00103199,0.0,-0.0152809,-0.03102962,-0.00608229,0.00891225,0.01508512,0.04671968,-0.04519481,-0.0458302,0.00061038,-0.00149477,0.01829826,0.0,-0.01301518,0.02905631,0.01203966,0.00369419,0.01479655,0.00085106,0.02364559
2017-40,-0.00022497,0.0,-0.00736325,0.03347035,0.0,0.0133873,0.01187834,0.01348183,-0.00771716,0.0,-0.00123153,-0.00117268,-0.00050302,-0.00138026,-0.00158781,0.00282752,-0.00061463,-0.00115562,-0.00018658,-0.00121996,-0.00496495,0.00068776,0.05211312,0.00540541,0.01133787,0.00035829,-0.00296804,-0.00554855,-0.01675702,0.01569859,0.01628788,0.0,0.001997,-0.00613497,0.01207464,0.0,-0.01112248,-0.00247656,-0.00096324,-0.00423787,-0.00034025,-0.00623081
2017-39,0.00022502,0.0,-0.00349406,0.06766917,0.0,0.01206732,0.0,0.06273526,-0.0279159,0.00605267,-0.00489596,-0.00736434,-0.0036734,-0.00309598,-0.01129235,0.01680269,-0.00081883,-0.00459946,0.00046672,-0.00036612,-0.01719198,-0.00137127,0.00156691,0.01745521,0.03689492,0.00904814,-0.01120722,-0.01755977,-0.05157993,0.05444444,0.05303335,-0.00060976,0.01312468,-0.02416851,0.0,0.01696165,-0.03656442,-0.01564401,-0.00415402,-0.01703098,-0.00067993,-0.02792856
2017-38,0.00045025,0.0,0.04758419,0.00738462,0.0,0.01441846,0.0,0.02634881,0.00176476,-0.00261054,-0.00163332,-0.00261729,-0.00150263,-0.00068847,0.0,0.00334768,-0.00020467,-0.00268251,0.00037348,-0.00061013,-0.00057654,-0.00102881,-0.00061977,-0.00045641,-0.00203607,0.00288809,-0.00135808,0.00058101,-0.00047237,-0.00163132,-0.00157356,-0.00081268,0.0,-0.01066904,0.0,0.00738007,0.00049807,-0.00470138,-0.00191632,0.00040502,-0.00051003,0.00319206
2017-37,0.00022517,0.02076227,0.0,0.03499676,-0.00644864,0.01407507,0.0,0.05675676,-0.00592954,0.0,-0.00365705,-0.00308018,-0.00382187,-0.00325621,-0.00468897,0.00971345,-0.00102208,-0.00419527,-9.334e-05,-0.00073117,-0.00485437,-0.00239398,0.01573812,0.00599631,0.00920154,0.00729129,-0.00516312,-0.00468172,-0.01510297,0.01458216,0.01377634,-0.00121778,0.01184956,-0.00913242,0.0,0.0165538,-0.00890461,-0.01166181,-0.00381558,-0.00507614,-0.00118825,-0.00367905
2017-36,0.00022523,0.0,0.0,-0.00067114,0.01102142,-0.01874383,0.0,-0.00349406,0.00274867,-0.01478862,0.00081037,0.00114987,0.00058043,0.00034217,0.00031027,-0.00196078,0.00040866,0.00095129,0.0,0.00024355,0.00197964,0.00068306,0.0,-0.00186393,-0.00333333,-0.00145879,0.00163617,0.00187007,0.00666075,-0.00749712,-0.00543024,0.00020284,-0.00969388,0.00431406,0.0,-0.00228659,0.00167045,0.00101798,0.00063422,0.00185308,0.00016966,0.00241504
2017-35,0.00022517,0.0,0.0,0.00893997,0.0,0.00628723,0.0,0.00395517,-0.00525026,0.0,0.0,0.00019301,-8.326e-05,0.0001717,-0.00031368,-0.00096712,0.0,-0.00019113,-0.00018674,0.0004878,-0.00200688,-0.00068423,0.0,0.00229674,0.00382578,-0.00326087,0.0020316,-0.00181383,-0.00508083,0.00441745,0.00519169,0.00020309,-0.00355872,0.00396563,-0.00182615,0.0,-0.00454155,0.00206932,-0.00031857,-0.00160944,0.0,-0.00736519
2017-34,0.0,0.0,0.0,-0.01310044,0.0,0.0,0.0,-0.00259909,0.00420905,0.0,0.000815,0.00164474,0.00033336,0.00068752,0.00094221,-0.00192585,0.00020462,0.0,9.338e-05,0.00024387,0.00258621,-0.000342,-0.0009434,-0.00366468,-0.00673697,-0.00144665,0.00203758,0.00314076,0.00650255,-0.00986301,-0.00953137,-0.00040617,-0.00505817,0.00331272,-0.01333333,-0.00444115,0.0105159,0.00103609,0.00015952,0.00255582,-0.00016984,0.00651351
2017-33,0.0,0.0,-0.0403934,-0.01517911,0.0,0.03312561,0.0,-0.01650794,0.00789287,0.0,0.00163399,0.0026206,0.00108487,0.00051608,0.00315557,-0.00430622,0.00020467,0.00095841,0.00028022,0.00024399,0.00550406,0.0017135,0.0,-0.00545703,-0.01266916,-0.0025289,0.00386862,0.00667223,0.01811249,-0.01867663,-0.0159409,-0.00020305,-0.00403023,0.00734149,0.0,-0.00879765,0.00974269,0.00260326,0.00127857,0.00637547,0.00067993,0.00855081
2017-32,0.00022528,0.0,0.0,-0.03535651,0.0,-0.00583658,0.0,-0.04935225,0.01377213,-0.00736471,0.00450635,0.00525599,0.00359592,0.00292952,0.00697306,-0.01139601,0.00102417,0.00403458,9.343e-05,0.00158711,0.00961538,0.00239808,-0.01242236,-0.01084501,-0.02105263,-0.00576369,0.00669864,0.01090421,0.0315534,-0.0319539,-0.03563306,0.00122001,-0.00849151,0.01617614,0.0,-0.01383831,0.02094174,0.01084864,0.00464669,0.00968358,0.00119088,0.01606101
2017-31,0.00056351,0.0,0.0,-0.03907135,0.0,0.00259403,0.0,-0.01273499,0.01537202,0.0,0.00246407,0.002245,0.00134015,0.00086252,0.00382409,-0.0023663,0.0,0.00115451,0.0,-0.00012212,0.00794819,-0.0010281,0.0,-0.00982582,-0.01837416,-0.00215672,0.00405416,0.00940837,0.02751376,-0.02638255,-0.02578269,0.0,-0.01231527,0.01412622,0.0,-0.00649819,0.02071197,0.00369393,0.00128349,0.00881543,0.00051046,0.0164805
2017-30,0.00011271,0.0,0.0,0.02894271,0.0,-0.00129534,0.0,0.01418002,-0.01497355,0.00498793,-0.00164069,-0.00233781,8.374e-05,-0.00034495,-0.00571066,0.00380228,0.00061513,-0.00096172,0.00018693,0.00048864,-0.00991543,0.00068587,-0.00923077,0.01128668,0.01929625,-0.00035907,-0.00449353,-0.01049626,-0.03297769,0.0312989,0.02713909,0.00040692,0.00950475,-0.0112638,0.0,0.01089325,-0.02234637,-0.00350324,0.00016036,-0.00887372,0.00068085,-0.01845517
2017-29,0.0,0.0,0.0,-0.0572238,0.0,-0.00515464,0.0,-0.04540024,0.02398322,0.0,0.00493827,0.00577639,0.00293649,0.0022468,0.00894855,-0.01176471,0.00102543,0.00366512,-9.347e-05,0.00061095,0.01534829,0.00274631,-0.0015361,-0.01604278,-0.0326508,-0.00573682,0.00851162,0.01632237,0.04984894,-0.04623116,-0.05012713,0.0002035,-0.01720747,0.01823985,0.0,-0.01505376,0.03512424,0.00848506,0.00321388,0.01546961,0.00034043,0.02588106
2017-28,0.00011271,0.01170293,0.01370851,-0.01665741,0.0,-0.0192733,0.0,-0.03817664,0.00654016,0.0,0.00247627,0.00462826,0.00319946,0.00207936,0.00385356,-0.0116171,0.00041042,0.00329138,0.00046755,0.00085616,0.00297,-0.00068729,0.00884146,-0.00354296,-0.00683247,-0.00426288,0.00455247,0.00350727,0.0107582,-0.0108321,-0.00858984,-0.00020367,-0.00977995,0.01905204,-0.00608883,-0.01755618,0.00776214,0.00928903,0.00387534,0.00389267,0.00119352,0.00295913
2017-27,0.0,0.0,0.0,0.03238636,0.0,0.00158228,0.0,0.02057143,-0.01843151,0.0,-0.00247321,-0.00275347,-0.00067385,-0.00052011,-0.00670927,0.00512582,0.00082169,-0.00212848,0.00018707,0.00048972,-0.01146722,0.0,0.00923077,0.01209136,0.02347024,0.00463623,-0.00461184,-0.01393817,-0.03992114,0.03979592,0.03585952,0.0,0.01337296,-0.00856283,0.01491451,0.00704225,-0.02512887,-0.00463706,-0.00080697,-0.0110011,0.00034106,-0.02004717
2017-26,0.00045111,0.0,0.0,0.09026435,0.0,0.0,-0.01529563,0.10540013,-0.03459638,0.0,-0.00734994,-0.0118114,-0.00526844,-0.00448044,-0.01629583,0.02408478,-0.00102564,-0.00633397,0.00028066,-0.0007335,-0.02456441,-0.00102845,0.0,0.02443522,0.04917062,0.01012292,-0.01641814,-0.0244784,-0.07327001,0.07735114,0.07209021,-0.00061087,0.02140673,-0.02684859,0.0,0.03476331,-0.04786138,-0.02449543,-0.0065621,-0.02327759,-0.00017044,-0.03663194
2017-25,0.00022556,0.0,-0.03549061,-0.03316953,0.0,-0.00899165,0.01553322,-0.01834282,0.01779043,0.0,0.00328138,0.00359817,0.00192791,0.00103591,0.00600316,-0.00764088,0.00041068,0.00230991,0.00028069,0.00097895,0.01160766,0.00102951,0.01975781,-0.01225601,-0.0241033,-0.00504323,0.00576325,0.01277555,0.03897338,-0.03703704,-0.03350019,0.0004075,-0.02419753,0.00467602,0.00365097,-0.01167883,0.02122877,0.00626305,0.00256781,0.01223158,0.00102337,0.01880235
2017-24,0.00045121,0.0,0.0,-0.04347826,0.0,-0.00773196,0.0,-0.0349345,0.0241282,0.02004271,0.00369914,0.00438297,0.00184425,0.00103591,0.00731552,-0.00809139,0.00102648,0.00173244,0.00046803,0.00061185,0.01529412,0.00102881,-0.02372035,-0.01610738,-0.03121516,-0.00324558,0.00746553,0.01601152,0.04658077,-0.04850935,-0.04884319,0.00061125,0.00197922,0.01680861,-0.01368383,-0.01234568,0.02957058,0.00890052,0.00224755,0.01472612,0.00068213,0.02720278
2017-23,0.00022561,0.01223881,0.0,0.00534759,0.0010878,0.01464844,0.0,0.00440806,-0.00471484,0.01840388,-0.00123102,-0.0011672,-0.00100486,-0.00103538,-0.00158932,0.0019084,-0.00041042,-0.00038484,-9.359e-05,-0.0006114,-0.00263852,-0.00102775,-0.00031201,0.00269179,0.0053281,0.00216606,-0.00083707,-0.0035443,-0.01028404,0.01021972,0.01042054,-0.00081433,-0.00736739,-0.00623192,0.0,0.00727802,-0.00510465,-0.00226244,-0.00048115,-0.00301908,0.0,-0.004459
