Week,BIL,DFVL,DFVS,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEF,IEI,ITE,PLW,PST,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TBF,TBT,TBX,TLH,TLT,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
2019-09,0.00054993,0.0,0.0,-0.03761419,0.0,-0.00710526,0.0,-0.06454816,0.02480761,0.0,0.00609508,0.00813402,0.00514139,0.00559417,0.01075609,-0.01601098,0.00161518,0.00590814,0.00045579,0.00204622,0.01606308,0.00170126,0.05178571,-0.01587302,-0.03169308,-0.00878426,0.01154051,0.01657831,0.04829083,-0.04761905,-0.04540295,0.00180397,-0.01611328,0.02633419,-0.00747065,-0.02393038,0.03311347,0.01590745,0.0053994,0.01612903,0.0020114,0.02379216
2019-08,0.00055018,0.0,0.0,0.0531856,0.0,0.0018455,0.0,0.057394,-0.02730345,0.00903427,-0.00486421,-0.00646593,-0.00339432,-0.00422797,-0.01006606,0.01198709,-0.00121065,-0.00437262,0.00036483,-0.00060161,-0.01820283,-0.00068074,0.00274725,0.0191793,0.0383959,0.00741002,-0.01072022,-0.01896996,-0.05811518,0.05853392,0.05831703,-0.00080192,0.02076125,-0.02499427,0.00714286,0.02356406,-0.03764644,-0.01398852,-0.00396259,-0.01839329,-0.00050277,-0.02918009
2019-07,0.00033018,0.0,0.0,0.00796813,0.0,0.14939394,0.0,0.01049869,-0.00912601,0.0,-0.00080939,-0.0001927,8.274e-05,-0.00050701,-0.00156691,0.00138953,0.00020182,0.00019004,0.0002737,0.00024067,-0.00544413,0.00068074,0.0,0.00585059,0.01244933,0.00106082,-0.00300865,-0.00585519,-0.01834862,0.01738643,0.01805778,0.0,0.00597907,0.00869963,0.00107411,0.00295203,-0.01253554,-0.00107335,-0.00047506,-0.00563229,0.00033512,-0.01022207
2019-06,0.00044053,0.0,0.0,-0.007287,0.0,0.1030479,0.0,0.01623037,0.00158674,-0.00880037,0.0,-9.65e-05,-0.00033126,-0.0005077,0.00094162,0.00184928,-0.0004038,-0.0011409,0.00045641,0.0,0.00057471,-0.00034037,-0.00477002,0.0,-0.00115174,0.00105932,0.00105644,0.00091029,0.00154083,-0.00111421,-0.00317965,0.0004012,0.00049727,-0.00550206,0.00071531,0.00441501,0.00025994,-0.00107508,-0.00063412,0.00094187,-0.00016764,0.00123993
2019-05,0.00044067,0.0,-0.01202646,-0.04730832,0.0,-0.08133333,0.0,-0.03417085,0.02306381,0.0,0.00529101,0.00708394,0.0041542,0.00509511,0.01012018,-0.0123683,0.00141529,0.0047719,0.00045662,0.0015674,0.01600233,0.00102249,-0.01908269,-0.01553484,-0.03120607,-0.00632911,0.01041746,0.01599531,0.04840426,-0.04516129,-0.04458109,0.00200803,-0.01572482,0.02265826,-0.00676397,-0.01455604,0.03194463,0.0128437,0.00461416,0.01593354,0.00218341,0.02504053
2019-04,0.00033065,0.0,0.0,-0.02432432,0.0,-0.0059108,0.02811084,-0.0284006,0.00665049,0.00015442,0.00285249,0.00447384,0.00333111,0.00340483,0.00379987,-0.00775901,0.00141758,0.003443,0.00063968,0.00144893,0.00670554,0.00170707,-0.00433333,-0.00620018,-0.01316527,-0.00491056,0.00586846,0.00679929,0.02034261,-0.01869658,-0.01946565,0.00160836,-0.00637567,0.01896511,-0.00142501,-0.01230992,0.01189204,0.00817736,0.00334982,0.00654932,0.00184905,0.00613331
2019-03,0.00022051,0.0,-0.02463343,-0.02841823,0.0,0.0,0.0,0.00947631,0.00387108,0.0,0.00081566,0.00029194,0.0,-0.00034048,0.0,-0.00045579,0.00040519,0.00019139,0.00036566,-0.00012074,0.00116652,0.0,0.0263428,-0.0013292,-0.00391937,0.00070175,0.00015236,0.00134352,0.00643087,-0.0048,-0.00533944,0.00040225,-0.00147131,-0.00584932,0.0,-0.00072046,0.00240481,0.0,0.00047877,0.00191152,0.0003363,0.00579973
2019-02,0.00055163,0.0,0.08253968,0.01886792,0.0,0.0,0.0,0.04122137,-0.00988409,0.0,-0.00285249,-0.00650044,-0.00399036,-0.00407886,-0.00537634,0.01193756,-0.00081004,-0.00477373,0.00045725,-0.00084521,-0.00699708,-0.00170648,0.02180579,0.0079858,0.01630588,0.0066925,-0.0064624,-0.00763423,-0.02238806,0.02140182,0.02219671,-0.00160772,0.00736739,-0.02423823,0.00462633,0.01814224,-0.01506667,-0.01282514,-0.00398089,-0.00790837,-0.00050437,-0.01143938
2019-01,0.00033105,0.0,0.0,0.05698006,0.0,-0.00080537,0.0,0.00309438,-0.01086668,0.0,-0.00081334,0.00058213,0.00066539,0.00102041,-0.00220542,-0.00045977,0.0,0.00057318,0.00036597,0.00060408,-0.00749712,0.00034153,0.01229088,0.00718133,0.01435956,-0.00070472,-0.00121322,-0.00672478,-0.02167183,0.0215708,0.02335709,0.0,0.00745156,0.01164415,0.01407434,0.00807636,-0.01447197,-0.00036088,0.00079681,-0.00634449,0.00033642,-0.01152993
2019-00,0.00033116,0.0,-0.07948568,-0.01787709,0.0,-0.00805369,0.0,-0.00933126,0.00932091,0.0,0.00859599,0.00193874,0.00149638,-0.00101695,0.00315457,-0.00322284,-0.00060716,0.00076321,0.00073247,0.0,0.0034642,0.00068306,-0.01080716,-0.00537634,-0.01256425,-0.00317125,0.00128632,0.00499127,0.01554404,-0.01539307,-0.02455183,0.00080434,-0.00496032,0.0022941,-0.02153955,-0.00799419,0.00770134,0.0037831,0.00095465,0.00555029,-0.00033602,0.01028623
2018-51,0.00033131,0.0,0.0,0.00330396,0.0,-0.03796488,0.0,-0.02327885,-0.00665247,0.0,0.00204165,0.00312347,0.00325815,0.0029035,-0.00031636,-0.00591985,0.00162371,0.00345622,0.00054955,0.00157252,-0.00202781,0.00102634,-0.00235849,0.00268456,0.00570451,-0.00245528,0.00381417,-0.00224944,-0.00832033,0.00765027,0.00743349,0.0022164,0.00247525,0.01151586,0.00354359,-0.00285919,-0.00591094,0.00620325,0.00304,-0.00230446,0.00151592,-0.01368159
2018-50,0.00033146,0.0,-0.04456825,-0.05040733,0.0,-0.0043713,-0.01236842,-0.02508282,0.02249954,0.0,0.00493218,0.00560913,0.00293895,0.00309013,0.00962464,-0.00986547,0.00142334,0.00366866,0.0006415,0.00133349,0.01417183,0.00102845,0.01713502,-0.01491228,-0.02958094,-0.00417973,0.00888237,0.01538854,0.04460352,-0.04524422,-0.04381443,0.00181781,-0.01409135,0.01854528,-0.00668779,-0.0195258,0.02866112,0.00944619,0.00289668,0.01478513,0.00168862,0.02520392
2018-49,0.0003316,-0.01934016,0.0286533,0.01636829,0.00548145,-0.00178208,0.0,0.01941288,-0.00402562,0.0,-0.00123406,-0.00304998,-0.00109253,-0.00120337,-0.00256328,0.00672948,0.000611,-0.0015453,0.00036674,0.00048561,-0.00413956,0.0,-0.01559322,0.0043802,0.00873839,0.00383142,-0.0046307,-0.00349382,-0.01108647,0.01278119,0.01097695,0.00020214,0.00436258,-0.00886652,0.00282386,-0.00069348,-0.00917054,-0.00648028,-0.00128824,-0.00360061,0.00050719,-0.00285846
2018-48,0.00044238,-0.01772031,-0.03190014,-0.08452656,0.0,-0.02531017,0.04227486,-0.05879752,0.03233169,0.0,0.00788709,0.01004276,0.00608879,0.00727525,0.01235371,-0.01977153,0.00265414,0.00642148,0.00036691,0.0028001,0.0215478,0.00275482,-0.00337838,-0.0217484,-0.04405286,-0.00964852,0.01514914,0.02185888,0.06582885,-0.06335697,-0.06474576,0.00162075,-0.02952202,0.03089188,0.0,-0.03848751,0.04521161,0.02004539,0.00681376,0.02073275,0.00203355,0.03254921
2018-47,0.0003319,0.0,-0.01537632,-0.02454545,0.0,-0.01104294,0.0,-0.02709568,0.00394914,0.0,0.00249896,0.00551102,0.00288527,0.00295549,0.00328407,-0.01083189,0.00081699,0.00332226,0.00036707,0.00109596,0.00368098,0.00068871,-0.02439024,-0.00421941,-0.00711021,-0.00684229,0.00602219,0.00397808,0.00987045,-0.01189387,-0.01147917,0.0,0.0,0.00705823,-0.00381679,-0.01196809,0.00353045,0.01073002,0.0029316,0.00401952,0.00101747,0.00379082
2018-46,0.00044272,0.0,0.01119913,0.00090171,0.0,0.00421314,0.0,0.00171013,0.00288573,0.0033298,-0.00041632,0.00020028,-0.00033913,-0.00017367,0.00262381,0.0,0.0,0.00019524,0.00036721,-0.00048691,0.00061275,0.0,0.00463576,-0.00169062,-0.00178162,0.0,0.00110935,0.00105951,0.002457,-0.00137931,-0.00427632,0.00040543,-0.0079328,0.00684411,-0.00962199,-0.00331785,0.00366892,0.0,-0.00016281,0.00071726,0.0,0.00251816
2018-45,0.00044287,0.0,-0.02888655,-0.01938326,0.0,-0.03070697,0.0,-0.04787018,0.00348837,0.00315706,0.00418585,0.00666263,0.00503284,0.00471863,0.00595041,-0.01283148,0.00225225,0.00511207,0.00018367,0.00207545,0.00432099,0.00172592,-0.01793868,-0.00336134,-0.00853414,-0.00849473,0.00647068,0.00534045,0.01445632,-0.01347709,-0.01289491,0.00203376,-0.002792,0.03693931,0.0,-0.01693811,0.00998063,0.01360809,0.00474865,0.00535069,0.00238014,0.00508061
2018-44,0.00044302,0.0,0.01067708,-0.00512821,0.0,0.01596131,0.0,0.00160385,0.0133995,0.0,0.00126103,0.00141959,-8.546e-05,0.00035057,0.00433045,-0.00169851,-0.00020483,-0.00019701,0.00027568,-0.00024429,0.00625978,0.00034566,-0.00787143,-0.00786749,-0.01559454,-0.00033921,0.00249377,0.00812861,0.02362205,-0.02365591,-0.02251696,0.0,0.0,-0.00420389,-0.00068681,0.00256739,0.01411692,0.00097943,0.00032846,0.00747691,-0.00017013,0.01648904
2018-43,0.00033241,0.0,0.01660079,0.05246776,0.0,0.00853659,0.0,0.05770851,-0.03167552,0.0,-0.00709812,-0.00934767,-0.00484941,-0.00592748,-0.01349572,0.01857451,-0.00143208,-0.00587889,0.00027579,-0.00158595,-0.02154509,-0.00103555,0.01422428,0.0227752,0.04370894,0.00993151,-0.01312545,-0.02138421,-0.06451613,0.0675737,0.06666667,-0.00081334,0.005145,-0.02478283,0.0,0.02954695,-0.04685428,-0.01790872,-0.00588139,-0.02060816,-0.00152905,-0.03291337
2018-42,0.00033252,0.0,-0.01197605,-0.06835443,0.0,-0.03169268,0.0,-0.05791353,0.01681987,0.0,0.00629987,0.01004974,0.00659359,0.00719803,0.0089701,-0.01865988,0.00205128,0.00730215,0.00045985,0.00232416,0.01150498,0.00172891,-0.02136614,-0.0112782,-0.02474635,-0.01016605,0.01093072,0.01264007,0.03710813,-0.03648352,-0.03689688,0.00244349,-0.00139405,0.03271768,0.0,-0.03448276,0.02535849,0.01803214,0.00756952,0.01252184,0.00306696,0.01439984
2018-41,0.00022178,0.0,-0.00155561,0.02377807,-0.03559471,0.01234269,0.0,0.01696284,-0.01014689,0.0,-0.00167715,-0.00232982,-0.00102643,-0.00140277,-0.00231788,0.00468883,-0.00041009,-0.0013804,0.00036802,-0.00036675,-0.00648348,-0.00103699,0.00618893,0.00588978,0.01359859,0.00203804,-0.00280404,-0.00622776,-0.01933874,0.0202977,0.02067851,-0.00061062,0.00748013,-0.01173097,0.0,0.00774693,-0.01410333,-0.00566075,-0.00197174,-0.00650195,-0.00034054,-0.01392541
2018-40,0.00022185,0.0,-0.00128502,-0.04413619,0.0,0.00873999,0.0,-0.02818004,0.02575532,0.00901613,0.00421408,0.00540045,0.00248735,0.00299085,0.00968604,-0.00927879,0.00102627,0.00296677,0.00018404,0.00097931,0.01663006,0.00034602,-0.00967742,-0.01615576,-0.03074671,-0.00676133,0.00815766,0.01608385,0.04901961,-0.04727116,-0.04560863,0.00040741,-0.01880734,0.02429907,-0.00410818,-0.01901141,0.03074335,0.00966851,0.00313273,0.01496918,0.00136356,0.02983436
2018-39,0.0004439,0.0,0.02936508,0.06532663,0.0,0.01362862,0.0,0.05436573,-0.04,0.0,-0.00669176,-0.00979007,-0.00418696,-0.00595238,-0.01379763,0.01890034,-0.00123052,-0.00610116,0.00027617,-0.0004893,-0.02528175,-0.00138265,0.01418674,0.02777778,0.05415911,0.01093643,-0.01487314,-0.02681858,-0.07911957,0.08180536,0.08330523,-0.00101854,0.02939782,-0.02313625,0.0,0.02602472,-0.05409294,-0.01916747,-0.00541339,-0.02537782,-0.00085179,-0.04372155
2018-38,0.00022202,0.0,0.0,0.00369344,0.0,-0.00024331,0.0,-0.01028807,0.00517014,0.0,0.00125366,0.00272562,0.00145336,0.00175193,0.00393443,-0.00429923,0.00041042,0.00157573,0.00046057,0.0007343,0.00333535,0.00069204,0.0,-0.003003,-0.00652742,-0.00341413,0.00254089,0.00401817,0.01058201,-0.01187085,-0.00988749,0.0006115,0.00380771,0.00618238,0.00383409,-0.00065232,0.00656205,0.00658404,0.00131298,0.00426257,0.00085208,0.00489734
2018-37,0.0002221,0.0,0.01722282,0.03689506,0.0,0.01789709,0.0,0.02765957,-0.01702558,0.0,-0.00291424,-0.00531648,-0.00230218,-0.00279427,-0.00618288,0.01046664,-0.00020517,-0.0033366,0.00018426,-0.00024471,-0.01196172,0.0,0.02920204,0.01219512,0.02476447,0.00687994,-0.00747561,-0.01230637,-0.03595506,0.03727634,0.03672014,-0.00020371,0.01836636,-0.01464646,0.0,0.01259112,-0.02519031,-0.0122184,-0.00310762,-0.01190309,0.0,-0.01750829
2018-36,0.0002222,0.0,0.02737075,0.02716049,0.0,0.03541401,0.0,0.0317041,-0.01101302,0.0,-0.00332088,-0.00449461,-0.00314626,-0.00330838,-0.00452928,0.00879894,-0.00082001,-0.00371747,9.215e-05,-0.00085554,-0.00800949,-0.00103699,0.0,0.00834798,0.01779847,0.00449205,-0.00524667,-0.00853242,-0.02461707,0.02445237,0.02446148,-0.00183076,0.00583374,-0.0206519,0.00279623,0.00803751,-0.01607192,-0.0085195,-0.00326318,-0.00805891,-0.00119149,-0.01039008
2018-35,0.00033341,0.0,0.0,0.01959799,0.0,0.00332311,0.0,0.0182954,-0.00951087,0.0,-0.0024855,-0.00249227,-0.00186757,-0.00191138,-0.00451176,0.0048651,-0.00040984,-0.00214802,0.00027655,-0.00073287,-0.0070943,0.0,0.0,0.00705779,0.0137817,0.00242466,-0.00421414,-0.00756481,-0.02321814,0.02215353,0.02028772,-0.000407,0.02081269,0.00271873,0.0,0.01014885,-0.01540541,-0.00583255,-0.00162866,-0.00747301,-0.00034025,-0.01070392
2018-34,0.00022232,0.0,-0.00112549,0.00828157,0.0,-0.02077597,0.0,-0.00272232,-0.0062383,0.0,-0.00041339,-0.00049707,0.00033933,-0.0003471,-0.00352451,0.00177936,0.00040984,-0.00039017,0.00036894,0.0004887,-0.00438982,0.0,0.00409137,0.0044603,0.00930101,0.00034722,-0.00162993,-0.00487764,-0.01515944,0.01382979,0.01566679,0.0,0.0,-0.00294695,0.00140795,-0.00068399,-0.01147606,-0.00018744,-0.0003252,-0.00424658,0.0006805,-0.005258
2018-33,0.00044489,0.0,-0.00282486,-0.00209534,0.0,0.03497409,0.0,0.00185099,0.00159688,0.0,0.00082645,0.00069479,-0.00042355,0.00034674,0.00448862,-0.00133809,0.0,0.00019486,0.0001845,0.0,0.0035057,0.0,-0.00945626,-0.00357782,-0.00876945,0.00034843,0.00193768,0.00411419,0.01194185,-0.01125402,-0.01037663,0.0002035,-0.00148441,0.01133005,0.0,0.00481431,0.00657462,0.00055939,-0.00016239,0.00410284,0.0001701,0.00524538
2018-32,0.00011123,0.0,-0.0171204,0.01063291,0.0,-0.00874563,0.0,0.0,0.00867209,0.01402838,0.00207297,0.00149581,0.00042463,0.00017379,0.00161238,-0.00265369,0.00061538,0.0003907,0.00036917,0.0006114,0.0038382,0.00069204,-0.01660578,-0.00398054,-0.00748337,-0.0017337,0.00195069,0.00475584,0.01232583,-0.01296008,-0.01375465,0.000407,0.00245339,0.00621736,-0.00732218,-0.00270819,0.0091361,0.001693,0.00032573,0.00511544,0.00051073,0.00488688
2018-31,0.00033385,0.0,-0.02138158,-0.030185,0.0,0.01162791,0.01553183,-0.03321678,0.01719407,0.0,0.00499584,0.00591657,0.00306722,0.00348918,0.00616283,-0.01007446,0.00123203,0.00372622,0.00046164,0.00134655,0.01102832,0.00069228,-0.00232635,-0.01226456,-0.02281369,-0.00586207,0.00778118,0.01148637,0.03250689,-0.03323263,-0.03464453,0.000815,-0.00194175,0.00675676,0.0,-0.01602136,0.02286105,0.01218815,0.00408831,0.01172366,0.00170532,0.01728237
2018-30,0.00044538,0.0,0.0,-0.00673401,0.0,-0.01616513,-0.01165022,-0.01330472,0.00597866,-0.00491751,0.00166875,0.0027163,0.00230651,0.00139934,0.00390879,-0.0043554,0.0006164,0.00236035,0.00055422,0.00085784,0.00299401,0.000693,0.01142857,-0.00305677,-0.00647598,-0.00343761,0.00307717,0.00370179,0.00891862,-0.00995025,-0.01034606,0.00040808,-0.00145419,-0.00430489,-0.00208768,-0.01184211,0.00538451,0.00420731,0.00196689,0.00336323,0.0008531,0.00644508
2018-29,0.00033411,0.0,0.0,-0.00048591,0.0,0.00249688,0.0,0.00259291,0.00266006,0.00063492,-0.00083299,0.00050266,-0.0004268,-0.00052448,0.00227716,0.0,-0.00020547,-0.00078601,0.00018479,-0.00012253,0.00119439,-0.0003465,-0.00501672,-0.00262467,-0.00244101,0.00034459,0.00015751,0.00154666,0.00332042,-0.00250501,-0.00467122,-0.00020404,0.02440239,-0.00578616,0.0,-0.00528751,0.0005493,0.00019084,0.0,0.00153868,-0.00034118,0.0040367
2018-28,0.00033419,0.0,-0.03076504,0.02964119,0.0,0.00479435,0.0,0.00989654,-0.02119018,0.0,-0.00124327,-0.00219605,-8.514e-05,-0.00087078,-0.00641643,0.00354453,0.00041085,-0.00039162,0.00018484,0.00024498,-0.01109489,0.0003465,0.0,0.01075269,0.02359295,0.00104058,-0.00451362,-0.01190776,-0.03547558,0.03494624,0.03586579,0.00020396,0.0,-0.00619886,0.0,0.0067659,-0.0236973,-0.00451382,-0.00097927,-0.01161361,0.00051177,-0.01829107
2018-27,0.00022287,0.0,-0.0238806,-0.00312175,0.0,0.00718501,0.0,-0.01390758,0.00947406,0.0,0.00207383,0.00249775,0.00136251,0.00121994,0.00385356,-0.00398759,-0.00020542,0.00137094,0.00027737,0.00036751,0.00555718,-0.00069276,0.00369251,-0.00537153,-0.01162132,-0.00277585,0.0035044,0.00630252,0.01755292,-0.01766595,-0.01879555,0.00020387,-0.0014918,0.00074442,0.0,-0.00674309,0.01180638,0.00414079,0.0019595,0.00643483,0.0,0.00707526
2018-26,0.00044593,0.0,0.03221289,-0.00888657,0.0,-0.00915332,0.0,-0.01610018,0.01687199,0.0,0.00332226,0.00350035,0.00195995,0.00209351,0.00644122,-0.00619195,0.0,0.00176401,0.00027744,0.00048996,0.01057579,0.00069324,-0.01520661,-0.00980829,-0.02049986,-0.00346861,0.00655789,0.01148552,0.03350785,-0.03215604,-0.03213611,0.00224673,-0.00887137,0.00473697,0.0,-0.01010782,0.02264901,0.0048955,0.00261566,0.01031495,0.00051186,0.01665771
2018-25,0.00033452,0.0,-0.0013986,-0.02794715,0.0,0.00820302,-0.00082169,-0.01288889,0.01327793,0.0,0.00332779,0.00250476,0.00136414,0.00157123,0.00387722,-0.00484795,0.00123406,0.00274887,0.00037006,0.00036756,0.00739426,0.00069324,-0.01944895,-0.00752545,-0.01467331,-0.00242466,0.00367791,0.00756738,0.02244789,-0.02272727,-0.02221399,0.00061212,-0.00393701,-0.00099552,0.0,-0.00940228,0.01545491,0.00586677,0.00196335,0.00706273,0.00085353,0.01365157
2018-24,0.00033471,0.0,-0.00027285,-0.00348779,0.0,-0.00201511,0.0,-0.01348999,0.00318095,0.0,0.00208507,0.00221217,0.00162407,0.00175039,0.0012966,-0.00437828,0.00082321,0.0017713,0.00037023,0.0004905,0.00237812,0.00069396,0.00391773,-0.0030837,-0.00521548,-0.00241629,0.00251454,0.00213511,0.00648649,-0.0086558,-0.00622255,0.00061287,0.00244499,0.01190476,0.00278067,-0.00331345,0.00555556,0.00285334,0.00163988,0.00250417,0.00085426,0.00163488
2018-23,0.00022316,0.0,0.052556,-0.02242152,0.0,-0.01322482,0.0,-0.00432152,0.01296433,0.0,0.00167084,0.00221819,0.00017106,0.00070102,0.00423453,-0.00305277,-0.00041161,0.00118203,0.00027775,-0.00012264,0.00868784,-0.00034698,-0.02592,-0.00700219,-0.01595457,-0.00206469,0.00434165,0.00904003,0.02377004,-0.02636816,-0.02572347,-0.00020425,-0.00535019,-0.00379939,0.0,-0.00855263,0.01802174,0.003443,0.0006566,0.00813122,-0.00034165,0.01606055
2018-22,0.00022324,0.0,0.0,-0.00196078,0.0,-0.00692663,-0.00957461,-0.00603969,0.00211378,0.0,0.00125366,0.00141214,0.00111235,0.00105189,0.00195567,-0.0017452,0.00041178,0.00157698,0.00018522,0.00098172,0.00119689,0.0006942,-0.01419558,-0.00043821,-0.00243836,-0.00137741,0.00055236,0.00086007,0.00165289,-0.00548082,-0.00500715,0.00081733,0.0,-0.0007593,0.00243902,-0.00131666,0.00082293,0.00210365,0.00114961,0.00098053,0.00034171,-0.00055218
