Week,DBO,DTO,OLEM,OLO,SCO,SZO,UCO,USL,USO
2015-06,-0.00610583,0.013335,0.0,-0.01173403,-0.00567698,-0.02200489,-0.01816239,-0.00260417,-0.00758725
2015-05,0.0341637,-0.09985966,0.04422915,0.03846154,-0.1252705,-0.09441088,0.07328605,0.03637075,0.04564984
2015-04,0.06259905,-0.06512314,0.05396679,0.05555556,-0.12851944,-0.00735294,0.10683761,0.0536711,0.05631298
2015-03,-0.02822273,0.03608994,-0.00270514,-0.0335277,0.0498366,-0.01625899,-0.05053191,-0.00637213,-0.02745995
2015-02,0.05819296,-0.07013336,0.02782765,0.03008596,-0.11960784,-0.04517986,0.09920635,0.03730394,0.05284319
2015-01,-0.02957746,0.04397849,-0.04303797,-0.04183007,0.0471464,0.01738462,-0.06278027,-0.02580389,-0.0271421
2015-00,-0.02401038,0.03135374,-0.01392204,-0.02874251,0.03631647,0.06024506,-0.03786408,-0.0093985,-0.02019704
2014-51,-0.00628536,0.00930766,-0.02409178,-0.00815851,0.01264084,-0.00640804,-0.01642336,-0.00405157,-0.00669216
2014-50,0.04881101,-0.05542014,-0.02352502,0.05312869,-0.0917232,-0.0747319,0.07823741,0.03454612,0.04273504
2014-49,-0.08714597,0.1443203,-0.10333333,-0.11398964,0.17154668,0.11423077,-0.15668524,-0.06812169,-0.08281054
2014-48,-0.05743741,0.11740435,-0.03660886,-0.03054187,0.11143211,0.03529412,-0.10263761,-0.0492596,-0.05167173
2014-47,-0.11535009,0.18424841,-0.09805063,-0.10664336,0.23705463,0.15913242,-0.21438713,-0.10247842,-0.10995129
2014-46,0.01575867,-0.02438025,0.0,0.00877193,-0.03107345,-0.0465825,0.02660333,0.01256632,0.01464435
2014-45,-0.01758242,0.02976823,-0.04517396,-0.01618399,0.03086722,0.02186421,-0.03757356,-0.02258503,-0.01738241
2014-44,-0.00043253,-0.00262009,-0.0214168,0.03217391,-0.00150754,0.05392732,-0.00307287,0.00053894,0.0
2014-43,0.00210526,-0.00437486,0.00635535,0.05575221,-0.00631579,0.0064547,0.00375783,0.00502646,-0.00032637
2014-42,-0.00457,0.01490771,0.00927441,0.01499118,0.00592672,-0.00047596,-0.009342,0.00554382,-0.00834939
2014-41,-0.02100162,0.03754941,0.0,-0.06331169,0.03857062,0.01167883,-0.04889228,-0.02772126,-0.02313223
2014-40,-0.05017104,0.10626553,-0.06304294,0.00080451,0.11459667,0.01729757,-0.10586649,-0.0400097,-0.0546416
2014-39,-0.05272727,0.10068514,-0.0284543,-0.03700906,0.10208333,0.03951613,-0.09802103,-0.05117469,-0.04926802
2014-38,0.02247191,-0.05152355,0.01368858,0.02779923,-0.05576923,-0.02991233,0.0570761,0.01324817,0.02837087
2014-37,0.00111235,-0.00056481,0.0,0.03544495,-0.00130804,0.00282849,0.0,-0.00093655,0.00028935
2014-36,-0.01358795,0.01850797,-0.02941874,-0.04259928,0.02112211,0.01832941,-0.02258793,-0.01299907,-0.0092219
2014-35,0.00585652,-0.00829282,0.0,-0.00653595,-0.01384311,-0.00963542,0.00900032,0.00370285,0.00316183
2014-34,0.01451906,-0.04696053,0.0,0.03300825,-0.04255319,-0.02416452,0.04313352,0.01448942,0.02552337
2014-33,0.00072622,0.00493899,-0.01389216,-0.00219619,0.00200669,0.02910053,-0.00252048,0.00092187,-0.00285225
2014-32,-0.02072357,0.04424505,-0.01140596,-0.03462898,0.04282655,0.04738562,-0.04549457,-0.02100089,-0.02153506
2014-31,-0.00350508,0.01911626,0.0,0.0086145,0.01878613,-0.00081633,-0.01968162,-0.00268336,-0.00986842
2014-30,-0.03013699,0.07267922,-0.0749354,-0.03129346,0.08064516,0.03578418,-0.07692308,-0.02931525,-0.03852285
2014-29,-0.00372881,0.01756757,0.0,-0.00484765,0.0172956,0.00394144,-0.01883289,-0.00021734,-0.00866142
2014-28,-0.00477002,-0.01886792,0.0,-0.00069832,-0.02183735,-0.00673673,0.02044764,-0.00370048,0.01071811
2014-27,-0.02214765,0.05147308,0.0,-0.02651258,0.05341712,0.02907464,-0.05310436,-0.0187137,-0.02646057
2014-26,-0.01354029,0.03120617,0.0,0.0,0.03086921,0.03304348,-0.03036489,-0.01187195,-0.0162037
2014-25,0.00033014,0.00962567,0.0,-0.02392027,0.00740132,-0.00289017,-0.00805031,-0.00084638,-0.00459653
2014-24,0.0093178,-0.00927909,0.02902725,-0.0107095,-0.00983607,0.00317369,0.00908403,0.00766773,0.00382946
2014-23,0.01875853,-0.05193929,0.0,0.07215007,-0.04736025,-0.02722425,0.04621514,0.01810251,0.02462022
2014-22,0.00311419,-0.00585937,0.0,-0.02835408,-0.00524345,0.00864232,0.00633609,0.00465116,0.00213163
2014-21,-0.01292957,0.02868714,0.0,0.01118881,0.02239382,0.00476324,-0.02345416,-0.0081016,-0.01206083
2014-20,0.02115118,-0.04741935,0.0396679,0.05,-0.04299481,-0.0293714,0.04178196,0.01778964,0.02140182
2014-19,0.0163005,-0.03394014,0.0,0.01187825,-0.03338068,-0.01411126,0.03409419,0.01723747,0.01749112
2014-18,0.00718649,-0.01531072,0.0123745,0.00525526,-0.01589496,-0.00632745,0.01421801,0.00688073,0.00719424
2014-17,-0.01271635,0.02415609,-0.01174574,-0.02130786,0.02280827,0.01268898,-0.02379587,-0.01151501,-0.01144102
2014-16,-0.0248533,0.05897687,-0.01257297,-0.05708245,0.049217,0.01721311,-0.05031447,-0.01860053,-0.02763018
2014-15,0.00799166,-0.0176565,0.01863783,0.02569593,-0.01397059,-0.00547945,0.01386578,0.00445633,0.00749064
2014-14,0.02036442,-0.04400607,0.0,0.0203933,-0.04696133,-0.02073795,0.04621725,0.01827736,0.02480706
2014-13,-0.00177494,0.00802222,0.0,-0.02805755,0.00560617,0.00403769,-0.0078125,-0.00136147,-0.00437278
2014-12,0.02248821,-0.04028436,0.0,0.0138585,-0.0442953,-0.01601891,0.04465902,0.01944444,0.02233389
2014-11,0.01843658,-0.03578586,0.0,0.0,-0.04005168,-0.02960526,0.04038823,0.01828839,0.01963016
2014-10,-0.01576496,0.03790176,0.0,-0.00868307,0.04052198,0.02876344,-0.03997648,-0.01030456,-0.02121212
2014-09,-0.01600557,0.04177461,0.00835267,-0.022567,0.03725347,0.05081922,-0.03772026,-0.01341382,-0.01972281
2014-08,-0.0010627,0.00155618,0.0,-0.01491477,0.0,-0.03973333,-0.0011458,-0.00090785,-0.00135906
2014-07,0.00285408,0.0,0.00209254,0.00504686,-0.00483425,-0.00186319,0.00347725,0.00068384,0.00081833
2014-06,0.01245878,-0.01617562,0.01783133,0.01111935,-0.01571709,0.01058884,0.01647849,0.00791803,0.00785855
2014-05,0.03993914,-0.06569343,0.00630456,0.03134557,-0.06380368,-0.00487179,0.06658006,0.03573153,0.03244496
2014-04,0.00646634,-0.03085927,0.00511821,0.00460829,-0.03367408,-0.02451226,0.03374132,0.00700822,0.01665206
2014-03,0.00607903,-0.0312418,0.03064557,0.01392111,-0.03493191,-0.00247525,0.03449431,0.00896535,0.01735805
2014-02,0.02036819,-0.0437037,0.0,0.01971609,-0.05121145,-0.02467066,0.0528207,0.01816824,0.02682109
2014-01,-0.0091954,0.01717068,-0.05708195,-0.01626646,0.01952901,0.01470949,-0.02061856,-0.01215953,-0.01131963
2014-00,-0.04098061,0.10618203,0.0,-0.05535324,0.1024984,0.04858612,-0.09837573,-0.0402232,-0.05009851
2013-51,0.01329885,-0.0320204,0.0,0.01267711,-0.02848101,-0.01284027,0.02881041,0.0112544,0.01357466
2013-50,0.00670641,-0.03604843,0.01626214,0.01051051,-0.03078818,-0.00988593,0.03052464,0.00709555,0.01545507
2013-49,-0.01186504,0.01812191,-0.01270069,-0.01344287,0.01538462,0.00757384,-0.01652367,-0.0140812,-0.00773417
2013-48,0.02534039,-0.08365019,0.04429429,0.02283105,-0.07876712,-0.04247104,0.08296347,0.02651241,0.04067696
2013-47,-0.00754432,0.01807536,-0.01833044,-0.0129672,0.01952901,0.02009685,-0.02030457,-0.0057623,-0.01064459
2013-46,0.00987092,-0.0209068,-0.00322181,-0.00226757,-0.02494331,-0.00243072,0.02363014,0.01161103,0.01249256
2013-45,0.00263952,0.01927585,-0.00468673,0.00227445,0.02055197,-0.0002448,-0.02207578,-0.00239292,-0.01109165
2013-44,0.00190042,0.00180412,0.0,-0.00380228,0.00057971,-0.0029419,-0.002,0.00024102,-0.00088132
2013-43,-0.02153732,0.07782427,-0.00997082,0.00373134,0.07779172,0.03369066,-0.07550645,-0.02511148,-0.03994374
2013-42,-0.01651982,0.03158793,-0.03496832,-0.01476015,0.03390915,0.01597526,-0.03395433,-0.01853568,-0.01725097
2013-41,-0.0039783,0.02421525,-0.00257491,0.00218818,0.01934623,0.02045153,-0.02095894,-0.00796903,-0.01139138
2013-40,0.00181554,0.01814882,-0.00858668,-0.00435098,0.01344086,0.01548732,-0.01563833,-0.0002281,-0.01050081
2013-39,0.01629026,-0.02523753,0.01242382,0.00221729,-0.02511566,-0.01851362,0.0227469,0.01320361,0.01248304
2013-38,-0.00442804,0.01455869,-0.00187178,-0.00806452,0.01689189,0.00694444,-0.01550606,-0.00553506,-0.00831768
2013-37,0.00220183,0.01706161,-0.00430937,0.00220426,0.0140647,0.00653951,-0.0183239,-0.00022857,-0.00892154
2013-36,-0.00362319,0.00329489,-0.00248869,-0.01010101,0.00146199,0.00110497,-0.00464516,-0.00315315,-0.00231125
2013-35,0.00325733,-0.02685003,0.0,0.00727273,-0.02478134,-0.01820188,0.02404343,0.00833521,0.01547988
2013-34,-0.01023018,-0.02817783,0.0209205,0.00732601,-0.03133705,-0.01618123,0.02797203,0.01007557,0.01369863
2013-33,-0.00073046,0.01201771,-0.00139276,-0.00292184,0.00558659,0.00569414,-0.00802568,-0.00045631,-0.00576369
2013-32,0.01698044,-0.03497369,0.03732242,0.01702443,-0.03937542,-0.02433155,0.04091159,0.01916417,0.01694915
2013-31,-0.00922509,0.01429015,-0.02762819,-0.01324503,0.00883152,0.0184182,-0.01311834,-0.01223171,-0.00634417
2013-30,0.00893855,-0.04791667,0.02281369,0.01498127,-0.0468445,-0.03050224,0.04398411,0.01380117,0.02181524
2013-29,-0.00111899,0.04935555,-0.01131275,0.00525131,0.03658537,0.02508767,-0.03670473,-0.00489282,-0.01872363
2013-28,0.0003723,-0.05727554,0.0,0.00074794,-0.0421123,-0.02333065,0.04154058,0.00956826,0.02070613
2013-27,0.01893939,-0.06866097,0.03679012,0.00909091,-0.05823419,-0.03389392,0.05711775,0.02245581,0.03158473
2013-26,0.02642829,-0.11286624,0.02531646,0.03037383,-0.10344828,-0.0719112,0.11150614,0.03761445,0.05451399
2013-25,0.01673974,-0.03482824,0.02252136,0.02967121,-0.03186405,-0.03109656,0.03328758,0.01652262,0.01605232
2013-24,-0.05153467,0.10357235,-0.04554505,-0.04689864,0.08951841,0.04420432,-0.0884984,-0.04792021,-0.04401611
2013-23,0.01426369,-0.04813096,0.01824633,0.01856148,-0.0411701,-0.02321129,0.04237571,0.01936445,0.02176471
2013-22,0.02522665,-0.06211037,0.02175039,0.02120974,-0.05855162,-0.0400463,0.06037206,0.02461304,0.03015682
2013-21,-0.03554869,0.07305389,-0.01136951,-0.02615385,0.06858054,0.03225806,-0.06592292,-0.03021978,-0.03492157
2013-20,-0.03180613,0.06633416,-0.02124431,-0.03335861,0.06002203,0.03299615,-0.05914852,-0.02800983,-0.03106852
2013-19,0.01001927,-0.02140452,0.01280738,0.00846805,-0.01971231,-0.00288115,0.02049731,0.01275319,0.01033668
2013-18,0.0,-0.00195647,0.00203407,0.0,-0.0016225,-0.00167785,0.0006605,0.00099404,0.0
2013-17,0.01244168,-0.02781707,0.01265496,0.01558846,-0.03011423,-0.01606426,0.02213143,0.00730111,0.01190122
2013-16,0.04147844,-0.06412739,0.0472936,0.05320033,-0.08077994,-0.04338154,0.08143939,0.03460116,0.04085481
2013-15,-0.00290336,0.00402542,-0.03765579,-0.00660066,0.00454133,0.00871508,-0.00733308,-0.0087696,-0.00317561
2013-14,-0.02769111,0.04867774,-0.01463287,-0.02503912,0.05566905,0.02059925,-0.05494881,-0.0221998,-0.02866527
2013-13,-0.04030132,0.07788318,-0.03118661,-0.04292169,0.08115468,0.02865399,-0.07951654,-0.03898635,-0.04036909
2013-12,0.02626497,-0.05577878,0.02361796,0.01538462,-0.05227743,-0.04048678,0.05446041,0.0242682,0.02658789
2013-11,-0.00349515,0.0035014,0.00732026,-0.00620155,0.00051073,-0.00442684,-0.00405132,-0.00201309,-0.00118871
2013-10,0.01580403,-0.03351327,0.00314713,0.00868193,-0.03152709,-0.02367816,0.03286713,0.01172273,0.01694915
2013-09,0.01933145,-0.03678857,0.01957105,0.01121795,-0.04015116,-0.02011299,0.04036364,0.01655886,0.02006173
2013-08,-0.01491951,0.02859737,-0.02027027,-0.01953125,0.0297619,0.01578825,-0.02872966,-0.01513623,-0.01415236
2013-07,-0.03877703,0.07412935,-0.04311199,-0.04172876,0.07536865,0.03883495,-0.07478098,-0.03606636,-0.0389016
2013-06,-0.01149425,0.02133534,-0.01132726,-0.01190476,0.02040816,0.01144945,-0.02071738,-0.01075269,-0.01138952
2013-05,0.0,0.00517114,-0.00297841,0.00301205,0.00704607,-0.00194175,-0.00691606,-0.00024125,-0.00230017
2013-04,0.0149925,-0.02716049,0.01367139,0.012003,-0.02288828,-0.01406743,0.02339364,0.01525424,0.0117344
2013-03,-0.003003,0.01563663,-0.00471932,-0.00225564,0.01255459,0.00291758,-0.01429015,-0.00532688,-0.00656955
2013-02,0.01533742,-0.03193754,0.01320803,0.0107362,-0.0308094,-0.01160862,0.02847896,0.01308642,0.01429405
2013-01,0.00426191,-0.0092614,0.00461538,0.00464756,-0.0107362,-0.00257792,0.00892857,0.0024888,0.00412736
2013-00,0.00900901,-0.02864175,0.01143451,0.01179245,-0.02967359,-0.01313062,0.02830832,0.01033527,0.01528319
