Week,DBO,DTO,OLEM,OLO,SCO,SZO,UCO,USL,USO
2018-10,0.01239276,-0.03533007,0.01700494,0.01679104,-0.03324468,0.0,0.03174603,0.01538462,0.01455133
2018-09,0.00190658,0.01556321,-0.02064096,0.01111111,0.01050228,-0.00379119,-0.01765398,-0.00138889,-0.00953137
2018-08,-0.03534884,0.07695364,-0.04093567,-0.02747253,0.08222433,-0.04364803,-0.07977528,-0.04063205,-0.03810264
2018-07,0.02895753,-0.06072383,0.0,0.03018868,-0.06409131,-0.00402778,0.06642365,0.0319099,0.0306699
2018-06,0.03115578,-0.06052238,0.03068906,0.03515625,-0.07880981,0.0,0.08289242,0.02775073,0.0412111
2018-05,-0.06685499,0.11591652,-0.0720043,-0.05904059,0.15327793,-0.0605428,-0.13948171,-0.06562643,-0.07126077
2018-04,-0.00550964,0.02149396,-0.01615425,-0.00357782,0.00823643,0.0,-0.01012292,-0.0172949,-0.00533944
2018-03,0.03584906,-0.07558285,0.03150027,0.03296703,-0.07083717,0.0,0.07411631,0.02669683,0.03599374
2018-02,-0.00471698,-0.00176478,0.0,0.02234637,0.00826067,0.0,-0.00684932,-0.00136178,-0.0031348
2018-01,0.03988327,-0.07976471,0.04714365,0.04826255,-0.07423392,0.0,0.07788539,0.03024663,0.03957997
2018-00,0.01894317,-0.03740312,0.01806889,0.0,-0.03817734,0.0,0.03813559,0.0161597,0.01988401
2017-52,0.0060423,-0.02052754,0.012,0.01190476,-0.01325834,0.0,0.01296456,0.00722195,0.00502092
2017-51,0.02,-0.03901104,0.02858845,0.00614754,-0.0400588,0.0,0.04050871,0.019,0.01923077
2017-50,-0.01450777,0.01614583,0.01942927,-0.0101626,0.02527348,0.0,-0.0261348,-0.01632047,-0.01206897
2017-49,0.00104822,0.00082288,-0.02659574,-0.00831601,-0.00258112,0.07925439,-0.00279851,0.00601805,0.0
2017-48,0.00519211,0.00486515,0.00176471,0.00410678,-0.01682243,0.0,0.01422018,0.00099256,0.0069025
2017-47,0.03620873,-0.0741146,0.03483483,0.04852321,-0.08418819,-0.19809148,0.08937198,0.02638255,0.04521277
2017-46,-0.00421496,0.01040719,-0.00951814,0.00208333,0.00359066,0.0,-0.00804924,-0.00800801,-0.0026362
2017-45,-0.00521921,0.02205128,-0.00995316,-0.00410678,0.01614679,0.0,-0.01666667,-0.00049975,-0.00781929
2017-44,0.02762431,-0.05908056,0.01629073,0.03296703,-0.05606258,0.0,0.05760249,0.02423604,0.02851886
2017-43,0.03921569,-0.06977527,0.03838647,0.07798165,-0.07701493,0.0,0.07957111,0.03501094,0.0403071
2017-42,-0.00572082,0.02749577,0.0,-0.00680272,0.00511586,0.0,-0.00615213,-0.00163132,-0.00286807
2017-41,0.03098927,-0.05453834,0.03169252,0.00938967,-0.07056562,0.0,0.07142857,0.03280543,0.037
2017-40,-0.01995305,0.03606505,0.0,-0.01616628,0.04736091,0.0,-0.0490941,-0.01560758,-0.02350637
2017-39,-0.01368301,0.02850745,-0.00064516,-0.0045045,0.02367223,0.0,-0.02516411,-0.01298701,-0.01137441
2017-38,0.00825472,-0.01224555,0.00463576,-0.00691244,-0.01265467,0.0,0.01177163,0.00613155,0.00688299
2017-37,0.03143894,-0.06492548,0.03566529,0.04784689,-0.07477124,0.0,0.07755359,0.0290764,0.03869654
2017-36,-0.01084337,0.04150064,0.02697095,-0.01190476,0.03206997,0.0,-0.03347799,-0.00966458,-0.01915323
2017-35,0.03387704,-0.020768,0.03064861,0.035,-0.04071185,0.0,0.03748327,0.02901125,0.01469045
2017-34,0.01376721,-0.0155,0.00350631,-0.02398082,-0.01373626,0.0,0.01169591,0.01535735,0.00411946
2017-33,0.01867995,-0.03799108,-0.00749319,0.00488998,-0.05069583,0.0,0.04795852,0.02115159,0.02572016
2017-32,-0.01203369,0.02094843,-0.01834239,-0.0047619,0.0208389,0.0,-0.02280912,-0.01078932,-0.01089109
2017-31,-0.01189061,0.03435602,0.01740947,-0.01598174,0.03047091,0.0,-0.03231391,-0.01009534,-0.01459144
2017-30,0.05323194,-0.14480838,0.04664723,0.0625,-0.13242545,-0.03249947,0.14401623,0.0556553,0.07052632
2017-29,-0.01143583,0.0274027,-0.02,-0.00492611,0.0199536,0.0,-0.02249489,-0.01139089,-0.01164021
2017-28,0.03921569,-0.08763461,0.04321908,0.03350515,-0.09348014,-0.06804822,0.10226443,0.03945746,0.05038335
2017-27,-0.04993758,0.11561644,-0.02328967,-0.02227723,0.10649905,0.04302193,-0.10446781,-0.05008839,-0.05405405
2017-26,0.06008011,-0.09346358,0.04645849,0.03359173,-0.11599836,0.0,0.12575758,0.06052963,0.06382979
2017-25,-0.02610966,0.05175,-0.04117647,-0.01028278,0.05572097,0.0,-0.05797101,-0.02769231,-0.02850877
2017-24,-0.02027883,0.06323549,-0.03271693,-0.02421308,0.05703772,0.0,-0.05858855,-0.02261905,-0.02941176
2017-23,-0.01865672,0.05948869,-0.02452698,-0.04390244,0.05748792,0.06964042,-0.06574828,-0.02044393,-0.03163265
2017-22,-0.03341289,0.07857143,-0.0410596,-0.02884615,0.07266983,0.0,-0.07044674,-0.03084689,-0.03710938
2017-21,-0.02555168,0.05830619,-0.04115756,-0.03225806,0.04316547,0.0,-0.05118534,-0.02987507,-0.02466793
2017-20,0.0263789,-0.05034221,0.0,0.00938967,-0.05718702,-0.06211313,0.05946882,0.02873239,0.03048181
2017-19,0.01854141,-0.06891892,0.02032235,0.01745636,-0.05973605,0.0,0.05799873,0.02333722,0.02895553
2017-18,-0.03473054,0.08689139,-0.04676019,-0.05720824,0.09361595,0.08120146,-0.09710983,-0.03934795,-0.04827586
2017-17,-0.00591017,0.00145527,-0.0059761,0.0258216,0.00436681,0.09395302,-0.00622877,-0.00777346,-0.00097561
2017-16,-0.05543237,0.14929376,-0.06535142,-0.05,0.14005935,0.0,-0.12999026,-0.0622084,-0.06690778
2017-15,0.00555556,-0.00299646,0.00739372,0.02678571,-0.0003003,0.0,0.0,0.00363071,-0.00089767
2017-14,0.02665122,-0.07505251,0.03163331,0.01818182,-0.0739645,-0.04338771,0.07700535,0.03145336,0.03886256
2017-13,0.04216867,-0.08067075,0.04536222,0.06428571,-0.11323957,-0.01784091,0.1234495,0.05107832,0.05976096
2017-12,-0.00954654,0.0233463,-0.02498356,-0.02364066,0.03631285,0.02325581,-0.03492958,-0.01284199,-0.01752678
2017-11,-0.00356718,-0.00467217,0.00595238,-0.01411765,-0.01419518,-0.00841693,0.01293588,0.00279018,0.00486381
2017-10,-0.08013172,0.14697509,-0.06572482,-0.04166667,0.1884627,0.10785061,-0.16938111,-0.08196721,-0.08776596
2017-09,-0.00658617,0.01857783,-0.02280912,-0.01724138,0.02663363,0.0,-0.02894618,-0.01017294,-0.01569311
2017-08,0.0,0.00431074,0.00180723,0.0154185,0.0084086,-0.01415153,-0.01077199,-0.00203562,-0.00693241
2017-07,-0.00764192,-0.01048481,0.00181378,-0.01077586,-0.00966767,0.0,0.00785582,-0.00356961,0.00618375
2017-06,0.00540541,-0.01701665,-0.00766962,0.00426439,-0.02435312,0.01358213,0.02054795,0.00911854,0.01054482
2017-05,0.02290076,-0.03557137,0.02416918,0.02183406,-0.04477612,0.0,0.04366001,0.01831129,0.02304965
2017-04,0.00761697,-0.00715564,-0.00537956,0.0173913,-0.01437987,-0.02113721,0.01339492,-0.00403023,0.00706714
2017-03,-0.00323276,-0.00470503,-0.01235294,-0.00638298,0.00182149,-0.01617415,-0.00769579,-0.0034965,-0.00349956
2017-02,0.0076087,-0.01216216,0.0173031,-0.00843882,-0.02078385,0.01995012,0.015625,0.00954774,0.00884173
2017-01,0.01933405,-0.03455247,0.02366864,0.02953586,-0.03962492,-0.01765157,0.03853047,0.01843548,0.02097902
2016-52,-0.00104822,0.00210024,-0.00172513,0.0,0.00063231,-0.0069859,0.0,0.00393701,-0.00085251
2016-51,0.00534759,-0.00737571,-0.00292056,-0.01878914,-0.01301847,-0.03006037,0.01336898,0.01005025,0.00521739
2016-50,-0.00318134,0.01075668,-0.01220221,-0.00625,0.00523399,0.04560093,-0.01218451,-0.001,-0.0060241
2016-49,0.00216216,-0.00053812,0.00237954,0.00419287,-0.01579871,-0.01450907,0.01181818,0.00203149,0.00792952
2016-48,0.09563164,-0.16967673,0.08536585,0.0979021,-0.2019025,-0.06049454,0.19382322,0.08347062,0.09961686
2016-47,-0.03665521,0.08502024,-0.03478811,-0.03378378,0.08182276,-0.03054967,-0.077,-0.03210273,-0.04085422
2016-46,0.04636591,-0.07322277,0.04426003,0.03921569,-0.09253856,-0.03027354,0.08628842,0.04537522,0.04559271
2016-45,-0.03056235,0.06362979,-0.03227976,-0.03349282,0.07348103,-0.00010811,-0.07054871,-0.02556818,-0.03838583
2016-44,-0.04744958,0.1103876,-0.05328135,-0.04861111,0.10921022,0.08861951,-0.1029106,-0.04369469,-0.05223172
2016-43,-0.03504929,0.05709712,-0.03889886,-0.01505376,0.07369863,0.04971737,-0.07149162,-0.03536648,-0.03674541
2016-42,0.01328904,-0.0326087,0.01395631,0.01077586,-0.02636535,-0.02724319,0.02236136,0.0145379,0.00967458
2016-41,-0.01837838,0.03525847,-0.02472042,-0.01687764,0.03620934,0.02432156,-0.03568394,-0.01727642,-0.01970865
2016-40,0.01691094,-0.04549967,0.0267746,0.02850877,-0.04323499,-0.02126389,0.03928906,0.01958708,0.02072072
2016-39,0.04301075,-0.09542321,0.05187131,0.03218391,-0.10409745,-0.08941586,0.0984127,0.04252938,0.04793864
2016-38,0.01111111,-0.04053224,0.01158038,0.01913876,-0.04848119,0.0,0.03894616,0.01268012,0.02104208
2016-37,-0.04694836,0.12650464,-0.04052288,-0.05882353,0.12565089,0.02669198,-0.11895161,-0.04824561,-0.06015038
2016-36,0.01555024,-0.04387369,0.03984064,0.03044496,-0.05041658,-0.07024793,0.03470032,0.0190583,0.01924928
2016-35,-0.05402299,0.11180468,-0.05488959,-0.04250559,0.11472761,0.08545035,-0.11612284,-0.05393743,-0.0562212
2016-34,0.00686499,0.03636962,0.00813517,-0.00441501,-0.00187354,0.01073763,-0.00375587,0.00375134,-0.00182315
2016-33,0.04534884,-0.1178949,0.07929227,0.04279279,-0.09525949,-0.04652499,0.101069,0.04411765,0.05390335
2016-32,0.03690037,-0.07705622,0.03018109,0.05288462,-0.08096452,-0.03131897,0.07793633,0.03631124,0.03960396
2016-31,0.03492885,-0.09022556,0.04662841,0.0,-0.09391422,-0.0549265,0.09386733,0.03892944,0.04782147
2016-30,-0.03056235,0.05204918,-0.04061252,-0.05963303,0.07533177,0.04852941,-0.07443366,-0.03371429,-0.03652517
2016-29,-0.03023256,0.06543396,-0.04539723,-0.03761062,0.0761736,0.01505618,-0.0754717,-0.02668845,-0.03696858
2016-28,0.02110199,-0.0574403,0.01847134,0.02232143,-0.07474662,-0.00990322,0.0592233,0.01974767,0.03192488
2016-27,-0.02724177,0.06511851,-0.06530612,-0.03030303,0.06141769,0.03971963,-0.0667252,-0.02860169,-0.0313059
2016-26,0.05510907,-0.08007968,0.05864198,0.09029345,-0.10656109,-0.04985337,0.09956332,0.05460385,0.05272565
2016-25,-0.03186813,0.01886179,-0.03746398,-0.03177966,0.07597484,0.00439883,-0.07984496,-0.03367347,-0.04282116
2016-24,-0.00889878,0.00346457,-0.02300173,-0.04140787,0.00946832,0.01538462,-0.02132701,-0.01032525,-0.0085034
2016-23,-0.00110375,0.02889796,-0.00973097,-0.01057082,0.02373737,0.0106999,-0.02716981,-0.00255232,-0.0141196
2016-22,0.0,0.01157962,-0.028,0.01279318,0.00660793,-0.00374532,-0.00775795,0.00155763,-0.0042123
2016-21,0.02736602,-0.04163394,0.0248227,-0.01898734,-0.06350331,-0.01219512,0.05377207,0.02530311,0.02744425
2016-20,0.00341297,0.0213442,-0.00235849,-0.02636917,0.00167785,0.0,-0.00473186,0.00262743,-0.00085034
2016-19,0.05925926,-0.08647296,0.06516129,-0.042,-0.12699961,-0.06650356,0.13588517,0.06071019,0.06460674
2016-18,0.0,0.03237115,-0.00748596,-0.09466437,0.01394381,0.03351955,-0.01688889,-0.00389321,-0.0081448
2016-17,0.04059041,-0.16418008,0.04713376,0.06071429,-0.12704762,-0.09332902,0.13256484,0.05100287,0.07109005
2016-16,0.05134788,-0.12976917,0.05298457,-0.0122164,-0.11120825,-0.06536082,0.10835913,0.05253731,0.05801377
2016-15,-0.01015228,0.00643698,0.00200133,0.0,-0.00159011,0.00544617,-0.0091001,-0.00825472,-0.00291829
2016-14,0.06954103,-0.17231286,0.09219331,0.01241135,-0.20395002,-0.08710218,0.21750322,0.08039216,0.10462555
2016-13,-0.04041721,0.16666667,-0.05013736,-0.00699301,0.14503569,0.08439606,-0.1355042,-0.04542701,-0.06793207
2016-12,-0.0278481,0.18028169,-0.03545634,0.0137931,0.10372244,0.08583453,-0.10046948,-0.03156049,-0.05004721
2016-11,0.0343461,-0.16511839,0.05505226,0.03174603,-0.12286689,-0.07024291,0.11550802,0.04422604,0.06072874
2016-10,-0.00640205,-0.01643335,-0.00338524,-0.03305785,-0.0234162,-0.01902005,0.00915565,-0.00653983,0.00791296
2016-09,0.04269972,-0.14155251,0.05413534,0.00683761,-0.12645422,-0.03830996,0.13653603,0.05208333,0.07222222
2016-08,-0.0110957,0.01912887,-0.00076864,0.03368794,0.01189754,0.00948081,-0.02340702,-0.00727995,-0.01459035
2016-07,0.01293103,-0.03477733,0.02118989,0.04355717,-0.06866508,-0.0212766,0.05465288,0.01736111,0.02888087
2016-06,-0.00839161,0.03663558,-0.0111023,0.05461394,0.01142186,-0.00026087,-0.07114094,-0.02149093,-0.03587963
2016-05,0.00272851,0.00888415,0.0038432,0.01694915,-0.00964126,0.02126697,-0.0316687,0.00527357,-0.01219512
2016-04,0.12912482,-0.13961152,0.11291633,0.07831325,-0.22460686,-0.06288917,0.27321669,0.11988717,0.12997658
2016-03,0.09090909,-0.09558475,0.09215017,-0.00372439,-0.19112723,-0.05788337,0.17876344,0.08997805,0.09187279
2016-02,-0.04907162,0.06384294,-0.0625,0.05916031,0.09569013,0.04009631,-0.10224719,-0.05961152,-0.04972973
2016-01,-0.10862262,0.21604977,-0.09121395,0.36965812,0.23311417,0.10549427,-0.20223821,-0.07941176,-0.10746812
2016-00,0.00791855,-0.0222607,0.00880162,0.0087146,-0.02608949,-0.01725431,0.01785714,0.02038369,0.00640439
2015-51,0.0628638,-0.08051482,0.05582694,0.04444444,-0.11424251,-0.04056047,0.1207483,0.04764814,0.06003752
2015-50,-0.04304636,0.05436992,-0.04858831,-0.03617021,0.0807276,0.03673913,-0.08095605,-0.02751756,-0.04480287
2015-49,-0.04947368,0.0897541,-0.04596977,-0.05454545,0.11463698,0.04227405,-0.10734072,-0.04013378,-0.05546075
2015-48,-0.02912621,0.08345463,-0.03315881,-0.02230483,0.06570354,0.06267339,-0.07466063,-0.02602811,-0.03634957
2015-47,0.00096339,0.00366987,0.0,0.00184162,-0.00876669,0.00123259,0.00167224,0.00309757,0.00076805
2015-46,-0.02182163,0.05254237,-0.01758366,0.0,0.0720455,0.02761241,-0.06988965,-0.02200614,-0.034354
2015-45,-0.06727273,0.12380952,-0.07850568,-0.06818182,0.15402352,0.05588507,-0.14081827,-0.06102362,-0.07244318
2015-44,-0.02640845,0.0658481,-0.02015915,-0.02199662,0.04726736,0.03407061,-0.05626374,-0.02436694,-0.03525424
2015-43,0.05064457,-0.10469799,0.03628367,0.04991087,-0.11609499,-0.05545335,0.11009174,0.04626866,0.05710207
2015-42,-0.02992958,0.08286629,-0.03052632,-0.0221843,0.06962025,0.03616287,-0.06950478,-0.02584969,-0.03776129
2015-41,0.0,0.01399053,-0.00661241,-0.02272727,0.0082666,0.00527667,-0.01059495,-0.00046729,-0.00587851
2015-40,0.05492589,-0.14569265,0.08704883,0.06745363,-0.12930616,-0.08245982,0.13288193,0.05278174,0.066
2015-39,0.02836231,-0.04735849,0.02003249,0.0334507,-0.05438402,-0.00497178,0.05238971,0.020823,0.027121
2015-38,-0.01748252,0.0328316,-0.00369979,-0.02689076,0.03936247,0.03194754,-0.04556856,-0.01617507,-0.02259136
2015-37,0.01738335,-0.0252854,0.0227027,0.01048951,-0.04995693,-0.00441353,0.02863636,0.01237011,0.01598332
2015-36,-0.02349869,0.04550522,-0.0314433,-0.0331675,0.04280065,0.01232858,-0.053046,-0.02078413,-0.02463382
2015-35,-0.06295993,0.09953083,-0.08971872,-0.07275542,0.09501916,0.0457982,-0.10963944,-0.05766652,-0.05097546
2015-34,0.18583162,-0.21923578,0.18673219,0.17193676,-0.32619294,-0.12383122,0.39097744,0.17473567,0.1904
2015-33,-0.06533575,0.06927737,-0.07596983,-0.06161972,0.11416026,0.04075032,-0.11055276,-0.06886375,-0.0475162
2015-32,-0.03636364,0.10376249,-0.03118503,-0.03511706,0.11583092,0.0557687,-0.11217565,-0.03672316,-0.06044325
2015-31,-0.02512998,0.06103896,-0.02529685,-0.03193277,0.07168611,0.02717991,-0.06937984,-0.02494118,-0.03576159
2015-30,0.0,0.00726729,-0.00644522,0.0,0.00203023,0.0064433,-0.00863931,-0.00272851,-0.00383387
2015-29,-0.03187251,0.05185356,-0.0396679,-0.04160247,0.08030691,0.02978596,-0.08041627,-0.03324698,-0.03954464
2015-28,-0.03058104,0.04106726,-0.03900709,-0.03846154,0.0570789,0.02517483,-0.05956472,-0.03143093,-0.02969732
2015-27,0.01462664,0.00150019,-0.07134021,0.00898204,-0.00312767,0.00078296,-0.00224215,0.01037775,-0.00338409
2015-26,-0.0184136,0.05664808,-0.043015,-0.01915185,0.05151515,0.01618399,-0.05755561,-0.02242493,-0.02972834
2015-25,-0.01026694,0.02030933,-0.0086072,-0.00796813,0.01865136,0.0117854,-0.01888412,-0.01103753,-0.00892857
2015-24,-0.00068918,0.00934143,0.01299213,0.00668449,0.01253582,0.0022787,-0.01309294,-0.00222058,-0.00645161
2015-23,0.01678322,-0.0510829,0.04229362,0.0148448,-0.05982325,-0.02714777,0.05470852,0.01956358,0.02841197
2015-22,-0.00345066,0.0431746,0.0,-0.00399467,0.0389049,0.02088126,-0.04584467,-0.00774051,-0.02259332
2015-21,0.01896067,-0.05800982,-0.0052589,0.0203252,-0.06849315,-0.03250086,0.06283542,0.02188679,0.03148807
2015-20,-0.01085482,0.01916015,0.01404056,-0.01052632,0.00961538,0.00958977,-0.02231405,-0.01056082,-0.0092955
2015-19,0.00134953,-0.01205393,0.00116054,0.00789474,-0.01482527,-0.03595506,0.01038422,0.00217786,0.00686948
2015-18,-0.01336005,-0.01163522,-0.0011592,-0.01164295,-0.01295518,0.04162912,0.004158,-0.00865177,0.00690335
2015-17,0.02251023,-0.16144514,0.02199529,0.01445466,-0.07163983,-0.02749141,0.07056229,0.02469591,0.04508197
2015-16,0.00958904,0.03682198,-0.00510204,0.01055409,-0.0013369,0.00964912,0.0,0.00737735,-0.01106083
2015-15,0.04391649,-0.1979661,0.09708738,0.06039326,-0.13465403,-0.0840962,0.14143921,0.05359937,0.07243243
2015-14,-0.00433839,-0.00983534,0.04957946,0.0027972,-0.01206848,-0.0227445,-0.01116625,0.00197083,-0.00108519
2015-13,0.0,-0.05064474,0.00623608,-0.00857143,-0.04864606,-0.02857143,0.03230337,0.00453048,0.01915264
2015-12,0.00075358,-0.03654277,0.06280843,0.02463768,-0.06208129,-0.05808219,0.04123711,0.01301427,0.02145411
2015-11,0.00610687,-0.00800758,0.02676511,-0.00293255,-0.01808623,0.01614699,0.00308642,0.00852878,0.00489297
2015-10,-0.04942693,0.16478106,-0.06065712,-0.04432133,0.17550274,0.10278339,-0.15828221,-0.05947223,-0.08446866
2015-09,-0.01330532,0.00574593,-0.17184265,-0.0148248,0.00600836,0.00509338,-0.00976801,-0.00929872,-0.00436681
2015-08,0.02200142,-0.00448339,0.02310924,0.01904762,-0.04731236,0.00339978,0.02518892,0.02281668,-0.00055218
2015-07,-0.03408316,0.15579345,-0.04619029,-0.04177546,0.11314186,0.06467498,-0.10492505,-0.04191395,-0.05760485
