Name,SR_month,Omega_month,RisknessR_month
KBWP,0.2892532921158006,0.39330442907614493,17.7468136824646
KIE,0.1952111209443719,0.2858109262649366,10.712880146933179
IAK,0.17302239220719307,0.20270707514730968,9.41627288893011
RYF,0.19632988445931848,0.6681407669462718,8.231853733353034
XLF,0.18624186866923403,0.29769983227156294,7.264160500368446
IYF,0.13216453766560582,0.16530092968458007,6.596770292749614
PSCF,0.15337802861980043,0.19747380661076178,6.555126208477063
BDCS,0.12212469647066801,0.1600065065058603,6.486458515756593
RWW,0.1388361115504153,0.18847603761362947,5.979824038963375
PHDG,0.08383266518575101,0.08929518652569335,5.775391434915031
FXO,0.11259812894281815,0.14113471980311332,5.531654345737108
VQT,0.05720790257165648,0.060791237796567386,4.454371652371915
IAI,0.11192820110821072,0.14126380703943506,4.417548911508862
KBWD,0.09466918545567826,0.11828281860973411,4.408046606299488
VFH,0.09934166169466722,0.12523289403563725,4.332391125065694
IYG,0.09400693629576284,0.10885840325324772,3.6088211120299976
PSP,0.07631898679770814,0.08717290635120288,3.4707124744943596
PFI,0.06841529621070348,0.07842632733511024,3.3549790776210267
UYG,0.13340399589506038,0.1767292049878174,3.317275908099409
KCE,0.08963918908572173,0.10945268995935084,3.2090520625910095
IXG,0.05431678959410141,0.057805755164334956,2.602587974778019
FAS,0.15255868536149214,0.1962216432959201,2.5565567455994973
BDCL,0.09490281489626763,0.11720692286112898,2.4735148863902667
CHIX,0.050434619055043796,0.0673926885094872,1.771546806135556
FINU,0.11388454695328294,0.14650412529705056,1.6165430365218665
IAT,0.04704115628681265,0.0551019219539012,1.5387321601099064
KBWR,0.046702313566941926,0.06486466272053507,1.4708064696605647
KBWB,0.04190023896479212,0.050440743311678214,1.3358118628876068
QABA,0.0365901970837481,0.04748909318342219,1.2440490864918237
KRE,0.03438272102843683,0.04652550581398305,1.0439285111996426
KBE,0.02907064697763961,0.03540360355707639,0.9060054458742008
EUFN,-0.03495546234932586,-0.034311343362241765,-1.349548820009859
FINZ,-0.13198428404155313,-0.1661975014918203,-1.8229520531280319
FAZ,-0.225603495244813,-0.2692080461827935,-3.5741216913557032
SKF,-0.21212550221809778,-0.25618406609205296,-4.991377980670419
SEF,-0.22666530954203895,-0.2691268270122088,-10.427986655819891
