Month,BDCL,BDCS,CHIX,EUFN,FAS,FAZ,FINU,FINZ,FXO,IAI,IAK,IAT,IXG,IYF,IYG,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,PFI,PHDG,PSCF,PSP,QABA,RWW,RYF,SEF,SKF,UYG,VFH,VQT,XLF
2014-09,-0.10327869,-0.05342625,-0.04947917,-0.02591687,-0.04620586,0.03794678,-0.04569227,0.0322467,-0.0341394,-0.00190944,-0.02693603,-0.0148771,-0.03322451,-0.01598782,0.00086892,-0.02571711,-0.00029334,-0.0423341,-0.01599118,-0.03097218,-0.03200711,-0.03036336,-0.03369235,-0.02868555,-0.00078247,-0.04832176,-0.05617978,-0.03806647,-0.00397614,-0.02252252,0.01119105,0.02748196,-0.03186504,-0.01847148,-0.00349904,-0.00677711
2014-08,0.05657093,0.02263252,-0.04568106,0.02288557,0.14192708,-0.13274814,0.13685209,-0.08557457,0.04738155,0.04405034,0.06214149,0.02740642,0.03156014,0.04695211,0.04210526,0.03614458,0.03410475,0.03,0.0590816,0.03635817,0.04731787,0.06041335,0.02870264,0.05251054,0.01188119,0.03399519,0.01949541,0.03417722,0.05534709,0.04389575,-0.04531646,-0.09026055,0.09292721,0.04862631,0.01344392,0.05166932
2014-07,-0.09377463,-0.04705215,0.11172669,-0.04030346,-0.06135458,0.05163911,-0.06014388,-0.04050191,-0.03269231,0.00483092,-0.05212094,-0.04982764,-0.01549187,-0.02227691,-0.02,-0.05209003,-0.02115159,-0.01619433,-0.05512465,-0.0643291,-0.03710326,-0.05513784,-0.05855736,-0.05497288,-0.00592183,-0.04366438,-0.05382131,-0.06075726,-0.02779661,-0.02526596,0.02268579,0.04332841,-0.04616132,-0.02375912,-0.00525476,-0.02083333
2014-06,0.11476868,0.0582878,-0.00185357,-0.02845149,0.05887409,-0.06193273,0.05245083,-0.03271028,0.02426944,0.02969715,0.02264239,0.03831041,0.00866654,0.01993885,0.02590134,0.0412023,0.02955515,0.03417266,0.01389677,0.05128205,0.05125177,0.02063983,0.04564666,0.04266667,0.01534114,0.03551179,0.03243848,0.04609156,0.02220664,0.02261823,-0.02074899,-0.04140819,0.03944672,0.02399418,0.01516182,0.02303415
2014-05,0.00718778,0.00547778,0.06387226,-0.00186306,0.03638814,-0.04635345,0.03814535,-0.05633001,0.00650325,-0.01814516,0.00496219,0.01370321,0.01137498,0.0128309,0.01509534,-0.00034072,0.01271712,0.01769372,0.01410072,-0.00771742,-0.00564706,0.00678497,-0.00170697,-0.00115385,0.01681706,0.00937689,0.01013514,-0.00031407,0.01255627,0.013947,-0.0136646,-0.02934132,0.02589852,0.01330049,0.01619377,0.01290323
2014-04,-0.04834606,-0.02541371,-0.04393505,0.00140845,-0.06273845,0.04678899,-0.06484327,0.07419065,-0.01872844,-0.03369535,0.00237361,-0.06558906,-0.00991473,-0.02158654,-0.04809872,-0.07066246,-0.05854937,-0.01201923,0.0299348,-0.0923284,-0.04643338,-0.00469974,-0.08697903,-0.05066079,-0.02677858,-0.0407279,-0.02847755,-0.08288082,-0.0260223,-0.03452945,0.01844366,0.03836634,-0.0430816,-0.021933,-0.02527465,-0.01903251
2014-03,-0.03667482,-0.01914153,0.04395604,0.01991258,0.09423347,-0.09884467,0.1037316,-0.09481955,0.02331475,0.01907745,0.02869053,0.05741786,0.03334714,0.03354874,0.04056902,0.04405874,0.06085067,0.00060643,0.03370787,0.04358974,0.03106025,0.03407247,0.04838264,0.02086495,0.01509588,0.01866667,0.01112347,0.0449848,0.04609756,0.03441011,-0.03424824,-0.06569343,0.06597601,0.03407667,0.01277385,0.04221854
2014-02,0.0749782,0.03963964,0.02522704,0.09067491,0.1813752,-0.16556755,0.18759874,-0.08778813,0.06545064,0.07320024,0.06794606,0.06587246,0.06804798,0.06069364,0.05547926,0.07198582,0.05611417,0.05414013,0.05318139,0.07957317,0.06530813,0.06575186,0.08286308,0.06897943,0.03739496,0.06246077,0.08799049,0.0798183,0.04973357,0.06300964,-0.05775006,-0.11278875,0.11930456,0.059505,0.03601755,0.05642361
2014-01,-0.00167224,-0.00058893,-0.08960573,-0.01139178,-0.09260949,0.08008783,-0.07901726,0.08327799,-0.03476071,-0.03518154,-0.06080603,-0.00876601,-0.04029304,-0.03011224,-0.03484321,-0.02727878,-0.02493075,0.005,-0.07256688,-0.04291725,-0.04548525,-0.05113337,-0.04350205,-0.0449313,-0.01691419,-0.02043234,-0.025,-0.03099609,-0.03581594,-0.02535211,0.02452051,0.05219741,-0.05806452,-0.0262697,-0.02545003,-0.03117309
2013-12,0.00499584,0.00175644,-0.0383653,0.04118533,0.08005822,-0.08546274,0.0617801,0.0,0.02243753,0.0362529,0.01628126,0.02946214,0.01702215,0.02626432,0.03184713,0.02461227,0.02419101,0.01194969,0.01147118,0.02379603,0.05126404,0.01685985,0.02997502,0.0175177,0.0127572,0.00673697,0.04074505,0.03246554,0.02028006,0.05058651,-0.02870019,-0.05531394,0.05201342,0.02188295,0.01205153,0.02422723
2013-11,0.11220826,0.04915049,0.05565217,0.01515152,0.09962904,-0.10410003,0.11119691,-0.06202152,0.03801478,0.08543506,0.06068142,0.04940924,0.02574299,0.03371758,0.05807266,0.04671584,0.05529801,0.02480916,0.03632605,0.07368421,0.06124969,0.04567969,0.0712813,0.08310028,0.02267003,0.04185486,0.02728351,0.0752584,0.05972046,0.02863602,-0.033341,-0.06863619,0.0658363,0.03545168,0.02308833,0.04173913
2013-10,0.02177858,0.01592162,0.01792115,0.05116034,0.07887162,-0.09534985,0.08909242,-0.12670272,0.03606557,0.03392622,0.03810742,0.02831924,0.03273745,0.02607794,0.02724243,0.02812838,0.02552757,0.00893997,0.04674047,0.04705516,0.05327443,0.04890679,0.03342449,0.03743316,-0.00957934,0.03479341,0.04428044,0.03842299,0.02898929,0.03671875,-0.03,-0.05943306,0.05207026,0.02730468,0.00791218,0.02593918
2013-09,0.06634146,0.03166561,0.01105991,0.05411499,0.07278481,-0.0810178,0.08170845,-0.09675709,0.03361823,0.03800968,0.03322701,0.00785634,0.044505,0.02374751,0.01796852,0.0095729,-0.00273598,0.04085733,0.04498715,0.03266906,0.03279133,0.03966346,0.02140384,0.03698925,0.00128096,0.04930966,0.05366492,0.02849201,0.0187567,0.03504482,-0.02723569,-0.0518083,0.04956463,0.02517483,0.00388713,0.02022059
2013-08,-0.05811808,-0.0284126,0.02524272,-0.0417812,-0.18124006,0.20190983,-0.18084291,0.19776,-0.05311653,-0.04966887,-0.06468663,-0.063331,-0.04824274,-0.06402659,-0.06882591,-0.065337,-0.0708134,-0.03729904,-0.04880295,-0.06379101,-0.06530612,-0.05815279,-0.06382353,-0.05641234,-0.03735632,-0.05162287,-0.03457106,-0.06318859,-0.06979664,-0.0641791,0.06777348,0.13522911,-0.1257414,-0.06493165,-0.03644789,-0.066609
2013-07,0.06072478,0.03186743,0.02757916,0.08873929,0.13095238,-0.12692601,0.13125846,-0.15204414,0.04312823,0.03995794,0.04008609,0.05290807,0.05266854,0.04253366,0.05839856,0.07369615,0.06288874,0.01567603,0.02001271,0.07142857,0.07494407,0.03556359,0.06685861,0.05949256,0.02814499,0.04353476,0.05585831,0.06530899,0.05113636,0.04426877,-0.04476333,-0.08562624,0.08632138,0.0460508,0.02435879,0.0498615
2013-06,0.01001001,0.00064226,-0.10054845,-0.07679083,-0.0508167,0.02132883,-0.04029785,-0.00453831,0.00058173,0.02765648,0.00932273,0.03052838,-0.03306727,-0.01410373,-0.01537313,0.02150958,-0.00034819,-0.00523218,0.00516629,0.04090268,-0.0260631,0.00675676,0.03609987,0.00220556,0.00596506,0.00757825,-0.028,0.04121797,-0.00836933,-0.00552486,0.00643915,0.01503427,-0.03059896,-0.01355088,0.00021427,-0.01639344
2013-05,-0.01559454,-0.00825921,-0.02607914,0.0272997,0.17877493,-0.16603846,0.19291945,-0.14647433,0.04479419,0.10879165,0.05145157,0.0794926,0.00343564,0.05667951,0.10313015,0.08682762,0.07924962,-0.02791878,-0.00192061,0.07278241,0.09142179,0.02704403,0.07868852,0.04441392,0.03005226,0.02686161,-0.00530504,0.07566706,0.09567265,0.05315615,-0.05676059,-0.10820639,0.11337209,0.05018967,0.02458716,0.07338552
2013-04,0.05555556,0.02728426,0.05135387,0.08765195,0.08122206,-0.09658618,0.07849462,-0.08898364,0.01886792,0.00397931,0.03264706,-0.00332364,0.060174,0.02942619,0.01970525,-0.00911728,0.02043177,0.03686934,0.01156441,-0.01892974,0.0111437,0.0268886,-0.01094246,0.02084298,0.01366843,0.01394558,0.05096419,-0.00389712,0.02912038,0.02874049,-0.03230922,-0.06253521,0.05555556,0.02967359,0.01528077,0.03193613
2013-03,0.00967118,0.00315856,-0.04811899,-0.02360248,0.11129296,-0.10949218,0.116045,-0.10904901,0.04882689,0.01435407,0.05815032,0.03667377,0.01407767,0.03641882,0.04016407,0.04008529,0.03933254,0.04283802,0.05372322,0.05160075,0.02668248,0.06296547,0.04862888,0.05194175,0.01780944,0.04274702,0.01666667,0.05330661,0.03866378,0.04845815,-0.0379674,-0.07250702,0.0752,0.03769537,0.01607693,0.03600823
2013-02,0.01577909,0.00894569,-0.08181096,-0.06134259,0.00165017,-0.01818561,0.01128266,-0.0537195,0.01540436,0.01490133,-0.00521953,-0.00298635,-0.01624462,0.00033864,-0.00307377,0.00557461,-0.01143082,0.01011463,0.02611421,0.00529301,0.00534759,0.0172295,0.00404263,-0.00480538,0.00401786,0.0067352,0.02706553,0.00643863,-0.00555899,0.00531444,-0.00381316,-0.00899343,0.00080515,0.00277179,-0.00143277,-0.00103093
2013-01,0.06772487,0.03304693,0.01795918,0.05015291,0.09962406,-0.09841788,0.09601082,-0.11952441,0.05259563,0.10569106,0.05396512,0.0248227,0.03486924,0.0311284,0.02852558,0.03700361,0.01959984,0.05142857,0.05626407,0.02393095,0.08003889,0.05969049,0.02836336,0.02093719,0.01230629,0.03343239,0.06079027,0.02893082,0.03949086,0.0527804,-0.03186453,-0.06650421,0.06502636,0.03155184,0.00681366,0.03121636
