Month,BDCL,BDCS,CHIX,EUFN,FAS,FAZ,FINU,FINZ,FXO,IAI,IAK,IAT,IXG,IYF,IYG,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,PFI,PHDG,PSCF,PSP,QABA,RWW,RYF,SEF,SKF,UYG,VFH,VQT,XLF
2016-11,0.0959507,0.03627853,0.02120974,0.02119701,0.29295076,-0.24134676,0.48371849,-0.36199723,0.09756098,0.17785066,0.09838356,0.17557907,0.08017908,0.09741017,0.14156836,0.18957203,0.17463335,0.09180709,0.06647034,0.20674905,0.14732866,0.09475465,0.19952267,0.02609309,0.02696629,0.1528439,0.03699552,0.2018579,0.14100933,0.14252414,-0.09128108,-0.17581047,0.20034247,0.14408377,0.02882263,0.14460393
2016-10,-0.04036244,-0.00915332,-0.04012112,0.03917791,0.02805398,-0.03181535,0.0976705,-0.08661674,-0.00215796,0.00504286,0.01201201,0.05031447,0.0261791,0.0094593,0.02966303,0.04330091,0.05590596,-0.01362862,0.01053741,0.0251816,-0.02990897,0.00803723,0.04633782,-0.02264928,-0.01365037,-0.02115244,-0.02605863,0.01542742,0.02964085,0.00938652,-0.01068175,-0.02307692,0.01800257,0.02346416,-0.01700731,0.02720348
2016-09,-0.01707317,-0.00849377,0.03346304,-0.0225,-0.04832837,0.03446012,-0.06874521,0.05148862,-0.00934183,0.00502386,0.0,-0.00768095,-0.01832621,-0.01609773,-0.01926648,-0.01295097,-0.01741573,-0.00112931,-0.00559701,-0.00476985,-0.00155723,-0.00251889,-0.00588524,-0.01001001,0.00307422,-0.00478698,0.00878156,-0.00473579,-0.01212508,0.74330617,0.01346585,0.02713178,-0.03308824,-0.01792787,0.00052079,0.2696011
2016-08,0.0909894,0.04355503,0.0742616,0.08304736,0.09636821,-0.09583708,0.08947665,-0.09824561,0.02875817,0.069463,0.04372035,0.07689873,0.04601884,0.03486455,0.06626432,0.08302889,0.07954203,0.03070684,0.02717045,0.0826087,0.05649104,0.04682713,0.08421331,-0.01897906,0.00175747,0.04158416,0.02727273,0.07669774,0.04848754,0.02436126,-0.03658915,-0.06999273,0.0703125,0.03566824,-0.00268156,0.04136947
2016-07,0.07277883,0.04355828,0.02959095,0.04283708,0.12686267,-0.12238964,0.12676498,-0.11632481,0.04539265,0.09307737,0.01289517,0.04724409,0.04233156,0.04212073,0.06135448,0.05447606,0.05984801,0.04802432,0.00021155,0.04734197,0.09005297,0.01368049,0.0554177,0.02810304,0.01424121,0.05336788,0.05094787,0.04788265,0.04414808,0.04909882,-0.04149254,-0.08199285,0.08384075,0.04381847,0.01577358,0.03997039
2016-06,0.05060729,0.02661597,0.03164557,-0.12804878,-0.1092586,0.06440581,-0.11148087,0.06366928,-0.03407602,-0.08542714,-0.03204999,-0.07030779,-0.05171326,-0.03166352,-0.07805052,-0.086629,-0.08629587,-0.00365186,0.01262302,-0.05474723,-0.11734298,-0.02321582,-0.07703927,0.02707334,-0.04909014,-0.01828804,-0.0423341,-0.04583333,-0.05403632,-0.03004808,0.02762431,0.0504479,-0.06756172,-0.02812027,-0.04678278,-0.03274021
2016-05,0.01132853,-0.00063452,-0.00625559,-0.00903614,0.03018035,-0.04481641,0.02180598,-0.04230216,0.02423698,0.03629365,0.02927741,0.02385378,0.0023153,0.01150527,0.01431691,0.02384021,0.01816584,0.00554529,0.03184432,0.0249047,0.03005319,0.03149956,0.02514256,0.02746479,-0.00422297,0.0232376,0.00808314,0.02163462,0.00549934,0.01959584,-0.01509662,-0.03053783,0.02089818,0.01474472,-0.0062214,0.00935925
2016-04,0.02683179,0.0146871,-0.01055409,0.06225931,0.05273672,-0.06909976,0.10502431,-0.09458429,0.0184587,-0.00608071,-0.00272594,0.06467662,0.03262536,0.01951822,0.04267825,0.06454953,0.06860575,0.02639849,-0.04228962,0.05995139,0.01383238,-0.00134831,0.06889819,-0.03193681,-0.0129979,0.01927711,0.00466744,0.05475177,0.02416781,0.01958307,-0.0219106,-0.04389516,0.03719397,0.02181818,-0.01251511,0.02686567
2016-03,0.14336918,0.07569444,0.08436019,0.02877698,0.11349134,-0.11654767,0.13454029,-0.12332968,0.04512373,0.03325622,0.04062707,0.02701778,0.04584002,0.03932221,0.02496697,0.03218884,0.02048114,0.09078404,0.04633816,0.0416784,0.05058925,0.04160757,0.03503185,0.04965567,0.06705671,0.05884017,0.07421384,0.03764706,0.03846154,0.05637584,-0.04201447,-0.07996909,0.07787519,0.04144831,0.03119482,0.03912363
2016-02,0.03764115,0.0184528,-0.01912046,-0.05410567,-0.07656613,0.02773468,-0.07711096,0.03555094,-0.00840752,-0.02416303,-0.02003116,-0.0347079,-0.03378995,-0.02082242,-0.03675304,-0.03597122,-0.04545455,0.04205274,-0.0043548,-0.01832236,-0.01294118,-0.00626506,-0.03604651,-0.00912076,0.00886918,0.00319582,-0.02146465,-0.02480803,-0.00626959,-0.01501706,0.01558229,0.02757727,-0.0460733,-0.02167108,0.00718832,-0.02444795
2016-01,-0.13253012,-0.06595603,-0.11525705,-0.09382151,-0.19792823,0.18883721,-0.21268865,0.28211991,-0.06549815,-0.10360125,-0.03914439,-0.08520599,-0.07862357,-0.06370515,-0.09139785,-0.10549872,-0.10596026,-0.09603073,-0.01232314,-0.07273208,-0.13643254,-0.03970452,-0.10346611,-0.0493352,-0.02664375,-0.05128916,-0.07620164,-0.05698479,-0.07866667,-0.07007576,0.06623869,0.13068182,-0.13330321,-0.06796334,-0.02440628,-0.07007299
2015-12,-0.12971926,-0.06234414,-0.02028081,-0.04238197,-0.10740971,0.07852988,-0.07358094,0.08573089,-0.03921569,-0.04396405,-0.04034352,-0.04750869,-0.03267717,-0.03399237,-0.04407498,-0.07028754,-0.04330285,-0.08215962,-0.01375546,-0.08407913,-0.06447156,-0.04342162,-0.07858638,-0.02650762,-0.01185436,-0.0599289,-0.03794643,-0.07424882,-0.03757829,-0.03006615,0.0263319,0.05536332,-0.06957929,-0.03535888,-0.00819672,-0.03321799
2015-11,0.12282609,0.06528981,-0.02848345,-0.03528173,0.00516796,-0.01909548,0.03108174,-0.06747967,-0.00043956,0.02799496,0.00425101,0.03910276,-0.00989511,0.00516735,0.01916896,0.03850819,0.0301929,0.0180072,0.00176796,0.0455665,0.0237023,0.00529101,0.04631887,0.01042367,-0.00635593,0.01059432,-0.01758242,0.04834074,0.00232755,-0.00182039,-0.00962696,-0.01469933,0.00790678,0.00451419,-0.0062379,0.00562984
2015-10,0.00785634,0.00948509,0.08305369,0.04403567,0.19407763,-0.17906609,0.22388956,-0.18708432,0.05743879,0.06433874,0.07917953,0.02949572,0.0545224,0.06005551,0.05939498,0.03703704,0.04047267,0.01791229,0.06944114,0.03712418,0.07660131,0.05754717,0.04083743,0.05135521,0.04051647,0.05684969,0.0382387,0.03051127,0.06807243,0.06299213,-0.06128134,-0.11860199,0.12122664,0.05730129,0.03670412,0.06216831
2015-09,-0.1141649,-0.05062459,0.0524911,-0.02665941,0.00324149,-0.03883129,0.00329144,-0.02691511,0.01096282,-0.01277174,0.00664746,0.02801303,-0.00465018,0.00944842,-0.00246154,0.03062232,0.00594884,-0.01169231,0.03150751,0.04540481,-0.03639558,0.01429933,0.04872767,0.02592187,-0.03918228,0.04289004,-0.01607348,0.0586357,-0.00932666,0.01735648,-0.01155116,-0.02192493,0.01020904,0.00887436,-0.04340029,0.00610221
2015-08,0.02405858,0.00648088,-0.12388724,-0.07414634,-0.20023454,0.18232717,-0.19760223,0.19027258,-0.06467014,-0.07845036,-0.06540551,-0.06600756,-0.07825433,-0.06613757,-0.06854439,-0.06410635,-0.07019868,-0.0405562,-0.05114917,-0.05998519,-0.10781149,-0.0482942,-0.05876592,-0.07227723,-0.02516779,-0.06886694,-0.05771249,-0.04913679,-0.07321063,-0.07048193,0.06242461,0.12736584,-0.13409359,-0.06703204,-0.02698874,-0.07000686
2015-07,-0.06086957,-0.02457467,-0.11570782,0.0239521,0.06034215,-0.07157372,0.07354631,-0.07100298,0.01366241,-0.00769786,0.02847641,-0.00462027,0.00623347,0.02042493,0.0118955,-0.0154025,0.00318387,-0.00800915,0.0363679,-0.02712434,-0.0081058,0.03163686,-0.02460583,0.03427005,-0.01320677,0.00758567,0.00842105,-0.00972405,0.02161713,0.01098231,-0.02125148,-0.04257131,0.04014748,0.01564174,-0.01114983,0.01815642
2015-06,-0.04391583,-0.02876377,-0.05555556,-0.01142573,-0.02682234,0.01229148,-0.02334181,-0.06706893,-0.0066726,0.00463415,0.02017791,0.03676694,-0.01372955,-0.00744329,0.00919723,0.04744301,0.0281457,-0.03454039,0.02389248,0.06884905,0.0079793,0.00897496,0.05676298,-0.0209956,-0.030837,0.02773246,-0.0186722,0.06843891,0.0008414,-0.01042305,0.00351597,0.00730536,-0.01490066,-0.00238198,-0.02829486,-0.00423729
2015-05,-0.02304965,-0.01383043,-0.04306785,-0.00147348,0.03137255,-0.04300626,0.03769937,-0.00231535,0.01035104,0.02449388,0.00500217,0.02663363,-0.00075005,0.01101928,0.02145674,0.03198227,0.0233474,0.00278707,-0.00099453,0.03100775,0.00606586,0.00521327,0.03286879,0.00307798,-0.01152623,0.00906096,0.02226935,0.03404132,0.01171958,0.00369458,-0.01439678,-0.02632112,0.02122241,0.01030024,-0.00866644,0.01071429
2015-04,0.02911738,0.0146789,0.17052632,0.02020202,-0.00133245,-0.00732154,-0.0100269,-0.03808463,-0.00316313,-0.00772297,-0.00634018,0.00372555,0.02632088,-0.00192794,0.01985495,0.01408902,0.02458068,0.00167504,-0.01628825,0.02856373,0.00390202,-0.00190931,0.00815575,-0.03331113,-0.00040128,-0.02073236,0.04565702,0.0008658,0.00891111,-0.00617665,0.0,-0.0001996,-0.00342906,-0.00241971,-0.00148749,0.001443
2015-03,-0.0027248,0.00060864,0.00646088,-0.00407747,-0.04044586,0.01975052,-0.03209934,0.03945193,0.00135563,0.003999,0.00043573,0.00154943,-0.00771159,-0.01153526,-0.01804844,0.00740264,-0.01027984,0.00392597,0.01220727,0.02134647,0.00086862,0.00382775,0.0119649,0.01341382,-0.04123711,0.01364256,-0.01328904,0.02636256,-0.01534854,0.0,0.01099855,0.01321675,-0.02543786,-0.00655165,-0.04431723,-0.01281139
2015-02,0.11425683,0.05741935,0.05442177,0.0530303,0.12061404,-0.11769975,0.11767852,-0.12191203,0.03773585,0.08134758,0.05070293,0.05886243,0.0524704,0.03861966,0.06481133,0.06280193,0.06251915,0.04032729,0.03175833,0.08007065,0.05795086,0.04058116,0.06079545,0.0195809,0.01992187,0.03213078,0.05017503,0.04904717,0.06214432,0.0326087,-0.04045129,-0.07646842,0.07664234,0.0369357,0.0195122,0.04182226
2015-01,-0.03225806,-0.016487,-0.05743001,-0.02773333,-0.16284987,0.160415,-0.16111111,0.06789568,-0.03630515,-0.09209864,-0.07682292,-0.08003737,-0.05240432,-0.05691154,-0.08992806,-0.08906099,-0.09926678,-0.02905983,-0.0030888,-0.07432803,-0.07785994,-0.05227493,-0.08380187,-0.00172473,-0.01508121,-0.03841991,-0.00235849,-0.08596491,-0.07451063,-0.05055487,0.0583501,0.11429143,-0.11300374,-0.05542221,-0.01353649,-0.06920904
2014-12,-0.05942433,-0.03339518,0.12417763,-0.05068424,0.06163224,-0.08109098,0.0702836,-0.07950311,0.01916784,0.06228374,0.02189297,0.04732577,-0.0125847,0.02417878,0.03082069,0.03513424,0.03939306,-0.00627138,0.02124903,0.06148127,0.04298897,0.02011776,0.05351171,0.02291961,-0.02558315,0.0466497,-0.00234467,0.05189681,0.03051139,0.00996885,-0.02544743,-0.05456949,0.04489974,0.02666368,-0.02338141,0.02683104
2014-11,0.01086957,0.00855223,0.08680556,0.02843847,0.06525573,-0.06902562,0.0522293,-0.1095247,0.02031176,0.01335113,0.02013873,0.00802826,0.01702211,0.02014584,0.01730769,0.00556829,0.01075581,0.01083238,0.02628086,-0.00528512,0.01423086,0.01430686,-0.00838972,0.01481481,0.01637471,0.00499861,0.03357314,-0.01731729,0.01560468,0.01827347,-0.02252747,-0.04060261,0.04198303,0.01671561,0.0182813,0.01982379
2014-10,0.01743119,0.00982198,0.08208955,-0.00809307,0.14256619,-0.15074934,0.14794849,-0.10687919,0.0465577,0.03566492,0.04769698,0.03283582,0.03067977,0.05149935,0.04362585,0.04755388,0.01956135,0.04898447,0.06046119,0.07853717,0.03714085,0.05075091,0.07144923,0.07210626,0.03721298,0.10926439,0.013269,0.08309546,0.03498871,0.05245684,-0.04821475,-0.1018837,0.10089021,0.04920371,0.03726251,0.04144282
