Week,BDCL,BDCS,CHIX,EUFN,FAS,FAZ,FINU,FINZ,FXO,IAI,IAK,IAT,IXG,IYF,IYG,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,PFI,PHDG,PSCF,PSP,QABA,RWW,RYF,SEF,SKF,UYG,VFH,VQT,XLF
2018-40,-0.01940299,-0.0122536,-0.01716172,-0.02734778,-0.15532734,0.16666667,-0.17603072,0.20609579,-0.05638738,-0.04615139,-0.06570997,-0.07281947,-0.04354516,-0.0541122,-0.05242938,-0.06770611,-0.06451613,-0.04593968,-0.06314128,-0.07104605,-0.06912691,-0.06656299,-0.06717172,-0.05789786,-0.04553235,-0.06278352,-0.03885135,-0.06646583,-0.06249085,-0.0650915,0.05628095,0.11433087,-0.10623557,-0.06045376,-0.04361516,-0.06243272
2018-39,-0.02399435,-0.01499483,-0.06103576,-0.01210898,-0.003718,0.0010352,0.03762292,-0.03296703,-0.00540541,0.01571359,0.00551978,0.01496259,-0.00076711,0.00083167,0.00241674,0.01243184,0.01547353,-0.00693481,0.01792861,0.0146547,0.00287099,0.00568003,0.01427343,-0.00207469,-0.01183232,-0.00128064,-0.02755267,0.01075062,0.01210581,0.00893907,-0.00089526,-0.0015625,0.00093262,0.01021004,0.00275111,0.01132213
2018-38,-0.0097629,-0.00462012,0.00497203,-0.02918288,-0.05309495,0.05464481,-0.08998236,0.1201849,-0.0137457,-0.03326534,-0.01205001,-0.03415219,-0.02354176,-0.01892333,-0.02841369,-0.03278689,-0.03476851,-0.01586582,-0.00157778,-0.02588028,-0.02667829,-0.00931966,-0.03053813,-0.022203,-0.00304878,-0.00572246,-0.02147971,-0.02731131,-0.02577169,-0.02884615,0.01964367,0.03848238,-0.03809951,-0.02807714,0.0,-0.02953737
2018-37,0.00557103,0.00410678,0.05537669,0.03612644,0.05202871,-0.05139186,0.08322203,-0.07681366,0.01252348,0.02018115,0.02754821,0.02152051,0.03051211,0.01773253,0.02429362,0.017067,0.02652763,0.00180343,0.01538706,0.01176264,0.02259089,0.02133668,0.01685115,0.01272412,0.01264093,-0.00123392,0.01857835,0.00990826,0.02906718,0.02791347,-0.01771117,-0.03525641,0.03517132,0.02268485,0.00057837,0.02710517
2018-36,0.00491918,0.00103093,0.0164042,0.00712106,0.00205086,-0.00216216,-0.01243856,0.02631579,0.00124572,0.00157332,0.01670792,-0.02037218,0.00184957,-0.00032736,-0.00311226,-0.01645752,-0.01894549,-0.00981705,0.01749037,-0.01372448,0.00648781,0.01774398,-0.01833977,0.00229687,0.00683995,-0.00052274,0.02485501,-0.01312478,0.00133294,0.00023121,0.00274098,0.0,-0.00135166,-0.00327729,-0.00057803,-0.00251256
2018-35,-0.01932367,-0.00815494,-0.03506575,-0.0152207,-0.02684295,0.02315325,-0.01303832,0.02366864,-0.00711414,-0.02240638,-0.00076617,-0.00253461,-0.01129944,-0.00771981,-0.01360146,-0.00388787,-0.00814015,-0.00089206,-0.00190204,0.00017082,-0.01899827,-0.0009428,-0.00224179,-0.00988142,-0.00512295,-0.00347162,-0.01398026,-0.00143292,-0.00265369,-0.00779459,0.00595784,0.00923411,-0.01445408,-0.00608204,0.0,-0.00499465
2018-34,0.00762301,0.00460123,-0.02012195,-0.02390438,-0.01028724,0.00770925,-0.03060829,0.04334828,0.0,-0.00292173,-0.00838926,-0.00777907,-0.01325701,-0.00438454,-0.00599109,-0.00511666,-0.01091357,0.00133809,-0.00646688,-0.00494965,-0.00532097,-0.00532415,-0.00432692,-0.00255319,-0.00204221,0.00399236,-0.01523657,-0.00215208,-0.0161902,-0.0070922,0.00459559,0.01094691,-0.00819672,-0.00873239,0.01163675,-0.00993965
2018-33,0.0,-0.00257599,0.01382778,0.01747174,0.00247797,-0.00321199,-0.00752785,-0.00715308,-0.00031124,-0.0038844,-0.0003075,-0.00447907,0.00168557,-0.00049152,0.00192607,-0.00143354,-0.00213182,0.00224517,-0.00206644,-0.00085034,0.0,0.00157778,-0.00239808,-0.0028401,0.00447967,0.0048569,0.01896125,0.00359002,0.00163277,-0.00207708,0.00136861,0.00269397,-0.00337458,-0.00042705,0.00212904,-0.00071891
2018-32,0.00634697,0.00309119,-0.01183064,-0.00869565,0.05162608,-0.04939516,0.04806976,-0.01408451,0.01944533,0.01761066,0.01965409,0.02421453,0.00835784,0.01840388,0.01540669,0.02118289,0.01982179,0.01369863,0.01758099,0.01928423,0.01073944,0.01739691,0.02362592,0.01472712,0.0069735,0.02328889,-0.0008285,0.01866081,0.0161607,0.01769285,-0.01875837,-0.03606388,0.03709791,0.01713622,-0.00923077,0.01686835
2018-31,-0.02004147,-0.00461302,0.01759899,-0.02475248,-0.02221912,0.02205882,-0.02913205,0.03271693,-0.00786411,-0.00578668,-0.01099923,-0.00118977,-0.01409945,-0.00856672,-0.00742887,-0.0014553,-0.01014777,-0.01172756,-0.00597545,0.00383209,-0.0095453,-0.00922979,0.00065274,-0.00344234,-0.00484932,0.00035417,-0.00164474,0.00274073,-0.00462687,-0.00928074,0.00862852,0.01860712,-0.01908224,-0.00785378,0.01055536,-0.01077973
2018-30,0.02333805,0.00982928,-0.02925046,-0.01499758,0.02427746,-0.02335025,-0.00293522,0.01005747,0.00890585,-0.00638132,0.00108763,0.00498504,-0.0064759,0.00732113,0.00253467,0.00754717,0.00627578,-0.0049239,-0.00144974,0.00209534,-0.01614843,0.00383754,0.00641764,0.00230548,0.00842105,0.00875,-0.00410172,0.00091592,0.00089633,-0.00623413,-0.0036036,-0.01409186,0.01484574,-0.00028641,0.0,-0.00108264
2018-29,0.01074499,0.00625326,0.02054795,0.01237011,0.00100043,-0.00307377,0.02314767,-0.0338295,-0.00849324,-0.00698133,0.02235707,-0.00436681,0.01036112,0.00258011,0.00096511,-0.01401195,0.00595668,-0.00495719,0.01786896,-0.02646759,-0.00864114,0.0146771,-0.01814678,-0.01687289,0.00351,-0.01650571,0.00410846,-0.02030999,0.00995775,0.00603108,0.00089969,-0.00365535,0.00440529,0.00330507,0.0,0.00690909
2018-28,0.04002965,0.0190577,0.0,-0.00248016,0.01095972,-0.00988142,0.00878811,-0.00919842,0.00573797,0.01350722,0.00064195,0.01017501,0.00416988,0.00429799,0.00582804,0.01720476,0.00221239,0.01142074,0.00199038,0.01890756,0.00584896,0.00559947,0.01502642,0.01264005,0.00211119,0.01799856,0.00658436,0.01837222,0.00368098,0.00140911,-0.00443459,-0.00713194,0.00712082,0.00644122,0.0102783,0.00369959
2018-27,-0.00665188,-0.00106101,-0.00617284,-0.02051783,-0.01793186,0.015625,-0.03498896,0.03470437,-0.01264622,-0.00730721,-0.01039169,-0.02903484,-0.01093991,-0.00751689,-0.01104089,-0.03449709,-0.02460521,-0.01086464,-0.00847035,-0.03928571,-0.01060373,-0.01148671,-0.03776921,-0.01172098,0.01101635,-0.02063492,-0.0016488,-0.03909318,-0.0101476,-0.01448937,0.00752879,0.01519757,-0.01525262,-0.0148007,0.01603293,-0.01080074
2018-26,0.0173716,0.00913487,0.0095057,0.02478503,0.013627,-0.01652893,-0.0114486,-0.01183432,0.01035599,-0.00879811,0.01071017,0.00184805,0.0107408,0.00543385,-0.00186524,0.00469885,-0.00394144,0.01151543,0.00938887,0.00981939,0.00209388,0.01183632,0.00693871,0.00641961,0.01303875,0.0199095,0.02470187,0.0106422,0.00346894,0.00095763,-0.01035822,-0.00972763,0.00968944,0.0001499,0.00018432,-0.00190114
2018-25,-0.01062215,0.00053763,-0.01407589,-0.00200501,-0.01280228,0.01103956,-0.02696135,0.00598802,-0.01187039,-0.02272727,-0.01496178,-0.02544426,-0.00533417,-0.0043939,-0.00760515,-0.02929483,-0.0138137,-0.01730419,-0.00826725,-0.02425278,-0.02268076,-0.01270053,-0.02958771,-0.00919805,-0.00895095,-0.01713368,-0.00085179,-0.03071672,-0.00602596,-0.0191173,-0.00173837,0.01023891,-0.00916295,-0.01118235,0.00208948,-0.00720789
2018-24,-0.01490313,-0.00479744,-0.03581745,-0.00049358,-0.01916742,0.01450677,-0.04173838,0.02594034,-0.00190295,-0.0150949,-0.01307606,-0.00893389,-0.00754426,-0.00517037,-0.01134044,-0.00494539,-0.01004566,0.00181818,-0.00550918,-0.00152568,-0.00748752,-0.01249589,-0.00287448,-0.01061156,-0.00534188,0.00785013,-0.00831947,0.00411523,-0.00812261,-0.00949514,0.00397351,0.01158107,-0.01221557,-0.01152948,-0.00162994,-0.01259726
2018-23,0.00374251,-0.00533049,-0.02298206,-0.02716873,-0.03169065,0.02988048,-0.05238531,0.05,-0.00849858,-0.00769686,-0.01253722,-0.01484665,-0.02238245,-0.01214202,-0.01411607,-0.01882591,-0.01441701,-0.00858563,-0.0202086,-0.01634968,-0.01085348,-0.01037613,-0.01680804,-0.00883246,-0.00318584,-0.00478384,0.0,-0.01396253,-0.01952832,-0.01234568,0.01748095,0.02684564,-0.02362021,-0.01565417,0.004,-0.01529497
2018-22,0.01812689,0.00966702,-0.00111857,-0.00483325,0.04433052,-0.04414587,0.0552882,-0.04467806,0.01497292,0.02017768,0.01609818,0.01910954,0.00743664,0.01543288,0.01802757,0.02170352,0.01898157,0.00821918,0.01738123,0.0194827,0.02204645,0.01714474,0.01929769,0.01934399,0.00356633,0.01052444,0.00502513,0.01577175,0.01790908,0.01738929,-0.01103753,-0.03016591,0.03114518,0.01822689,0.0,0.01850481
2018-21,0.00689127,0.00648298,0.02146172,0.03303303,0.05479008,-0.05516014,0.05937643,-0.08472554,0.01465321,0.01630518,0.01559961,0.02566714,0.01881804,0.01895323,0.02252358,0.01895136,0.02787719,0.00553761,0.01092437,0.0172831,0.01560892,0.01204819,0.01872354,0.01978211,0.00648181,0.01651376,0.02145923,0.01972243,0.02002503,0.01972433,-0.02109341,-0.03545759,0.03744659,0.0206278,0.01363804,0.0204623
2018-20,0.00379939,0.00270124,-0.01784718,-0.0316659,-0.01969495,0.01740812,-0.0369706,0.04861111,-0.00287356,-0.01270498,-0.00976224,-0.00645035,-0.01902094,-0.00540176,-0.00867484,-0.01035743,-0.00789804,0.00046083,-0.00378539,-0.00656787,-0.01108171,-0.00326904,-0.00678555,-0.00640312,-0.00390903,0.00476016,-0.01408451,-0.00571837,-0.01092487,-0.00890411,0.00532151,0.01825558,-0.01065341,-0.01018067,-0.01460073,-0.01051105
2018-19,-0.0007716,0.00651112,-0.0237176,-0.0242915,-0.03067665,0.030185,-0.03097869,0.03521127,0.00096649,0.00209174,0.00815217,-0.00215475,-0.01519579,-0.01060428,-0.00977539,0.00329083,-0.01086569,0.00702247,0.00401271,0.00828443,0.01010271,0.00731626,0.00658529,0.00027996,-0.00569395,0.01408186,0.00167504,0.01434615,-0.00583396,0.00068966,0.00977343,0.02035623,-0.02095597,-0.00689556,-0.00018224,-0.01047688
2018-18,0.03623188,0.01768933,0.03819444,0.01455207,0.07180768,-0.06770357,0.08962112,-0.10340479,0.01598174,0.025692,0.00544784,0.02747143,0.02302287,0.02319388,0.03358238,0.02244128,0.03593808,0.00046773,0.01210491,0.01836306,0.02270382,0.004662,0.0212453,0.02427184,0.01885424,0.01547754,0.00841043,0.01672552,0.02734077,0.02276995,-0.02265795,-0.04498778,0.04553244,0.02742958,0.01460709,0.02973978
