Week,BDCL,BDCS,CHIX,EUFN,FAS,FAZ,FINU,FINZ,FXO,IAI,IAK,IAT,IXG,IYF,IYG,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,PFI,PHDG,PSCF,PSP,QABA,RWW,RYF,SEF,SKF,UYG,VFH,VQT,XLF
2018-17,0.00897959,0.00671141,-0.0147142,-0.00990099,0.00143403,-0.00358102,-0.02745849,0.07692308,0.00197628,-0.00247295,-0.02859375,0.00181415,-0.00771971,0.00155817,0.0008541,0.00872155,-0.00424276,0.00566305,-0.02014531,0.00602516,-0.00672298,-0.01934426,0.00827541,-0.00086331,0.00328467,0.00881395,0.0,0.00905148,-0.01561789,-0.0130172,0.0,0.00387973,0.001241,-0.0042836,0.0018637,-0.0063197
2018-16,0.01575456,0.00055991,0.01156738,-0.01368049,-0.00140735,0.00182315,-0.01272447,0.0295302,0.00559027,-0.00915332,0.00233863,0.01613228,-0.00396709,0.0014635,-0.00261518,0.00631978,0.00439399,0.01279621,-0.0040843,0.00901857,-0.00190278,-0.00194301,0.01487603,0.0,0.00218023,0.00904542,-0.00252525,0.00130281,-0.00270473,0.00161551,-0.00260756,-0.00631374,0.00343811,-0.00422617,-0.02234705,-0.00549451
2018-15,0.00164474,0.0,-0.01199315,0.00848593,0.02036595,-0.02323503,0.0300807,-0.0436457,0.00496196,0.01445709,0.00297899,0.00264982,0.00488238,0.00666955,0.01244652,0.0081353,0.00908922,0.00765184,0.00049172,0.00431655,0.00870019,0.00390625,0.00925459,0.01569311,-0.00290276,-0.00076997,0.00336984,0.00719833,0.00527824,0.00908879,-0.00605798,-0.00627716,0.01191363,0.01045347,0.00079438,0.01109878
2018-14,-0.01463415,-0.00670766,0.02761795,0.01595987,0.01242033,-0.01646447,0.01314089,0.01041667,0.00468855,0.01338794,-0.00253767,0.00761474,0.00929117,0.00498513,0.00667819,0.01372549,0.00560119,-0.00479157,-0.0062727,0.00951858,0.00353857,0.00895522,0.01649768,0.00825228,-0.00783197,0.00845292,0.01285347,0.01572816,-0.000608,0.00876985,-0.00513919,-0.01179245,0.00859237,0.00670141,-0.01294809,0.00485437
2018-13,0.0282392,0.01993166,-0.00750144,0.0088249,0.01474037,-0.02020202,0.01812319,-0.01323706,0.00504541,0.00380831,0.0079045,0.00394273,0.00348116,0.00617829,0.0068357,0.0052208,0.00833807,0.01750973,0.00283806,0.00294768,0.00195939,0.00299003,0.00310131,0.00236756,0.00681004,0.0107228,0.00259516,0.00330546,0.0134396,0.00405922,-0.00594732,-0.01574074,0.0120947,0.00691937,0.01626561,0.00794852
2018-12,-0.00741351,0.00282486,-0.00619021,-0.00591178,-0.00671875,0.00357462,-0.01197544,0.02590674,-0.00065833,-0.00402601,0.00110759,-0.00885847,-0.00311296,0.0,-0.00625386,-0.00886824,-0.00917936,0.00920989,0.01144468,0.00559971,-0.00831169,0.0,-0.00721234,-0.0066054,-0.00322234,0.00625244,-0.00764007,-0.00611037,0.00287052,-0.00232721,0.0,-0.00480077,0.0,-0.00366623,-0.00231256,-0.00442152
2018-11,0.01936027,-0.0011383,-0.04900881,-0.04281891,-0.16105188,0.17647059,-0.1809681,0.20473538,-0.0497273,-0.06439054,-0.04189944,-0.07384496,-0.04820498,-0.05552755,-0.06666667,-0.07019679,-0.07381959,-0.02253116,-0.0261054,-0.074437,-0.05542413,-0.0388443,-0.0721517,-0.05668808,-0.03231351,-0.04551514,-0.03096234,-0.06650788,-0.06187829,-0.06017579,0.05548158,0.11758743,-0.11057024,-0.06252658,-0.04582973,-0.06407974
2018-10,-0.0074813,-0.00793201,-0.00108992,-0.00573698,-0.03513225,0.03476483,-0.06551925,0.05683564,-0.00758773,-0.02104194,-0.00736874,-0.01718278,-0.01487041,-0.01315681,-0.02032991,-0.01528081,-0.02225646,0.00191022,0.00755461,-0.00693857,-0.01314492,0.0,-0.01166824,-0.00634308,-0.00505391,-0.00393996,-0.01071723,-0.00290698,-0.02101079,-0.01345984,0.01183432,0.0243129,-0.02533896,-0.0185262,-0.00436757,-0.02109997
2018-09,0.01528014,0.01898734,0.04090909,0.01074306,0.08246978,-0.07757805,0.08408112,-0.07790368,0.0283111,0.04988558,0.02237872,0.02665122,0.01979483,0.02785045,0.02837828,0.02715849,0.02569032,0.01958864,0.02197436,0.02658096,0.04257866,0.03149606,0.0271581,0.03170523,0.01472603,0.02708454,0.01844091,0.02953823,0.03020528,0.03097445,-0.02658396,-0.05318615,0.0561141,0.02908627,0.01503367,0.02982955
2018-08,-0.02153316,-0.00574053,-0.05091104,-0.03411054,-0.09192276,0.0944334,-0.10348876,0.10762332,-0.02257336,-0.01601831,-0.03332817,-0.02009185,-0.03286517,-0.03245033,-0.03132056,-0.016744,-0.02883625,-0.02192982,-0.02448497,-0.00854999,-0.02679328,-0.03010471,-0.01164295,-0.02456239,-0.00136799,-0.02533589,-0.03196721,-0.00861585,-0.04522756,-0.02975391,0.03521445,0.06600832,-0.06487093,-0.03257238,0.00620101,-0.03810184
2018-07,-0.01596639,-0.00910643,0.02561247,0.00610288,0.02111766,-0.02340824,0.01454933,-0.01820728,0.00653595,-0.00139211,-0.00172279,0.00659042,0.00755416,0.00632271,0.0072044,0.0030581,0.00663176,-0.0004878,-0.00187362,0.00510114,0.00551819,0.00098945,0.00572269,0.00947731,-0.0068306,0.01090343,0.00998336,0.00662628,0.00641119,0.00249886,-0.00088771,-0.01201803,0.01187151,0.00567215,-0.01076389,0.00815314
2018-06,0.0229202,0.01030338,0.06810244,0.02161447,0.09532681,-0.09067358,0.10467145,-0.0859375,0.03762177,0.03144955,0.03573153,0.04093098,0.03231939,0.0315097,0.03606784,0.04374472,0.03775971,0.03034826,0.03332755,0.04597492,0.03500977,0.03142954,0.04244166,0.02660819,-0.00410256,0.0359555,0.02806122,0.03923854,0.03218563,0.03443429,-0.03107467,-0.06780465,0.0647535,0.03493641,-0.00966156,0.0324699
2018-05,0.032,0.00349243,-0.08508347,-0.01147903,-0.03130841,0.00925147,-0.04793197,0.01,-0.01407507,-0.01107011,-0.02602113,-0.00060557,-0.0151471,-0.0071323,-0.00449752,-0.0053011,-0.00455373,0.0209826,-0.02109053,0.00492252,-0.00918092,-0.016728,-0.00051107,-0.01847575,0.04832978,0.00239234,-0.02109705,0.00762911,-0.01095438,-0.01427568,0.00558659,0.00841908,-0.0228053,-0.00749339,0.03024242,-0.00734484
2018-04,-0.0494894,-0.02858714,-0.02915601,-0.02722772,-0.0661272,0.06395939,-0.07308817,0.07076923,-0.02487406,-0.01055046,-0.02755964,-0.00767312,-0.02290076,-0.02051449,-0.01933102,-0.00787561,-0.01552106,-0.03165468,-0.00200568,-0.00452804,-0.02836046,-0.01935893,-0.00260756,-0.02063274,-0.01806183,-0.0119273,-0.01892744,-0.00206186,-0.02893535,-0.02363239,0.02056673,0.04038257,-0.04027568,-0.02015631,-0.01514791,-0.02316865
2018-03,-0.00309598,-0.00380849,0.02978942,0.01242751,0.03715608,-0.03396603,0.04239917,-0.02058824,0.01134573,0.00137216,0.01841317,0.00615977,0.01289084,0.01054956,0.00975823,-0.00361083,0.0098073,-0.00471698,0.00116221,-0.01219303,0.00635664,0.01309068,-0.00226721,0.00607903,-0.00175439,-0.00262271,0.01909308,-0.01400922,0.01695628,0.01432981,-0.01046882,-0.01573977,0.02126736,0.0095133,0.01141553,0.0130674
2018-02,-0.00233281,0.00494505,0.03806971,0.012309,0.03829845,-0.03925234,0.03996283,-0.03216783,0.01317058,0.01240695,0.01250191,0.01455261,0.01571268,0.01176569,0.01451973,0.01638673,0.01426559,0.00047393,0.01002073,0.0132335,0.01480851,0.00987167,0.01633933,0.01580581,0.00894775,0.00985595,0.00564972,0.01079873,0.01241616,0.01395768,-0.01247216,-0.01514387,0.02397105,0.01408451,0.00770548,0.01334738
2018-01,0.00077399,0.00328767,0.02590959,0.04658385,0.04875962,-0.04578097,0.09033728,-0.08076923,0.01422567,0.02918319,0.01559123,0.04206657,0.03011527,0.01633932,0.03069034,0.04613095,0.03957687,0.00950119,0.01650571,0.05142133,0.02844753,0.01528239,0.04850874,0.02201258,0.01194786,0.01779564,0.01970443,0.04596369,0.02896007,0.02872243,-0.0158381,-0.03091266,0.03276022,0.03018486,0.01511304,0.03031397
2018-00,-0.01076095,-0.00109589,0.01516854,0.01664417,0.044133,-0.04452055,0.05880654,-0.01987578,0.01643115,0.02145644,0.01342911,0.01388601,0.01583578,0.01226625,0.02012167,0.01444277,0.01704335,-0.00094742,0.00421127,0.01021898,0.02315639,0.01342282,0.01387684,0.01928697,0.01583211,-0.00095914,0.01672241,0.00797821,0.02009527,0.01896956,-0.01557767,-0.02621544,0.02625925,0.01641747,0.01837701,0.01723506
2017-52,-0.00692841,-0.00600109,0.01058824,0.00045372,0.00416481,-0.00515464,-0.00467334,-0.01705238,0.00032755,-0.00259319,0.00200896,-0.00682241,0.00458173,0.00180057,-0.00202966,-0.00984589,-0.00351722,-0.00424328,0.00396552,-0.00616165,0.00265628,0.00066313,-0.00930393,0.00261704,-0.00444115,-0.00285714,0.00511509,-0.00983038,0.00281857,0.00023305,-0.00346771,-0.00191479,0.00142823,-0.00263004,0.00037915,-0.00219619
2017-51,0.00229885,0.00547345,0.01073345,-0.00090703,-0.01903516,0.01843723,-0.00215598,-0.0074813,-0.01037613,0.00048504,0.0,0.00184843,0.001772,-0.00587134,0.00062208,0.00319625,0.00443131,0.00047192,0.00103627,-0.00232766,0.00283537,-0.00066357,0.00136776,-0.00719839,-0.00036941,-0.01017332,0.01118761,-0.00607903,-0.00162554,0.00046544,0.00612156,0.01116505,-0.0126523,-0.00014556,0.0,-0.00036496
2017-50,-0.00153492,0.0,0.001207,-0.00457875,0.00928283,-0.01103565,0.00212889,-0.00603136,0.00065232,0.0016284,-0.00415193,0.00166597,-0.00238521,0.00309518,0.00401986,0.00281507,0.00130939,0.00662252,0.0034638,0.01306107,0.00376209,-0.00690562,0.00838721,0.00173963,0.00559076,0.01371981,-0.00261097,0.01741342,0.0,-0.00210428,-0.00692941,-0.00899195,0.00670177,0.0014708,0.00592621,0.0
2017-49,0.00153846,0.00327511,-0.01440576,0.00414747,0.01055807,-0.00927487,-0.00430911,0.02825553,0.00261523,-0.00145938,-0.00412466,-0.00861892,0.00029846,0.00215183,0.00434062,-0.01276324,-0.00185839,-0.00282486,-0.01603822,-0.02925013,0.00249911,-0.00328192,-0.01754386,0.00611354,0.0007485,-0.01991358,-0.00087108,-0.03211871,-0.00237142,-0.00186047,0.00086768,-0.00379327,0.00287356,-0.00307107,-0.00428553,0.00036738
2017-48,-0.00684411,-0.00915948,-0.02579132,0.0041686,0.10223048,-0.0952024,0.16083265,-0.12810328,0.0238415,0.05104689,0.02612528,0.06419369,0.0244653,0.03488789,0.04702929,0.05886395,0.06119163,0.01004785,0.01457574,0.04957265,0.03685596,0.01942398,0.05926606,0.01416765,0.01480638,0.01960404,-0.00433276,0.0419802,0.04579188,0.04660912,-0.03446844,-0.06846925,0.0710013,0.04902724,0.0155518,0.05261091
2017-47,-0.00075019,0.00161031,0.03390839,0.01825843,0.00388579,-0.00374251,-0.01137147,-0.01289683,0.0020141,0.00417537,-0.00314762,-0.00968523,0.00696271,0.00080754,-0.00100267,-0.00885358,-0.00757727,0.00527831,-0.00608378,-0.00774023,0.00587232,-0.00201545,-0.01018923,0.0038656,0.00575374,0.00389181,0.01219512,-0.0041543,0.00063022,-0.0012288,-0.00165975,-0.00522648,0.00130073,-0.00201832,0.0,-0.00234834
2017-46,0.04068858,0.01867106,-0.00713012,0.00375059,-0.00255276,0.00297177,-0.00117069,-0.01178782,0.00474255,-0.0007046,-0.00564352,0.01096933,-0.00015506,-0.00098939,0.00489948,0.01510574,0.00930609,0.00977995,-0.00913478,0.01411719,0.00694444,-0.00502176,0.01490035,0.00512048,0.00038256,0.00968188,0.00792952,0.01539708,-0.00094667,0.00545906,0.00082781,0.0008673,-0.00208986,0.0028169,-0.00124289,0.00157542
2017-45,0.0007758,0.00164384,0.01878788,-0.0018596,-0.04339283,0.04471858,-0.06960506,0.06360792,-0.01176075,-0.00441696,-0.00561272,-0.0494411,-0.01285977,-0.01535866,-0.02790583,-0.04107425,-0.04286828,0.0,-0.00051423,-0.04316143,-0.00519031,-0.00465271,-0.04634806,-0.02761457,-0.00420168,-0.01522248,-0.0187234,-0.04290752,-0.0219102,-0.02267187,0.01511335,0.02801245,-0.03127384,-0.0249388,0.00242846,-0.025
2017-44,-0.03432494,-0.0125,0.00605327,-0.00874367,0.01677008,-0.01582517,0.01289398,-0.01269841,0.00338295,0.00371945,-0.00281426,0.00582902,-0.00183318,0.00554512,0.00695249,0.00090131,0.0043036,-0.01445087,-0.00447273,0.00299682,-0.00019305,-0.0036557,0.00288548,0.01049161,0.00615148,0.00176401,0.00085106,0.00274241,0.00433772,0.00490316,-0.00417014,-0.00833333,0.00901829,0.00445537,0.00309434,0.00385654
2017-43,-0.02738712,-0.01070091,0.01997579,-0.00459559,0.01569885,-0.01643017,0.02081488,-0.02173913,0.00440678,0.00728112,-0.00109495,0.01564537,0.00612557,0.00447628,0.0137741,0.0190433,0.01422925,-0.00990566,-0.0089148,0.01682243,0.00076614,-0.00198807,0.01882694,0.01116813,-0.00420329,0.01291585,-0.00338696,0.01690634,0.00496817,0.00195456,-0.00498753,-0.00787402,0.00982674,0.00877328,0.00032675,0.00579598
2017-42,0.0096225,-0.00106838,-0.00951814,0.00411523,0.0275577,-0.02704678,0.03843954,-0.04035433,0.01021103,0.00053135,0.0105795,0.01292159,0.00844595,0.00774565,0.01238312,0.0180778,0.01620648,0.00470588,0.01564945,0.01556931,0.00825178,0.00934579,0.01639942,0.00030102,0.00461716,0.0031074,-0.00419463,0.00697404,0.015278,0.01183724,-0.00744417,-0.01470588,0.01515152,0.01305361,0.00204135,0.01290575
2017-41,-0.01669086,-0.01060445,0.01824818,0.00183066,0.00295807,-0.00144718,-0.01436616,0.02697303,0.00376583,-0.00740871,0.00783624,-0.01113051,0.00478912,0.00063274,-0.00564306,-0.00889396,-0.01233095,0.00047148,0.01252425,-0.01139974,0.00559414,0.01014885,-0.01197388,0.00332427,0.00038536,0.00234146,0.01019541,-0.00484684,-0.00394011,0.00148699,-0.00164474,-0.0012859,0.00026323,-0.00436001,-0.00124959,-0.00470219
2017-40,-0.0057554,0.0,0.04082915,0.00274098,0.0289984,-0.02891396,0.03343893,-0.03484995,0.00515641,0.00763359,0.00674374,0.00239599,0.00759808,0.00855557,0.01034337,-0.00090724,0.00937749,-0.00141376,-0.00035156,-0.00795854,0.01130164,0.00474415,-0.00359906,0.01504914,0.01321415,0.00039085,0.00942588,-0.00212232,0.0133609,0.00521351,-0.00899428,-0.01735083,0.01734258,0.00876232,0.01278892,0.01025641
2017-39,0.04913076,0.02384824,0.01276324,0.02175926,0.04328922,-0.04116866,0.0506265,-0.04850088,0.01508243,0.03140587,0.00471928,0.03061684,0.01484758,0.01525014,0.02335141,0.03663437,0.02762887,0.02580331,0.00878609,0.04285158,0.03285338,0.0079065,0.04070863,0.02242577,0.00825796,0.03256003,0.00953206,0.04302821,0.01728073,0.02037179,-0.01481778,-0.02918525,0.0294936,0.01962677,0.00206915,0.018226
2017-38,0.01153846,0.00875274,-0.01097561,0.01105481,0.02637151,-0.02542373,0.05328409,-0.08210181,0.00813871,0.02162874,0.01108537,0.02446342,0.01509614,0.0079521,0.01796301,0.02471529,0.02014268,0.01331361,0.01071364,0.0236,0.01733031,0.00937826,0.02438552,0.00634317,-0.00547303,0.01304888,0.0139738,0.02372529,0.0141844,0.01974026,-0.00796495,-0.01521826,0.01463964,0.01666939,0.00013351,0.01477833
2017-37,0.01085271,0.00716253,-0.00795107,0.00932836,0.02145579,-0.02375,0.04683274,-0.03256553,0.002849,0.01620058,0.00199468,0.02172875,0.00902498,0.00930851,0.01646203,0.02078117,0.01951008,0.00446429,-0.00018129,0.02132505,0.01179196,0.00875044,0.02083751,0.00871811,0.0090945,0.01673729,0.01604278,0.02023681,0.01250211,0.01192053,-0.00940808,-0.01940241,0.01887888,0.01474778,0.01016536,0.01432182
2017-36,-0.00773395,-0.00164384,0.00187149,0.01199616,-0.00542911,0.00598802,-0.01407831,0.01299694,-0.00289122,-0.00312134,0.01010101,-0.01608643,0.00163908,-0.0007716,-0.00635242,-0.01341772,-0.01438535,-0.005997,0.01210974,-0.01154734,-0.00763521,0.00539374,-0.01359578,-0.0094401,0.00677831,-0.002145,0.00362319,-0.01090037,-0.0069942,-0.00322148,0.00154381,0.00263257,-0.00298864,-0.00526048,0.00380952,-0.00596506
2017-35,0.0,0.00218341,-0.00061614,-0.00420168,0.01551481,-0.01667696,0.02209561,-0.03090333,0.00856837,0.00961908,-0.00166196,-0.00070093,0.00273884,0.00533283,0.00534178,0.00444225,0.00106542,0.0064071,-0.01142245,0.00696864,0.01302521,-0.00069517,0.0041461,0.00869845,0.01159073,0.00975403,0.00448833,0.00063789,0.00738007,0.00236469,-0.00859711,-0.01347709,0.01166521,0.0048285,0.01068173,0.00502934
2017-34,0.01386749,0.00656814,0.05246114,0.00847059,0.02867677,-0.02971498,0.0321991,-0.03930818,0.01040919,0.01321672,0.00429397,0.01580561,0.01248581,0.0111175,0.01242577,0.02075,0.01526882,0.01243781,-0.00227193,0.02354657,0.01766709,0.00483927,0.02160432,0.01791531,-0.00159808,0.01514182,0.00451264,0.02071197,0.01128136,0.01028481,-0.00932763,-0.01907669,0.02064288,0.01139219,-0.00366052,0.01051746
2017-33,-0.05224964,-0.02241195,-0.00909682,-0.01067781,-0.04472342,0.04620253,-0.05574546,0.05671393,-0.01764291,-0.02255497,-0.01874293,-0.02721866,-0.01136364,-0.01631922,-0.01878018,-0.02975327,-0.02301737,-0.01797862,-0.01340437,-0.03613007,-0.02380952,-0.02060811,-0.03357129,-0.01880178,-0.00119522,-0.02783548,-0.01426025,-0.0334099,-0.01713627,-0.02112858,0.01737071,0.03339882,-0.03143755,-0.01916462,0.00353741,-0.01812938
2017-32,-0.04480797,-0.02317009,-0.03605313,-0.03927765,-0.06916207,0.07068742,-0.07954834,0.09683099,-0.02374302,-0.02597645,-0.01931365,-0.03683738,-0.02798742,-0.02428999,-0.02782931,-0.03909953,-0.03314803,-0.02020202,-0.01502219,-0.0465436,-0.02416547,-0.01409869,-0.04325652,-0.02839117,-0.00912698,-0.0393476,-0.03220191,-0.04224774,-0.02522786,-0.02392466,0.02550817,0.0488,-0.04677871,-0.02684347,-0.00929003,-0.02444988
2017-31,-0.02026555,-0.00890052,0.01533546,0.01329056,0.02133851,-0.02350699,0.03155561,-0.04221854,0.00244927,0.00206031,0.00721848,0.01267542,0.00920927,0.00828391,0.00990806,0.01119314,0.01395252,-0.00811456,0.01554673,0.00450362,-0.01013788,0.00538902,0.00909091,0.00473784,-0.00277778,-0.0036371,0.00701139,0.00040791,0.00935807,0.00768443,-0.00711744,-0.01497832,0.01560726,0.00913093,0.0025153,0.01193907
2017-30,0.0020979,0.00366109,0.01171113,0.01730589,0.00177445,-0.003125,0.00481412,0.00082169,-0.003159,0.00509915,0.0059919,-0.00679502,0.00723124,0.00047317,-0.00286918,-0.00948992,-0.00251362,-0.01144492,-0.00639254,-0.01952823,-0.00305437,0.00169434,-0.0128012,0.00733418,0.00239425,-0.0012205,0.00530504,-0.01274788,0.00514608,-0.00205497,0.0,-0.00233645,0.00028686,-0.0001641,0.00218013,0.0
2017-29,0.00138985,0.00575615,0.00393959,-0.00328022,0.0068109,-0.00738007,-0.0058061,0.01301871,0.00673759,0.00935115,0.00703995,-0.0140113,0.00145208,0.00142558,-0.00080921,-0.0145951,-0.01415193,0.0004771,0.01412928,-0.01195988,0.00907778,0.01240096,-0.0148051,0.00064288,-0.00039888,0.00492308,0.00354296,-0.00243902,-0.0001665,-0.00077379,-0.00078217,-0.00309,0.00231348,-0.00082264,0.00554073,-0.0016632
2017-28,0.00349895,0.0,0.05817175,0.01227573,0.01192642,-0.0151699,-0.02064703,0.0,0.01038682,-0.00247761,0.00492935,-0.00449944,0.00745543,0.00362319,-0.00232579,-0.00562588,-0.00721501,0.00239578,0.00388624,-0.0067127,0.00641822,0.00485269,-0.00670641,0.00225879,0.00928168,0.0002053,0.01805054,-0.0082678,-0.00430464,0.00077499,-0.00468201,-0.00576037,0.00552326,-0.00376494,0.00869385,-0.00412882
2017-27,-0.01112656,-0.00104603,-0.01509952,0.011956,-0.01094963,0.00924214,0.00644822,0.01079734,-0.00533998,-0.00512626,-0.00602214,-0.00268577,0.0006503,-0.00369528,0.00143305,-0.00464792,0.00144211,-0.00951928,-0.00210637,-0.00978179,0.0,0.0,-0.00717703,-0.00608389,0.00283861,-0.01050505,-0.00450857,-0.00832178,0.00049644,0.00103413,0.00471513,0.00974279,-0.00889271,-0.00049036,0.00151934,0.00082542
2017-26,0.00070225,0.00314795,-0.01097394,0.02791625,0.04171123,-0.04171429,0.07669617,-0.07116654,0.00615496,0.01864573,0.01223395,0.03288701,0.02390572,0.01459002,0.02872598,0.03180817,0.03912193,-0.00811069,0.00249822,0.03292997,0.01471843,0.00846561,0.03117738,0.02592223,-0.01087394,0.00786424,0.00910747,0.02830385,0.02578206,0.02029915,-0.01604891,-0.03169923,0.02903811,0.02635158,-0.004811,0.02709677
2017-25,0.00428571,-0.00263574,-0.00345781,-0.01873767,-0.05308642,0.05350773,-0.07291957,0.0854902,-0.01614639,-0.02562127,-0.02500823,-0.03824266,-0.0199104,-0.01898552,-0.02306425,-0.0376688,-0.0317662,-0.00286533,-0.017287,-0.03869732,-0.02059256,-0.02081165,-0.03934795,-0.03585271,-0.00321156,-0.01251539,-0.00542986,-0.03705195,-0.02445194,-0.02928105,0.01937234,0.03786445,-0.03794118,-0.02645591,-0.00458998,-0.02651515
2017-24,-0.00429492,0.00211305,-0.01045296,0.00198413,0.01040561,-0.01035078,0.0100981,-0.02496329,0.00727273,-0.00019489,0.01115737,-0.00635353,0.00453858,0.00348702,-0.00027737,-0.00660066,-0.00127986,0.00434573,0.01626452,-0.0154542,0.00234742,0.01300527,-0.00762365,-0.0006502,-0.00040437,-0.00833164,0.01101928,-0.00994431,0.00341588,0.00930604,0.0,-0.00557,0.00629685,0.00067148,0.00075972,0.0017043
2017-23,-0.00573477,-0.00105708,0.00207326,0.00445765,0.06574158,-0.06480986,0.1005081,-0.09561753,0.02008181,0.03971487,0.01710415,0.05278242,0.01776563,0.02465944,0.03589547,0.06031031,0.04811996,0.01679842,0.00595238,0.07131346,0.02260259,0.0117689,0.06364894,0.05090536,0.005652,0.04830815,-0.00725953,0.06909708,0.0242616,0.03162816,-0.02425373,-0.04823944,0.04922689,0.03626853,-0.00213264,0.03399558
2017-22,0.00934579,0.00370959,0.01463415,0.01046859,0.01409427,-0.01526316,-0.0008027,0.0087073,0.01124859,0.00267325,0.01468328,-0.00143198,0.00359527,0.0054989,-0.00028791,-0.00050013,-0.00668747,0.01197605,0.01974406,0.00628931,0.01860569,0.01582165,0.00198177,0.00617072,0.00243704,0.02095032,0.01374885,0.01195049,0.00052798,0.00609081,-0.00593472,-0.01147826,0.0092504,0.003324,0.00818933,0.0
2017-21,0.01078361,0.00638298,0.02217454,-0.00639764,0.03014723,-0.02860114,0.03326336,-0.02722444,0.01017716,0.01697371,0.01418931,0.00570207,0.0018797,0.00872268,0.00912058,0.00447316,0.00622084,0.00849151,0.01815151,-0.00120506,0.00604974,0.01344477,0.00216068,0.00511596,-0.00740132,0.00665951,0.00927644,0.00126689,0.01080411,0.01169591,-0.00814815,-0.01764095,0.01698174,0.00875197,0.0081864,0.00841453
2017-20,-0.0206995,-0.01106428,-0.0064194,0.00049237,-0.03755975,0.03285639,-0.05831666,0.02309783,-0.01195815,-0.02785066,-0.00845265,-0.02695167,-0.01285738,-0.01114095,-0.02082744,-0.02717787,-0.02347826,-0.00650976,-0.00278914,-0.03002944,-0.01572188,-0.00796236,-0.02856595,-0.02703605,-0.00204666,-0.01801229,-0.00651163,-0.03206578,-0.01298018,-0.01783754,0.01043997,0.02177731,-0.0239672,-0.01828217,-0.00216571,-0.01616426
2017-19,-0.0531401,-0.02694301,0.03131991,0.0,-0.02803527,0.02828175,-0.03341471,0.03980447,-0.01520208,-0.00931551,-0.01485402,-0.02158439,-0.00509684,-0.01050858,-0.00950857,-0.01873199,-0.01490281,-0.02163225,-0.01522936,-0.02599153,-0.00400623,-0.01999286,-0.02416918,-0.02337064,0.00164002,-0.02074167,0.00093545,-0.0327375,-0.01272664,-0.01367241,0.00896191,0.02120891,-0.02036979,-0.01320981,-0.00523378,-0.01088376
2017-18,-0.04169381,-0.02574457,-0.02188184,0.04487506,0.00884354,-0.00956938,0.02283598,-0.01104972,0.00073992,0.00262626,0.00564972,0.00323924,0.01317365,0.00257834,0.00529801,0.00313631,0.00609889,-0.02012458,0.00200474,-0.00154024,-0.0017758,0.00572246,0.00018947,0.00231558,0.00164271,-0.01217248,0.01222954,-0.00060484,0.00104749,0.00687191,-0.0029873,-0.00565171,0.00501253,0.00516885,-0.00230785,0.00656743
2017-17,0.00652742,0.00861196,0.01867065,0.00154083,-0.01584069,0.01487779,-0.02202711,0.00747791,-0.00259451,-0.00646204,0.00517509,-0.0115714,-0.0027449,-0.00663629,-0.00849537,-0.01413512,-0.00677448,0.00048286,0.00899413,-0.01877035,-0.00265193,0.00611731,-0.01398073,-0.00990099,0.00536082,-0.00328745,0.02314368,-0.01764588,-0.00262881,-0.00794956,0.00598355,0.01276143,-0.0137543,-0.00619941,0.00161415,-0.00656743
2017-16,0.00529801,0.01178279,-0.01845018,0.01098298,-0.00445382,-0.00050968,-0.00740621,-0.03846154,0.00602864,0.00871369,-0.00590175,0.01051625,0.00176523,-0.00090235,0.00135279,0.01514023,-0.00044783,0.00734934,-0.00369344,0.0305835,0.01849737,-0.00181818,0.01928754,0.01332878,0.00206526,0.02489891,0.00394089,0.03363656,0.00231894,0.00111763,0.0014782,0.00172652,-0.00288092,-0.00052687,0.00401635,-0.00623053
2017-15,-0.00532269,-0.00510465,-0.00295858,-0.01808219,-0.04842841,0.05125577,-0.07132757,0.07528314,-0.01467821,-0.0238193,-0.01708075,-0.02582938,-0.01843075,-0.01690845,-0.02275564,-0.02750491,-0.02533896,-0.0009901,-0.01925546,-0.03000795,-0.01201814,-0.02020931,-0.02935459,-0.02194463,-0.00411862,-0.01359966,-0.0019861,-0.02717391,-0.02132534,-0.01973867,0.01628423,0.03465003,-0.0334182,-0.02301255,-0.00469879,-0.02387268
2017-14,-0.00398936,-0.00153061,-0.00439883,-0.00543183,-0.01148369,0.01141671,-0.02046114,-0.00471063,-0.00450113,-0.00790434,-0.00017298,-0.00978793,-0.00868659,-0.0037875,-0.00825036,-0.008,-0.00962169,-0.00198511,-0.00715334,-0.00994734,-0.0073991,-0.00180832,-0.0088072,-0.00533333,0.00041186,-0.00190476,0.0,-0.00906096,0.00017528,-0.00331858,0.00148478,0.00732984,-0.00726469,-0.00605013,0.00253111,-0.00700525
2017-13,0.03500343,0.01920083,-0.01452433,-0.00267809,0.03842505,-0.03957916,0.04761905,-0.04730618,0.01938426,0.02430985,0.01569311,0.02134219,0.00906555,0.014835,0.01692145,0.02850062,0.01888469,0.02638255,0.0077135,0.0368,0.02859103,0.01127683,0.03473312,0.02890173,0.00786098,0.03083512,0.0,0.03379513,0.01469027,0.01764706,-0.01468429,-0.0299218,0.02846975,0.0167979,0.01210448,0.01194162
